gene_name,gene_id,logfc,p
HJURP,ENSG00000123485.12,5.80098367700502,8.97290171185328e-47
BUB1B,ENSG00000156970.13,5.74558468818875,1.2190757500517002e-66
MYBL2,ENSG00000101057.16,5.73226962425624,2.80989573002663e-117
CX3CR1,ENSG00000168329.14,5.71021165941958,4.36583799692262e-07
TMPO-AS1,ENSG00000257167.3,5.70712604986548,9.89996896471341e-17
SMPD5,ENSG00000204791.11,5.68024712866443,1.17130050216361e-06
ALOX5,ENSG00000012779.12,5.66679630545943,3.25114739149956e-186
FCGR1B,ENSG00000198019.13,5.62268079844586,1.52906733799297e-06
SHCBP1,ENSG00000171241.9,5.61151596380205,3.37679173098358e-79
KIF20A,ENSG00000112984.12,5.60844755833963,3.30059103229243e-24
S100A8,ENSG00000143546.10,5.56988616330529,1.2669641745528e-41
PIMREG,ENSG00000129195.16,5.53503732386306,4.18351918133633e-06
CDCA5,ENSG00000146670.10,5.52949300438006,3.27507886352689e-83
CKAP2L,ENSG00000169607.13,5.50492430119744,2.00681001819139e-46
MELK,ENSG00000165304.8,5.44739315032751,3.45208124818166e-56
NALT1,ENSG00000237886.1,5.40492582899375,2.21113174680603e-06
DTL,ENSG00000143476.18,5.404458425883,1.01778447116956e-96
CDCA7,ENSG00000144354.14,5.38277257383435,4.08981606721635e-26
CDC25A,ENSG00000164045.12,5.37018735555791,1.88278002990648e-50
PKDCC,ENSG00000162878.13,5.36303943492387,3.468596827474009e-34
ANLN,ENSG00000011426.11,5.33471021998281,5.4595552268658e-120
GPR141,ENSG00000187037.9,5.27732621953459,1.50019462116082e-11
ADORA3,ENSG00000282608.2,5.2454548936879,1.31271138705997e-16
USP32P3,ENSG00000189423.13,5.22279393863639,2.5927254614374e-05
NUF2,ENSG00000143228.13,5.2057192899793,1.87996584492613e-46
ERP27,ENSG00000139055.7,5.19404866642001,7.90494199163018e-06
NCAPH,ENSG00000121152.10,5.18602507488968,2.9880796469911906e-52
PRAM1,ENSG00000133246.12,5.1766724404545,3.17910581472444e-52
TEDC2,ENSG00000162062.15,5.16619292718531,2.51454502253115e-16
CEP55,ENSG00000138180.16,5.16207519774016,2.05790032265124e-30
TK1,ENSG00000167900.12,5.1514724770421,7.02073446162168e-75
NEURL1B,ENSG00000214357.9,5.13673066357664,1.50251911583606e-08
KIF11,ENSG00000138160.7,5.12938657478529,2.02674719958362e-42
SLC9A7P1,ENSG00000227825.4,5.11778550332901,2.76303209649575e-28
CDC20P1,ENSG00000231007.5,5.11092256652327,1.05087667681883e-05
C6orf163,ENSG00000203872.7,5.06913713342566,3.44861222462561e-05
TTK,ENSG00000112742.10,5.06453921506305,4.7119536984364185e-56
FUT7,ENSG00000180549.8,5.02353612523857,2.27115502875453e-19
BRCA1,ENSG00000012048.23,4.98076025751524,5.29944628819462e-145
CENPM,ENSG00000100162.15,4.96718263389857,3.16865439776415e-19
KNL1,ENSG00000137812.21,4.963825013718,5.44818949926317e-67
CCL2,ENSG00000108691.9,4.94926283627524,5.12646129076557e-38
BIRC5,ENSG00000089685.15,4.93259833157567,3.4484100294311094e-83
KIFC1,ENSG00000237649.8,4.91929381258217,2.26339786029378e-90
ANKRD23,ENSG00000163126.15,4.91461859792962,7.43931431521055e-05
RAD54B,ENSG00000197275.14,4.91214421525227,4.19597701585462e-10
POLQ,ENSG00000051341.15,4.90912016343105,2.0452423136957e-76
VN1R83P,ENSG00000268521.1,4.90793701010277,6.465697361901e-05
BUB1,ENSG00000169679.15,4.89653889352922,7.13906340688121e-75
RUNX3-AS1,ENSG00000229162.1,4.87351924062653,1.24977705634678e-07
ANKRD22,ENSG00000152766.6,4.86025481557701,3.62024928484179e-05
PABPC4L,ENSG00000254535.4,4.85345429803086,8.74167680842999e-05
XRCC2,ENSG00000196584.3,4.83329248568027,2.46730667073561e-33
CCR2,ENSG00000121807.7,4.82287410911679,4.01317448402222e-05
TROAP,ENSG00000135451.13,4.81866483304595,2.98086004501406e-13
KIF15,ENSG00000163808.17,4.8180816728228,2.03172660320187e-52
CDC7,ENSG00000097046.13,4.80885057322424,8.72486498419486e-41
TPX2,ENSG00000088325.16,4.80382228260174,7.62140384001208e-104
KIF2C,ENSG00000142945.13,4.78952593451158,2.59430499751018e-41
SIGLEC9,ENSG00000129450.9,4.77226617920886,4.29292914063697e-65
ANKRD63,ENSG00000230778.2,4.74340685630309,3.67770957503366e-05
FCGBP,ENSG00000275395.7,4.73350562625035,1.33694210123692e-21
SLC46A1,ENSG00000076351.13,4.72158431373628,1.4645130861051802e-31
CENPE,ENSG00000138778.14,4.70902234092162,4.94563169237038e-66
ASF1B,ENSG00000105011.9,4.67773394163652,1.2710890737642101e-76
SKA3,ENSG00000165480.16,4.6631831657596,4.72331794736156e-49
CDC20,ENSG00000117399.14,4.66052647891454,2.0064973512025402e-180
APOA2,ENSG00000158874.11,4.65416623356389,0.0001173713405827
AVPR2,ENSG00000126895.16,4.64632785685788,0.0005248567105713
UBE2C,ENSG00000175063.17,4.64508200299779,6.892625531645309e-28
RAD54L,ENSG00000085999.13,4.63799247745009,8.37171944042186e-41
DLGAP5,ENSG00000126787.13,4.62231443182077,5.39712128250677e-46
SAA1,ENSG00000173432.13,4.60288843325183,0.0003088753645248
EXO1,ENSG00000174371.17,4.60093993894222,2.09093727178377e-87
PKD1P4,ENSG00000205746.9,4.59797410919571,0.0001136888309785
ID1,ENSG00000125968.9,4.59140787361481,2.381689034054051e-52
PSRC1,ENSG00000134222.16,4.5848804128481,3.4426018379596703e-45
PLK4,ENSG00000142731.11,4.57753507176667,4.66412970365811e-49
GTSE1,ENSG00000075218.19,4.55311328330817,1.85567817798071e-47
CENPF,ENSG00000117724.14,4.54672041412763,2.5561923852304e-218
SLF1,ENSG00000133302.13,4.54537639980134,5.79559927681635e-32
FAM90A1,ENSG00000171847.11,4.53444441728339,0.0004580799617726
APOBEC3B,ENSG00000179750.16,4.52621474785342,1.39558721347004e-13
CIP2A,ENSG00000163507.15,4.5175396908327,4.1662916796810698e-50
POLE2,ENSG00000100479.13,4.51575723476557,2.36941628225748e-15
KIF7,ENSG00000166813.16,4.48108416132176,9.64879927643417e-05
RAD51,ENSG00000051180.17,4.4624759384795,1.35824580662282e-43
GAPT,ENSG00000175857.9,4.45771419821505,4.948126533030872e-23
GEN1,ENSG00000178295.15,4.44946179854197,2.19463343206762e-59
DDX12P,ENSG00000214826.5,4.44258106335527,3.16666923964787e-06
PLK1,ENSG00000166851.15,4.44238628505116,3.7537351151568695e-40
CENPA,ENSG00000115163.15,4.43672030952196,4.514990596621991e-15
TSPOAP1-AS1,ENSG00000265148.7,4.43212265989611,3.5644867395276e-08
EME1,ENSG00000154920.15,4.42231183137661,1.64318662562537e-16
IL21R,ENSG00000103522.16,4.41009160359868,5.03532499416206e-38
KRT17P3,ENSG00000231870.4,4.4004569581702,0.000194378016746
SPTBN5,ENSG00000137877.10,4.38377995693432,2.25321992379859e-19
FAM72A,ENSG00000196550.11,4.36286836621666,1.7824904945303402e-09
ZNF488,ENSG00000265763.4,4.36006341240552,0.0014807620908318
MIR503HG,ENSG00000223749.11,4.35724349781303,1.09443645607889e-15
LINC02908,ENSG00000180539.8,4.33294600704058,2.0891296397548101e-32
RAD51AP1,ENSG00000111247.15,4.32885143951631,1.4600400371487402e-20
TMSB15A,ENSG00000158164.7,4.32832155500056,0.00069874507488
MST1P2,ENSG00000186301.8,4.3276147283588,0.0005175418231332
LMNB1,ENSG00000113368.12,4.3269915219525,2.30339372677109e-158
SASH3,ENSG00000122122.10,4.32639701666048,1.82569445624015e-124
TSPEAR,ENSG00000175894.18,4.32239716815979,0.0012589100131542
CEACAM4,ENSG00000105352.11,4.32084255590749,7.60112436981301e-06
CDC25C,ENSG00000158402.21,4.31730132933836,8.382546754262299e-13
TREML1,ENSG00000161911.12,4.31194074058118,3.5058813503265e-25
TCF19,ENSG00000137310.12,4.30726602542493,1.6549442012702702e-85
SGO1,ENSG00000129810.15,4.30337878927205,3.55617302599701e-19
KIF14,ENSG00000118193.12,4.28381728978034,7.31944582433694e-47
DIAPH3,ENSG00000139734.19,4.28372562303715,5.0985119312416796e-42
RRM2,ENSG00000171848.16,4.27596715144056,1.75033742670675e-217
S100A12,ENSG00000163221.9,4.27273259632246,4.0511444078674e-11
S100B,ENSG00000160307.10,4.25669403074941,1.04690679695213e-13
ANTXR1,ENSG00000169604.21,4.25415055248617,1.09542045912365e-181
TACC3,ENSG00000013810.21,4.25393880987317,1.5080565259231202e-169
S100A9,ENSG00000163220.11,4.2536608978867,1.92063080083999e-100
MYBL1,ENSG00000185697.17,4.25000125587186,6.00166471880265e-33
GPR25,ENSG00000170128.5,4.24898601672582,0.0008946029222416
KIF20B,ENSG00000138182.15,4.24045991038546,3.29600895312026e-50
FOXE1,ENSG00000178919.9,4.23756744625815,9.91690072108192e-06
KIF24,ENSG00000186638.17,4.23576791860563,6.441159948535241e-25
STMN1,ENSG00000117632.23,4.23507397733053,2.11804722268225e-177
FAM72B,ENSG00000188610.12,4.23337186903221,1.00119615517071e-10
HASPIN,ENSG00000177602.5,4.23208023657734,7.45604074763652e-14
MS4A4A,ENSG00000110079.19,4.23063180983362,0.0003102739721598
SLC8A1,ENSG00000183023.18,4.22602564299768,2.68332270864578e-130
LINC01624,ENSG00000227508.6,4.21575916478279,0.002771692286701
AUNIP,ENSG00000127423.11,4.21419127315071,1.25810009572946e-13
DEPDC1B,ENSG00000035499.13,4.21351248192152,1.72668175298498e-24
UHRF1,ENSG00000276043.5,4.2027800420304,2.10886100051561e-79
ZNF32-AS2,ENSG00000230565.1,4.20157068771207,0.0022007959906081
THAP12P3,ENSG00000227972.1,4.19350426501529,0.0041918555798002
JMJD7-PLA2G4B,ENSG00000168970.22,4.19151772002078,1.2789175002586e-08
KRT17P6,ENSG00000231645.3,4.18347540050947,0.0007911223047769
ZNF887P,ENSG00000267500.1,4.18008790057197,0.0023912732062703
LINC00342,ENSG00000232931.6,4.17917650233033,3.08207204343469e-28
FANCI,ENSG00000140525.19,4.17793126758856,1.31680468084029e-203
PTPRO,ENSG00000151490.15,4.17009824912344,2.3161382197055296e-69
SIRPB2,ENSG00000196209.13,4.16530714891991,6.19322610824523e-17
WNT6,ENSG00000115596.4,4.16238116493603,5.25111919721382e-13
CALML4,ENSG00000129007.16,4.16235110543871,0.002771692286701
DDIAS,ENSG00000165490.13,4.15408219427174,8.760760472010601e-22
MUC1,ENSG00000185499.17,4.14642442538407,1.67784945634858e-05
ORC1,ENSG00000085840.13,4.14266759400348,8.07601589057614e-81
CCNE2,ENSG00000175305.18,4.13734014037906,2.923331890946149e-55
FAM86C2P,ENSG00000160172.10,4.13671714240558,5.84337089075236e-07
CENPK,ENSG00000123219.13,4.13576751206431,1.99379899446925e-36
LINC01914,ENSG00000234362.6,4.12347048473967,0.0009421254602608
FPGT-TNNI3K,ENSG00000259030.8,4.12210500199065,2.43166191557802e-08
GPR88,ENSG00000181656.7,4.11745400116275,0.0009666250734953
INAVA,ENSG00000163362.11,4.10827093323693,5.26043600136785e-70
ESCO2,ENSG00000171320.15,4.10082722609242,1.02157358322018e-99
FGL2,ENSG00000127951.8,4.09847433504132,7.11023270408923e-07
NYNRIN,ENSG00000205978.6,4.09455499234638,0.0028946875989494
WDR76,ENSG00000092470.12,4.08897243907678,2.7370346044708e-66
NEK2,ENSG00000117650.13,4.08752536084515,1.23829541776188e-27
FAM72D,ENSG00000215784.6,4.08537338843852,0.0014847124018605
DMC1,ENSG00000100206.11,4.08372660249102,0.001289337383801
NT5DC2,ENSG00000168268.11,4.06013134961735,0.0
NOD2,ENSG00000167207.14,4.05486279785778,1.3895809219157099e-26
C1orf162,ENSG00000143110.12,4.05427658530163,1.8546496509858106e-58
STIL,ENSG00000123473.17,4.0401822754864,1.68710309816644e-85
TICRR,ENSG00000140534.14,4.0285763064372,1.45827371655132e-28
TMEM273,ENSG00000204161.14,4.02851237477753,0.001771546623152
RAB44,ENSG00000255587.9,4.01346083908735,6.98261665274793e-20
TNFRSF10C,ENSG00000173535.15,4.00762609016806,0.0014449390037469
NEIL3,ENSG00000109674.4,3.99593726553285,2.69681008751579e-26
LCNL1,ENSG00000214402.7,3.99558846667328,0.0018296440795199
LRRK2-DT,ENSG00000225342.2,3.99477828364286,0.0017636365219477
PIK3CD-AS1,ENSG00000179840.5,3.99260553837556,0.0038521647428008
GINS1,ENSG00000101003.10,3.99062344970055,2.7521261812067697e-49
FGD4,ENSG00000139132.16,3.98687797164679,8.63236845104111e-59
ZNF724,ENSG00000196081.10,3.96812750480537,0.0011774165653352
SAMSN1,ENSG00000155307.19,3.96660785259983,1.45106534940653e-29
AP1G2-AS1,ENSG00000258727.1,3.96235586966552,0.0011569850199122
TYMS,ENSG00000176890.16,3.95499210939502,9.09976606928956e-47
TRGV4,ENSG00000211698.2,3.95149748645399,0.0031808691875351
TRIP13,ENSG00000071539.14,3.9479096826162,4.3407876677814496e-42
IQGAP3,ENSG00000183856.11,3.94008189691549,3.0569793866542e-157
LINC01451,ENSG00000279141.4,3.93854529431329,3.9349686316792e-21
HELLS,ENSG00000119969.15,3.93072115381378,3.5887797538221094e-42
DPRXP4,ENSG00000264743.2,3.93041831427522,0.0050971120582746
C1orf147,ENSG00000162888.4,3.89092982616034,3.28689526186739e-08
C4A,ENSG00000244731.8,3.88295839377177,0.0062426062999183
HP,ENSG00000257017.10,3.88292882417631,0.0077096073909567
FAM83D,ENSG00000101447.15,3.85920126514604,2.86672027109792e-15
FAM72C,ENSG00000263513.6,3.85646527020144,0.0016044775408005
MNDA,ENSG00000163563.8,3.84897547468661,0.0001184631474888
TMEM30BP1,ENSG00000250995.1,3.82590897337582,0.0089073212612318
FCGR3A,ENSG00000203747.12,3.81970346025083,4.79731832382935e-06
TSGA10IP,ENSG00000175513.9,3.81964814181421,0.0083999730895867
LINC00900,ENSG00000246100.5,3.81514267373847,1.07923138953714e-32
CENPI,ENSG00000102384.14,3.80869304181242,6.66218634690083e-35
RGS8,ENSG00000135824.12,3.80434829268728,6.67102933403815e-06
KNTC1,ENSG00000184445.12,3.79352275310023,3.62621450999003e-144
TMEM169,ENSG00000163449.11,3.7887283766598,8.72291774186733e-14
LINC02804,ENSG00000274372.5,3.78402786086892,0.004372377881179
P2RY6,ENSG00000171631.16,3.78014012329876,5.68843744989076e-130
CLSPN,ENSG00000092853.14,3.77706155943115,2.94520883536885e-104
GINS2,ENSG00000131153.9,3.76382118074752,6.674557511156959e-34
C10orf88B,ENSG00000255624.4,3.76312694790444,0.0045391132046247
LTC4S,ENSG00000213316.10,3.76157445777267,0.0017146133291383
NFAM1,ENSG00000235568.7,3.74534365607885,2.51190200165569e-154
OXER1,ENSG00000162881.6,3.74205277245398,8.60245059241994e-13
VCAN,ENSG00000038427.16,3.7391687579777,7.6343589696634e-09
OR13A1,ENSG00000256574.8,3.73890361778114,0.0052879897164252
VN1R84P,ENSG00000268117.1,3.73573018812986,0.0181820782087674
SEC31B,ENSG00000075826.17,3.73076835909316,1.30367533451342e-14
CENPU,ENSG00000151725.12,3.72841814566461,4.95528700749022e-53
KIF23,ENSG00000137807.16,3.71664416623948,4.497846977525381e-58
TNFSF11,ENSG00000120659.15,3.71525890626112,0.0050687207600252
SIGLEC10,ENSG00000142512.15,3.71338970119602,4.73012888562897e-08
ATAD2,ENSG00000156802.13,3.71225244591192,5.61510412995522e-288
BLM,ENSG00000197299.13,3.70946736889969,3.96094388489588e-53
SLC46A2,ENSG00000119457.8,3.70726914744351,0.0152904094602638
IQCD,ENSG00000166578.10,3.70290247041713,8.26812402889346e-19
TRAF3IP3,ENSG00000009790.15,3.69904316102347,7.78227563363695e-60
SPATC1,ENSG00000186583.12,3.6916377998188,0.0001893939214439
PTGES2-AS1,ENSG00000232850.3,3.69062353248111,0.0178845767656371
CLEC7A,ENSG00000172243.18,3.69045434466583,3.16086910855907e-29
FPR2,ENSG00000171049.9,3.68012904396467,3.13192449019353e-06
SNORD104,ENSG00000199753.1,3.67408160404237,0.0049490416360928
RNU6-856P,ENSG00000252768.1,3.6692107792265,0.0065140753533527
C1orf112,ENSG00000000460.17,3.66343671478311,1.04042666247484e-33
OR7E128P,ENSG00000228915.3,3.66285229179556,0.0154197634279045
SLFN12,ENSG00000172123.13,3.66268387089156,9.891140501343841e-20
ARFGEF1-DT,ENSG00000271966.1,3.66117958425674,0.016743362047107
SLC26A1,ENSG00000145217.14,3.65998594067188,4.2837292469642504e-17
LRRC37A9P,ENSG00000271013.1,3.6589618316136,0.005818766751283
KRT17P2,ENSG00000186831.11,3.6560400467986,0.0035703433078919
CLEC5A,ENSG00000258227.7,3.6559348051262,3.64658324960213e-59
SLC16A8,ENSG00000100156.12,3.65347788254778,1.75957922728106e-05
ZC3H12D,ENSG00000178199.14,3.62842415326499,6.49945446956934e-79
CRYBG1,ENSG00000112297.18,3.62745704336039,5.20672544229135e-116
ORC6,ENSG00000091651.9,3.61885625774272,4.418994797724249e-56
PI15,ENSG00000137558.9,3.6139678104088,2.15596461302596e-06
SOCS5P4,ENSG00000227536.1,3.61307024652367,0.0157780493772389
TMEM87B,ENSG00000153214.11,3.60176406815101,0.0
RNU6ATAC16P,ENSG00000221518.1,3.59496478832426,0.0086920727527798
C11orf21,ENSG00000110665.12,3.58325491323851,1.05806546902681e-37
TTC29,ENSG00000137473.19,3.574999187392,0.0003553876625061
C21orf58,ENSG00000160298.18,3.57114098846111,1.67177255897647e-23
BRIP1,ENSG00000136492.10,3.57036748057701,1.12559346045291e-26
CXCL11,ENSG00000169248.13,3.56759951563358,0.0281406882840653
TTF2,ENSG00000116830.12,3.56375296923953,1.0661144301374999e-81
IPCEF1,ENSG00000074706.14,3.56358147768731,7.26641823877372e-80
FPR3,ENSG00000187474.5,3.55899606093697,0.0037261967823343
CDCA4P1,ENSG00000229029.2,3.5504395627281,0.0195297924513395
LPAR5,ENSG00000184574.10,3.54649352034125,2.62322743780071e-07
USP27X-DT,ENSG00000234390.4,3.5454975353194,0.0210573902290523
CFAP44,ENSG00000206530.11,3.54402612903784,7.18948105160412e-24
IL21R-AS1,ENSG00000259954.1,3.53978274687431,0.0211100959210028
SIT1,ENSG00000137078.10,3.5314883842343,5.20955479077735e-08
RPL7AP10,ENSG00000240522.1,3.52300914563829,0.0084014571095072
CCNB1,ENSG00000134057.15,3.5123661672112,3.06259960198489e-75
APBB3,ENSG00000113108.20,3.50189944968802,4.04723126441021e-78
PPP1R26P1,ENSG00000238086.5,3.50082420517409,0.0271803053578961
TSPOAP1,ENSG00000005379.17,3.49737469228967,8.00436354708117e-44
LINC02910,ENSG00000176659.10,3.49352189235519,4.6911061954725605e-15
LINC00920,ENSG00000246898.2,3.48442850607708,0.0057983033063047
NME8,ENSG00000086288.12,3.48287640821509,0.009052120841766
CORO6,ENSG00000167549.19,3.47870254707215,0.0005663640598271
RTEL1-TNFRSF6B,ENSG00000026036.22,3.47442302228744,0.0001229172467764
LINC01145,ENSG00000272419.6,3.4728085705089,5.05558047470288e-05
CDCA2,ENSG00000184661.14,3.46962747324501,8.908433667383081e-47
GPR183,ENSG00000169508.7,3.46409648336887,5.554468191331951e-87
VANGL1,ENSG00000173218.15,3.4631621931708,3.6277707516025003e-53
FCGR2C,ENSG00000244682.8,3.4592148260142,0.0115478287855452
E2F1,ENSG00000101412.13,3.45919354898161,3.2703336812805303e-75
ABI3,ENSG00000108798.9,3.45899684911185,4.76441234238729e-18
GHRL,ENSG00000157017.16,3.45741196829483,8.7955488977977e-13
CHIC1,ENSG00000204116.12,3.45687130768166,9.334236007541821e-19
TLDC2,ENSG00000101342.10,3.45674722515659,0.0099738768708138
ARR3,ENSG00000120500.19,3.45625683787037,0.0097834003643599
GPRIN3,ENSG00000185477.5,3.45034333722238,4.16185832632125e-99
ADGRE4P,ENSG00000268758.7,3.4469828957069,1.1229138857436799e-56
CFAP418,ENSG00000156172.6,3.44665778554501,2.18176129391343e-06
ZGRF1,ENSG00000138658.16,3.44564659206793,1.1328151919049701e-35
XK,ENSG00000047597.7,3.44347909366205,1.21707192485529e-28
IRAK1BP1,ENSG00000146243.14,3.44324479130071,2.1235057414185698e-18
CARD9,ENSG00000187796.15,3.44246246200382,2.10659016651162e-194
RMI2,ENSG00000175643.10,3.44001053382594,3.60661571427081e-11
CYP2J2,ENSG00000134716.11,3.43834972275329,0.0120195582001234
INTS4P2,ENSG00000273024.6,3.43719141802771,0.0260634202594571
KCNE1B,ENSG00000276289.5,3.42386982324404,0.0067262127483841
SNX20,ENSG00000167208.16,3.42287681640184,3.8351741451418396e-83
ZNF658B,ENSG00000198416.9,3.42220244334543,0.0007508535350145
CD86,ENSG00000114013.16,3.41699518572592,1.79210972083493e-18
LINC02611,ENSG00000226791.8,3.41690609240961,3.14559175615345e-09
AURKB,ENSG00000178999.13,3.41377166148518,8.10301783720854e-18
FANCM,ENSG00000187790.11,3.41073871297046,5.601259346325591e-32
CYBB,ENSG00000165168.8,3.40825772379483,4.54459189585303e-146
TSPY26P,ENSG00000235217.6,3.40802278843039,8.65332607168373e-05
CDCA8,ENSG00000134690.11,3.40755414805909,6.38581783078337e-54
DDX11,ENSG00000013573.17,3.40715775721303,1.39310555142071e-74
SPAG5,ENSG00000076382.17,3.40647584615167,1.5634602209254198e-83
DEUP1,ENSG00000165325.15,3.40377634549803,0.0113286754609779
PRR11,ENSG00000068489.13,3.402830180793,9.95340091088613e-74
GOLGA8M,ENSG00000188626.7,3.39674370535762,0.0001450352509755
WDR62,ENSG00000075702.19,3.39441216896707,3.84048777260162e-42
TMCC1-DT,ENSG00000271270.8,3.3934573217795,2.7062862120468302e-46
BRME1,ENSG00000132016.12,3.39122819853715,2.16855671683961e-06
SMIM2-AS1,ENSG00000227258.7,3.39071907571577,0.0063989375863183
RBX1P2,ENSG00000251050.1,3.38889496565769,0.0410888478486303
CAPN3,ENSG00000092529.25,3.38343694958181,2.80271779597869e-05
CUBNP2,ENSG00000234993.1,3.38263445481608,0.0154692345688103
NOTCH2NLA,ENSG00000264343.7,3.38079700861007,0.0394339863584697
OMG,ENSG00000126861.5,3.38020372341386,1.0534443307928101e-09
HNRNPA1P49,ENSG00000233231.1,3.37975995402899,0.0001021967536783
CKLF,ENSG00000217555.13,3.3778689092448,0.0069287428810821
NCAPD3,ENSG00000151503.14,3.37765626528756,4.0554517442773805e-245
MAP10,ENSG00000212916.6,3.37638593840615,1.6720865930408002e-36
LIN9,ENSG00000183814.16,3.37422723441487,3.1487615605255997e-43
FPR1,ENSG00000171051.9,3.36938032547546,5.78554568188785e-12
SIGLEC16,ENSG00000161643.13,3.36895639992791,5.82063614338259e-39
CES4A,ENSG00000172824.16,3.36861428978181,2.16583747156246e-05
BMS1P4,ENSG00000271816.1,3.36263841900178,0.0301565087661162
DNA2,ENSG00000138346.15,3.36015798579241,1.3305662401351702e-23
SPATA25,ENSG00000149634.5,3.35966545761477,0.0179453134714723
CCDC200,ENSG00000236383.9,3.35281155235594,1.7193235528404302e-15
VASH1,ENSG00000071246.11,3.352308959349,8.89525039214571e-262
CXCR2,ENSG00000180871.8,3.34878165700147,1.87286853921454e-06
TMEM86A,ENSG00000151117.9,3.34134967642258,1.58531105417481e-66
PAK5,ENSG00000101349.17,3.34055905040353,0.0406328952006755
BCDIN3D-AS1,ENSG00000258057.6,3.34035932709248,0.0328771897709149
RHOBTB1,ENSG00000072422.17,3.33884975377756,5.71346837451269e-09
FAM86B3P,ENSG00000173295.9,3.33791155420042,6.7144070527865596e-18
PKD1P2,ENSG00000227827.3,3.33431137888571,0.0012426556164115
PDE4DIPP3,ENSG00000233430.3,3.32324853469946,0.0149522485866814
ZNF367,ENSG00000165244.7,3.31491220042271,9.0277701317058e-51
CD72,ENSG00000137101.14,3.3138641956063,3.62823414337842e-13
CLEC1A,ENSG00000150048.10,3.30898649087908,0.0151495401760947
CLDN7,ENSG00000181885.18,3.30565557627617,2.81728381356042e-10
GUSBP11,ENSG00000228315.12,3.30480538014877,2.59840157684511e-14
UBE2T,ENSG00000077152.11,3.30396620194928,9.846971168688871e-54
SGO2,ENSG00000163535.18,3.30382834315208,5.39585721547558e-51
MYO15B,ENSG00000266714.10,3.29958250472151,6.7217453190662e-107
EFCAB7,ENSG00000203965.13,3.29518182599014,4.66003983198095e-12
RCCD1,ENSG00000166965.13,3.29493926159284,2.13102928238162e-45
SARM1,ENSG00000004139.14,3.29448447780409,5.06498783296014e-06
LINC00926,ENSG00000247982.7,3.28808124397791,1.9191996183202098e-49
LINGO3,ENSG00000220008.3,3.28547201217743,5.067236887129201e-10
GRK3,ENSG00000100077.16,3.28491944872776,8.41810666573296e-78
CEND1,ENSG00000184524.6,3.28313014281973,0.0476347937351835
SPC24,ENSG00000161888.12,3.28097147423223,9.85508361025074e-32
LINC02139,ENSG00000278214.1,3.27345180789473,0.0372643986419643
MEOX2,ENSG00000106511.6,3.27175266662177,0.0002343492184029
RECQL4,ENSG00000160957.15,3.27146214985362,8.452633182852689e-103
ZNF780B,ENSG00000128000.17,3.27130495060827,5.6100762218525886e-40
MCM3,ENSG00000112118.20,3.26938982061683,0.0
KLHL23,ENSG00000213160.10,3.26537813266475,1.03239437756312e-19
NPAS4,ENSG00000174576.10,3.26460277958379,0.016754065701536
PPWD1,ENSG00000113593.12,3.26446655878843,8.498399906231869e-79
PCED1B,ENSG00000179715.13,3.26415772468457,7.64952290587489e-05
MSH5-SAPCD1,ENSG00000255152.8,3.26070973587092,0.0171020910140096
RASSF2,ENSG00000101265.16,3.25222101925225,3.05974916440761e-170
