gene_name,gene_id,logfc,p
DTL,ENSG00000143476.18,4.90352641064679,3.7409941765769e-31
PARP14,ENSG00000173193.15,4.88714202758055,4.31391468522901e-07
FAM72A,ENSG00000196550.11,4.87881746308628,5.6706083724376194e-11
CCL13,ENSG00000181374.8,4.87860957169135,0.0040714729491781
TMEM171,ENSG00000157111.13,4.87448796629948,6.97096613154135e-05
PIMREG,ENSG00000129195.16,4.87197771232247,0.0001239403145475
SPTBN5,ENSG00000137877.10,4.84225334405108,5.48910037246361e-19
CDCA7,ENSG00000144354.14,4.82947605924345,3.37589875943456e-14
CDC20P1,ENSG00000231007.5,4.82564626778375,2.49257920651355e-05
ERP27,ENSG00000139055.7,4.80922459887015,2.62008481640482e-05
CYP2J2,ENSG00000134716.11,4.80914684525567,0.0002134064581266
REC8,ENSG00000100918.14,4.80579419873706,2.54009867593363e-09
USP32P3,ENSG00000189423.13,4.7963481249245,5.05873004469625e-05
ANLN,ENSG00000011426.11,4.79497397781776,3.08708687286225e-26
GPR88,ENSG00000181656.7,4.77297703454524,4.72041996312019e-05
SIGLEC1,ENSG00000088827.13,4.75613471859829,4.30013864479252e-05
APOBEC3B,ENSG00000179750.16,4.74811399652874,5.375162811343771e-15
IRF9,ENSG00000213928.9,4.74694973459598,1.71290158850355e-08
TK1,ENSG00000167900.12,4.73441616185163,2.6956251471231e-35
NALT1,ENSG00000237886.1,4.72191528174233,0.0001850440486658
SAA1,ENSG00000173432.13,4.69421621430272,4.09379707380147e-05
PKDCC,ENSG00000162878.13,4.66648646286868,9.78261375678126e-12
TEDC2,ENSG00000162062.15,4.66533815591789,4.8288203589530096e-11
NUF2,ENSG00000143228.13,4.64836742690294,1.57700171400212e-18
NCAPH,ENSG00000121152.10,4.64713694063865,2.05529948272942e-21
S100A12,ENSG00000163221.9,4.63847347187644,3.0365368813850097e-12
KIF11,ENSG00000138160.7,4.63801338007611,3.34102611954714e-20
MNDA,ENSG00000163563.8,4.62558102393564,7.10164410106182e-06
C6orf163,ENSG00000203872.7,4.62140941432207,0.0001125060681284
CEP55,ENSG00000138180.16,4.6104942582669,6.692807783544911e-15
PKD1P4,ENSG00000205746.9,4.60717351309523,3.93732009451264e-05
PRAL,ENSG00000279296.1,4.58095062036146,0.0348170642924974
RIN2,ENSG00000132669.14,4.5627637401255,4.46754112266137e-11
FAM72D,ENSG00000215784.6,4.55445397790679,0.0001158461730805
HESX1,ENSG00000163666.10,4.55201640782902,2.02032667880032e-05
TTK,ENSG00000112742.10,4.55174982189978,3.82870879251847e-22
BRCA1,ENSG00000012048.23,4.5470163386317,1.14039042441913e-44
RTP4,ENSG00000136514.3,4.51989496087178,6.01447638745994e-06
PDGFRL,ENSG00000104213.13,4.51946575351138,5.03933434274888e-06
OR52K3P,ENSG00000225101.7,4.49828272163964,5.48646840240967e-07
BUB1,ENSG00000169679.15,4.49142103057812,1.2875660371844994e-34
KNL1,ENSG00000137812.21,4.47543451589668,4.88511176779878e-27
SIM1,ENSG00000112246.10,4.46701826898194,0.0003187754822517
KIFC1,ENSG00000237649.8,4.46667149993568,1.5858910822003e-33
RN7SL834P,ENSG00000243650.3,4.46211895821459,0.0006978238296291
POLQ,ENSG00000051341.15,4.45876485467416,1.0871626524512499e-27
VN1R83P,ENSG00000268521.1,4.45866846743111,0.0001417195825552
FAM90A1,ENSG00000171847.11,4.45800324792741,9.34860957281282e-05
CDC7,ENSG00000097046.13,4.45320721648147,1.03338688177212e-26
TRIM14,ENSG00000106785.15,4.45015922007855,1.3202825231123199e-16
SAMSN1,ENSG00000155307.19,4.44762846216018,4.2864271322899e-24
PI15,ENSG00000137558.9,4.44163903181962,5.44788648564122e-08
FCGBP,ENSG00000275395.7,4.44126653525804,3.63400100835948e-18
IDO2,ENSG00000188676.14,4.44083968719745,0.004944207633851
GEN1,ENSG00000178295.15,4.4370910640528,3.96615251590828e-66
FCAMR,ENSG00000162897.16,4.43370828336243,2.7525775235729903e-09
ANKRD23,ENSG00000163126.15,4.42711092638615,0.0001958184572481
DNAI3,ENSG00000162643.13,4.41844477469609,2.66594465874258e-06
RAD54B,ENSG00000197275.14,4.41276047502007,2.49718545540073e-07
MCOLN2,ENSG00000153898.13,4.38526602617673,3.1637367037051e-06
XRCC2,ENSG00000196584.3,4.37596835220104,9.13032042965145e-17
CCL1,ENSG00000108702.4,4.37395366610228,0.0003388655877861
NEURL1B,ENSG00000214357.9,4.36904946065899,7.94303750072423e-05
IFIH1,ENSG00000115267.9,4.36414948257557,3.44446182640964e-05
AMOTL2,ENSG00000114019.15,4.36057200562877,7.9785017967833e-05
BIRC5,ENSG00000089685.15,4.35941034370371,5.06839108153633e-20
ADORA3,ENSG00000282608.2,4.35609269537737,0.0001066054810005
SLC9A7P1,ENSG00000227825.4,4.35457167881651,1.03226167783177e-08
BATF2,ENSG00000168062.10,4.34900367362671,0.0001944102586862
KIF2C,ENSG00000142945.13,4.34480725369193,3.035783331518889e-28
SLFN12,ENSG00000172123.13,4.33913245612024,9.55571576353355e-17
UNC5C-AS1,ENSG00000271474.1,4.3319392541516,0.0498985804077327
NOD2,ENSG00000167207.14,4.33101372737073,1.5044848744879198e-26
PABPC4L,ENSG00000254535.4,4.32890632988113,0.0003180950584237
ST8SIA4,ENSG00000113532.13,4.31834784529823,2.19406838958092e-19
IFIT5,ENSG00000152778.10,4.31811706228639,7.61902906378686e-05
RAD54L,ENSG00000085999.13,4.31484410123914,7.1282173282325085e-28
CENPM,ENSG00000100162.15,4.31428344703039,1.03820470060237e-08
RUNX3-AS1,ENSG00000229162.1,4.31422129123218,1.84438748036909e-05
TROAP,ENSG00000135451.13,4.30323728485769,1.70548153851425e-08
KIF15,ENSG00000163808.17,4.2975204240051,3.43543126489282e-21
CCDC200,ENSG00000236383.9,4.29393271377467,3.20954169350692e-13
DDX12P,ENSG00000214826.5,4.29149665768908,2.30581188797011e-06
PRAM1,ENSG00000133246.12,4.28578724298039,7.93372606693105e-08
CCL7,ENSG00000108688.11,4.27250015182321,1.65807379995554e-05
APOA2,ENSG00000158874.11,4.26496346764672,0.000270427647809
TPX2,ENSG00000088325.16,4.26486785811077,1.94734855857837e-26
ZDHHC4P1,ENSG00000238025.1,4.25890495083963,0.0134937563455813
TMSB4XP1,ENSG00000236876.3,4.25002686950054,0.004329959827357
RNA5SP39,ENSG00000223177.1,4.24908534583034,0.0413692075405863
CYP7B1,ENSG00000172817.4,4.24263012449841,1.8150396988044201e-09
S100A9,ENSG00000163220.11,4.23976633178189,1.38498262631619e-97
JMJD7-PLA2G4B,ENSG00000168970.22,4.23715839628471,1.3758477961659201e-09
THEMIS2,ENSG00000130775.16,4.22705628225592,3.49524027561013e-15
FUT7,ENSG00000180549.8,4.21766676561576,4.74471910749788e-06
MST1P2,ENSG00000186301.8,4.21380374704774,0.0002650054874512
ID1,ENSG00000125968.9,4.20074908676265,7.34538662134596e-27
AP1G2-AS1,ENSG00000258727.1,4.1957871410876,0.0002056695455997
CASP5,ENSG00000137757.11,4.19234509998545,0.0001551391638272
GRIN3A,ENSG00000198785.7,4.18651527279996,9.82123234514166e-06
PLPPR4,ENSG00000117600.14,4.18563789250627,0.0115052232579172
CD38,ENSG00000004468.13,4.18132587715765,1.0401333971206801e-14
SLF1,ENSG00000133302.13,4.17365071996672,6.89661233830678e-20
C1orf147,ENSG00000162888.4,4.16638980653705,6.453975805606721e-10
PLK4,ENSG00000142731.11,4.16356723672749,5.77420220112872e-25
ASF1B,ENSG00000105011.9,4.16264420708359,2.1415033071236e-21
FAM72B,ENSG00000188610.12,4.15782242182656,3.4242381962122496e-11
SCO2,ENSG00000284194.3,4.15668767620472,0.0008625671962305
CENPE,ENSG00000138778.14,4.15292299401019,1.2534720086462501e-20
ZC3H12D,ENSG00000178199.14,4.14836910736659,4.7864263966449304e-35
THAP12P3,ENSG00000227972.1,4.1483203908892,0.0004849033725275
EXO1,ENSG00000174371.17,4.13676395640223,1.87793757078414e-23
TSPOAP1-AS1,ENSG00000265148.7,4.13475655806022,1.99536374758053e-07
CIP2A,ENSG00000163507.15,4.13043034058676,1.2489644485760101e-25
STAT2,ENSG00000170581.14,4.12712521296104,3.27248906959096e-06
UBE2C,ENSG00000175063.17,4.12296220032544,3.31869289565123e-14
SIGLEC9,ENSG00000129450.9,4.11055681249057,1.44184056145224e-14
SKA3,ENSG00000165480.16,4.10961548412555,1.01386409547833e-16
CDC20,ENSG00000117399.14,4.07969426032041,1.38898243639236e-22
KIF7,ENSG00000166813.16,4.07557365868072,0.0003709660906179
POLE2,ENSG00000100479.13,4.07501514193213,4.766384517466349e-11
PLSCR1,ENSG00000188313.13,4.07127635111653,4.51225220390627e-06
P2RY6,ENSG00000171631.16,4.06289797727013,5.05312510522076e-63
HERC6,ENSG00000138642.16,4.06106530639397,0.0001633606196004
KRT17P6,ENSG00000231645.3,4.06002809086544,0.0004217560728755
IFI44L,ENSG00000137959.17,4.05774366341868,0.0037454661766631
MIR503HG,ENSG00000223749.11,4.04464322055321,1.8446642596552998e-13
TMEM30BP1,ENSG00000250995.1,4.03813000590504,0.0005957237159291
DLGAP5,ENSG00000126787.13,4.02702350914736,1.48829790832576e-14
CCR2,ENSG00000121807.7,4.02330781723144,0.0037340524075408
ACOD1,ENSG00000102794.10,4.01875309781999,0.0472585434055543
INAVA,ENSG00000163362.11,4.01769428383025,1.39954574071478e-71
CRYZL2P-SEC16B,ENSG00000254154.8,4.0151921095916,0.0089382401089064
TSPEAR,ENSG00000175894.18,4.01299214687263,0.000715391280511
CFB,ENSG00000243649.9,4.01160689182656,0.0091251911238982
PSRC1,ENSG00000134222.16,4.00744918192162,1.66084928767845e-15
AVPR2,ENSG00000126895.16,4.00733547102001,0.002814311521921
CENPF,ENSG00000117724.14,4.00683730390057,1.877791608343249e-28
FAM86C2P,ENSG00000160172.10,3.99563164224594,3.89063828652151e-07
RAD51,ENSG00000051180.17,3.99232858085741,4.39383637530325e-20
LMNB1,ENSG00000113368.12,3.98966896158537,2.13369827774997e-54
CALML4,ENSG00000129007.16,3.98685569363582,0.0007542750713394
SEMA3D,ENSG00000153993.14,3.98336503546588,0.0011201491711473
GTSE1,ENSG00000075218.19,3.98298988695983,2.2222643839504903e-15
TMSB15A,ENSG00000158164.7,3.96754457655729,0.0011351015241818
EME1,ENSG00000154920.15,3.9564602521699,1.28500575009134e-10
CETP,ENSG00000087237.12,3.95363118621331,0.0023736122056555
PLK1,ENSG00000166851.15,3.95191224920322,7.45533703369291e-18
DDX58,ENSG00000107201.11,3.9483767696054,0.0028206340356136
S100B,ENSG00000160307.10,3.94373403555269,1.3027734429272198e-11
SGO1,ENSG00000129810.15,3.93512679319915,1.66396771007013e-13
SLC46A1,ENSG00000076351.13,3.93445719357354,5.50130331807607e-08
CENPA,ENSG00000115163.15,3.92990850858725,1.1454290912166302e-09
SPATC1,ENSG00000186583.12,3.91260827370153,2.35995474447856e-05
FCGR2C,ENSG00000244682.8,3.90838520198567,0.0010509056540149
ANKRD63,ENSG00000230778.2,3.90678175891345,0.0062640800168115
RXFP1,ENSG00000171509.16,3.90651289233412,0.0002175247934228
GAPT,ENSG00000175857.9,3.90290448486725,1.999605343384289e-11
FXYD6,ENSG00000137726.17,3.90182722856304,0.0077454820556042
OAS3,ENSG00000111331.14,3.90097740200578,0.0001415556283218
CHROMR,ENSG00000223960.8,3.89662224598191,1.0757512560822e-17
RRM2,ENSG00000171848.16,3.89168559403034,2.82708458635988e-48
RAD51AP1,ENSG00000111247.15,3.88465972428572,5.78516322757485e-13
TCF19,ENSG00000137310.12,3.88172152639558,8.98794032544784e-32
DDX60,ENSG00000137628.18,3.8786961630486,8.92927372607403e-05
DDIAS,ENSG00000165490.13,3.83022742230961,4.83834888252671e-17
KIF24,ENSG00000186638.17,3.82558998500947,5.091474979088091e-15
MIR221,ENSG00000207870.1,3.81936412335932,0.0411600109473929
KIF14,ENSG00000118193.12,3.818474850023,5.2589602279958404e-20
MS4A4A,ENSG00000110079.19,3.81793012099142,0.0012030024930174
CFH,ENSG00000000971.16,3.81585062474847,0.0286182005118823
KIF20B,ENSG00000138182.15,3.80847090430131,6.44019450776487e-21
ZBTB42,ENSG00000179627.10,3.80391667160459,2.2116876554494201e-10
ZNF488,ENSG00000265763.4,3.80236976156455,0.0030931920631076
PLSCR4,ENSG00000114698.15,3.79157520104474,0.0048209798167685
DIAPH3,ENSG00000139734.19,3.78709534158061,4.59755506875267e-17
LINC00342,ENSG00000232931.6,3.78259642512205,2.24382015125644e-17
IL27,ENSG00000197272.2,3.78088781937028,0.0103281258688159
KRT17P3,ENSG00000231870.4,3.777949900944,0.002682386179112
TTC29,ENSG00000137473.19,3.76818286620131,4.82442183779612e-05
MMP2-AS1,ENSG00000260135.7,3.76783672654643,7.65930897354852e-07
C4A,ENSG00000244731.8,3.76760108761947,0.0017128843030838
CD80,ENSG00000121594.12,3.7617355181336,0.0074061023477525
LYSMD2,ENSG00000140280.14,3.75222413623346,6.44157397240808e-09
IFIT1P1,ENSG00000215515.2,3.74932333701747,0.0167178979457225
CDC25C,ENSG00000158402.21,3.74899429445757,3.12306887936085e-07
CEACAM4,ENSG00000105352.11,3.74748055910504,0.0002907349619685
FPGT-TNNI3K,ENSG00000259030.8,3.74507166036599,1.12693473660349e-06
GBP2,ENSG00000162645.13,3.74418673519867,0.0021601430227322
LINC01624,ENSG00000227508.6,3.74227552144953,0.004974810622155
HASPIN,ENSG00000177602.5,3.7392371731204,1.84199533941439e-08
AUNIP,ENSG00000127423.11,3.73887953625236,1.4419608424825e-08
LILRB2,ENSG00000131042.15,3.73689880458922,4.77036722817342e-07
GPR25,ENSG00000170128.5,3.73648385777795,0.0070942327021893
VCAN,ENSG00000038427.16,3.73647209378707,1.30047252978001e-10
CCNE2,ENSG00000175305.18,3.7362519106384,2.0722654020627e-24
TSGA10IP,ENSG00000175513.9,3.73534821006882,0.0017430531996309
FANCI,ENSG00000140525.19,3.73526800246345,1.15479515050745e-34
PLEKHA4,ENSG00000105559.12,3.73273289883286,0.0009065170047459
STMN1,ENSG00000117632.23,3.73144196864632,1.14947224603215e-28
SASH3,ENSG00000122122.10,3.72975276042049,3.2007853809872397e-18
S100A1,ENSG00000160678.12,3.7281301967763,1.37786217510465e-06
FPR2,ENSG00000171049.9,3.72526332047434,3.6693929376329e-07
WNT6,ENSG00000115596.4,3.72002027238836,5.10408129792675e-09
NRIR,ENSG00000225964.6,3.71841521641988,0.0087828664771739
ZNF32-AS2,ENSG00000230565.1,3.71547178520468,0.0027511869515389
CLEC5A,ENSG00000258227.7,3.71524192369323,9.113498380561752e-67
FOXE1,ENSG00000178919.9,3.70589282553089,0.000213508601671
MYBL1,ENSG00000185697.17,3.70125359580981,4.86561372688627e-13
SAMHD1,ENSG00000101347.11,3.70083739679169,9.197741914937329e-22
PTPRO,ENSG00000151490.15,3.69078682199738,2.13815048962985e-21
TACC3,ENSG00000013810.21,3.68464722824382,1.48431561617457e-21
LINC02804,ENSG00000274372.5,3.66738926965171,0.0020855482394889
SLC26A1,ENSG00000145217.14,3.66549643274095,7.55159522851547e-19
GIMAP8,ENSG00000171115.4,3.66138478396337,3.25827519521059e-34
CENPK,ENSG00000123219.13,3.65974752332013,7.09836519544435e-17
HELLS,ENSG00000119969.15,3.65451132837599,6.966147822212189e-30
PKD1P2,ENSG00000227827.3,3.65294721127705,0.0001297020040918
BMS1P4,ENSG00000271816.1,3.65198602416882,0.0028193581494505
TREML1,ENSG00000161911.12,3.6485178046187,8.56804284788423e-08
PARP15,ENSG00000173200.13,3.64842631721403,1.52724286782336e-13
TRANK1,ENSG00000168016.15,3.64448497754108,6.46278412944194e-08
ADCY7,ENSG00000121281.13,3.6415307241252,5.93759829093495e-29
ESCO2,ENSG00000171320.15,3.64026602056738,9.79964169392578e-26
DEPDC1B,ENSG00000035499.13,3.63854430645179,4.61810851964438e-10
UHRF1,ENSG00000276043.5,3.63704140398563,2.52508442910777e-17
LRRK2-DT,ENSG00000225342.2,3.63576796549677,0.0023098095784667
CHTF8,ENSG00000168802.14,3.63286088203132,0.0028003645377197
DLL4,ENSG00000128917.8,3.63082103135433,0.0004121532649466
STIL,ENSG00000123473.17,3.62905756783533,3.84373164267193e-31
ANTXR1,ENSG00000169604.21,3.62795808470085,1.43349943145799e-16
SNORD104,ENSG00000199753.1,3.62515465430837,0.0018189074500496
LINC01451,ENSG00000279141.4,3.61202054078743,2.72869961828293e-16
DPRXP4,ENSG00000264743.2,3.60881795572808,0.003012976401751
ORC1,ENSG00000085840.13,3.60729275935752,2.71058462757274e-17
HP,ENSG00000257017.10,3.60194165135247,0.0046581750102587
SIRPB2,ENSG00000196209.13,3.59950649805911,1.6373698422378e-08
CALB1,ENSG00000104327.7,3.59931469880274,0.00627664025477
SLC8A1,ENSG00000183023.18,3.58373428441703,2.7501309982749503e-15
FBXO39,ENSG00000177294.7,3.58343093108846,0.0390263877119873
ZNF887P,ENSG00000267500.1,3.58118386910416,0.0060161702520687
GBP3,ENSG00000117226.12,3.58005894936716,2.37260850850907e-05
CLEC7A,ENSG00000172243.18,3.57761814863852,1.77342990352698e-28
VCAM1,ENSG00000162692.12,3.57568203163345,0.0001741792627894
GPR183,ENSG00000169508.7,3.57500043047046,1.04408385000718e-70
ARFGEF1-DT,ENSG00000271966.1,3.57380961007266,0.0043651297520752
JAK2,ENSG00000096968.14,3.57209980045377,1.78022968273942e-10
IL21R,ENSG00000103522.16,3.56038578900265,8.34183897302381e-06
MT-TL2,ENSG00000210191.1,3.55826423588734,0.0313191637813143
DTX3L,ENSG00000163840.10,3.55761421053815,6.88679779732032e-07
DMC1,ENSG00000100206.11,3.55426085314997,0.0049608937433367
SOCS5P4,ENSG00000227536.1,3.55211355755712,0.0035282344089039
NYNRIN,ENSG00000205978.6,3.54794110901787,0.0061362653381886
LINC00937,ENSG00000226091.7,3.54621001582639,0.0040998824256336
NME8,ENSG00000086288.12,3.54465468090682,0.0026389096326393
LINC01145,ENSG00000272419.6,3.54376349792712,7.49149368348864e-06
USP27X-DT,ENSG00000234390.4,3.54012242098537,0.0035618939421716
RGL1,ENSG00000143344.16,3.53987061784578,4.19361910147808e-14
RAB44,ENSG00000255587.9,3.53533349899421,1.8695741867775297e-11
NEK2,ENSG00000117650.13,3.53391596665772,4.19583754337356e-10
PIK3CD-AS1,ENSG00000179840.5,3.52221642646764,0.0053695278319828
PPM1K,ENSG00000163644.15,3.5188502154418,0.001289797439587
TRIP13,ENSG00000071539.14,3.51852944666118,4.29336935107001e-19
PPP1R26P1,ENSG00000238086.5,3.5177452446368,0.0042896247749914
WDR76,ENSG00000092470.12,3.51496927478144,2.606285423327291e-15
LINC02908,ENSG00000180539.8,3.51431098164477,2.24486433261559e-06
SEC31B,ENSG00000075826.17,3.50717170420768,9.004353293680891e-15
HNRNPH1P1,ENSG00000220305.1,3.50529496480479,2.46015713848852e-05
IL10RA,ENSG00000110324.11,3.50467548791808,9.0993337655608e-07
TSPOAP1,ENSG00000005379.17,3.50363270308051,1.1502470938789298e-49
TTF2,ENSG00000116830.12,3.50326425707377,6.64086490769103e-86
Y_RNA,ENSG00000202533.1,3.49962249587893,0.0183554459323685
ZNF724,ENSG00000196081.10,3.49770319472825,0.0036943310772604
GINS1,ENSG00000101003.10,3.49729484943271,2.7285458488114998e-17
ATP10A,ENSG00000206190.13,3.49050758435001,1.5672373466703002e-16
HHIP-AS1,ENSG00000248890.3,3.48770183109331,0.0137087641951849
IQGAP3,ENSG00000183856.11,3.48621908035846,1.94411168340868e-27
CBX3P2,ENSG00000266405.3,3.48561094091635,0.0054053795689527
TYMS,ENSG00000176890.16,3.48480561523312,8.4264702005895e-18
TSPY26P,ENSG00000235217.6,3.48069434127625,1.44383924289637e-05
CORO6,ENSG00000167549.19,3.47997366652346,0.0001924045376138
SEMA3A,ENSG00000075213.11,3.46928285379526,4.83818993198653e-09
PWP2,ENSG00000241945.8,3.46901345711967,0.0123465724542861
RPL7AP10,ENSG00000240522.1,3.46834493861413,0.0032102986424475
MYO15B,ENSG00000266714.10,3.46737319107366,4.13862046296514e-77
IL15RA,ENSG00000134470.21,3.46034714995954,0.0027436465117112
STAP1,ENSG00000035720.8,3.46018268948867,0.0235243890955361
LINC00900,ENSG00000246100.5,3.45845029755256,8.78272650904307e-20
TICRR,ENSG00000140534.14,3.45558840821464,2.0884646876252901e-10
