,logfc,p
ENSG00000257407.1,6.69938314802418,1.53698124674446e-07
ENSG00000256422.7,6.69866547934964,4.56935153419167e-08
ENSG00000183580.10,6.69806421022044,6.68203621783146e-08
ENSG00000234156.3,6.69686484700709,3.50316146447815e-08
ENSG00000214548.18,6.69632432648386,3.95972498331416e-08
ENSG00000086696.11,6.68698298801992,6.24962207801499e-09
ENSG00000230991.2,6.68409147711047,1.27007847144696e-07
ENSG00000289445.1,6.68262540416851,1.02869550433943e-07
ENSG00000286021.3,6.68066895512,8.82478587052209e-08
ENSG00000226043.2,6.66928484290352,4.89323566732251e-08
ENSG00000240107.1,6.66650066648279,3.75849052577854e-08
ENSG00000280429.1,6.66519870990315,4.3094336083486e-08
ENSG00000255087.5,6.66415311306733,7.05238335019321e-08
ENSG00000206908.1,6.66144290264875,1.02977782735893e-07
ENSG00000236509.2,6.65999313487908,1.87939412051544e-07
ENSG00000255216.2,6.6477974532684,3.95972498331416e-08
ENSG00000225746.13,6.64770027942364,6.4103198781452e-08
ENSG00000227455.3,6.63939311945979,1.73495937780368e-07
ENSG00000227240.2,6.63795182081487,1.46650175848211e-08
ENSG00000201426.1,6.63783365981122,1.43893532297454e-08
ENSG00000282718.1,6.63622742982388,7.71648037135505e-08
ENSG00000233517.1,6.63109715760663,1.47886269429177e-07
ENSG00000095752.7,6.63099987219235,1.0499229063807e-79
ENSG00000271811.1,6.63078079550719,8.81442069241888e-09
ENSG00000172519.10,6.63037167232592,2.9261870373203e-07
ENSG00000081138.14,6.62990481186006,1.0067271393552e-07
ENSG00000013588.9,6.62733465730568,5.62117680181536e-30
ENSG00000254111.3,6.62573574656595,5.01278134612422e-07
ENSG00000279107.1,6.62568637203805,1.69828747737712e-08
ENSG00000200261.1,6.62502608351572,1.01060288281267e-08
ENSG00000186509.4,6.62410864743338,8.20590274465403e-08
ENSG00000081479.15,6.6227886312296,8.219790021796091e-09
ENSG00000250827.1,6.6221848415645,6.32446717571789e-08
ENSG00000274213.1,6.62104271026317,1.00724439510035e-08
ENSG00000250564.2,6.61454309061217,4.96084014005999e-08
ENSG00000005102.14,6.61343179188353,1.41343348453736e-07
ENSG00000145335.17,6.61173580152485,6.6385964622413e-08
ENSG00000235815.1,6.60969638434334,5.43571075582351e-08
ENSG00000230524.8,6.60783057931967,4.76972121881475e-08
ENSG00000275410.6,6.60596631251413,4.71805715187293e-08
ENSG00000245954.9,6.6054716782366,5.92911139102573e-07
ENSG00000112319.20,6.60222845359009,1.0630619649121e-08
ENSG00000287944.1,6.60077911079283,1.49661629890199e-08
ENSG00000289612.1,6.60067268245957,7.97922842916264e-08
ENSG00000275718.2,6.59577160767899,7.75427973117595e-08
ENSG00000255476.1,6.59483053424302,7.71128829368183e-08
ENSG00000173068.18,6.59210578653616,1.1662482999814e-08
ENSG00000224893.7,6.58580198589907,1.6407924394888e-07
ENSG00000270739.1,6.58368912813503,1.88413446278366e-08
ENSG00000109906.15,6.58284335191171,5.08190040978518e-09
ENSG00000279724.1,6.58237117518439,4.54957005691288e-07
ENSG00000215771.2,6.58181421420592,5.09110269565411e-07
ENSG00000135917.16,6.58106310423288,3.21617029916058e-07
ENSG00000279358.1,6.57996501250462,2.70718064697636e-07
ENSG00000180708.6,6.57903511422348,1.75767265923922e-07
ENSG00000143995.20,6.57587146970632,9.36676244552164e-13
ENSG00000199426.1,6.57119850586575,5.55107474222958e-07
ENSG00000160654.11,6.56983641888305,7.92130274100897e-08
ENSG00000172742.6,6.56885640403147,1.30881492258795e-07
ENSG00000271765.1,6.56775006018831,1.11961118029852e-07
ENSG00000264490.3,6.56616126233771,2.80687118070366e-08
ENSG00000196119.8,6.56514181685513,6.27430664707936e-08
ENSG00000258779.8,6.56073143582269,7.35289273192649e-08
ENSG00000253577.2,6.56073143582269,7.35289273192649e-08
ENSG00000072041.18,6.55657041750835,1.62752002066546e-07
ENSG00000261445.1,6.55638210589557,6.36521030958894e-08
ENSG00000201221.1,6.55559693149769,1.73342978487679e-07
ENSG00000170624.14,6.55422279436859,9.08345207167385e-08
ENSG00000166862.7,6.55422247298405,1.09146811549916e-07
ENSG00000253734.2,6.5501613486665,9.51980404615737e-07
ENSG00000144908.14,6.54907461457795,1.47107449901647e-07
ENSG00000196242.10,6.54699829882534,2.31513479256702e-08
ENSG00000206579.9,6.53845343093238,3.33790341624524e-08
ENSG00000232490.6,6.53794726630632,7.65743468060441e-07
ENSG00000248801.7,6.53476175066788,3.91445828501639e-07
ENSG00000182177.15,6.52038680457137,4.96882836302525e-07
ENSG00000253488.1,6.51945842925877,1.12317495989173e-07
ENSG00000228980.4,6.51884560678127,1.6131794965081e-07
ENSG00000140481.15,6.51828405530647,3.06004297651445e-08
ENSG00000243193.4,6.51781773358565,1.02977782735893e-07
ENSG00000156218.13,6.51408719081751,2.53597807707553e-07
ENSG00000231918.1,6.51321101515727,1.22545763225473e-07
ENSG00000267563.1,6.51230328205345,2.12121348594984e-07
ENSG00000267332.1,6.51165394576506,7.49578313928932e-07
ENSG00000286885.2,6.50907156228718,1.03845107193243e-07
ENSG00000270484.1,6.50905353269465,1.63040407109509e-07
ENSG00000287008.1,6.50905353269465,1.63040407109509e-07
ENSG00000151276.24,6.50903571933582,6.12336545269374e-08
ENSG00000275805.1,6.50694042329127,1.18704254824612e-07
ENSG00000288091.1,6.50566195015873,3.38149439648644e-07
ENSG00000289310.1,6.5037287869205,3.40517751542529e-07
ENSG00000228705.3,6.50265528929283,5.78394912351104e-12
ENSG00000137090.12,6.50264499292208,2.78372521833945e-08
ENSG00000229425.4,6.50164151165304,1.38687491964404e-07
ENSG00000125046.16,6.49967123322668,2.52069437099287e-08
ENSG00000279905.1,6.49961586642079,1.29863381881504e-06
ENSG00000289279.1,6.48976612669439,9.79128701212872e-07
ENSG00000286085.1,6.48138567395045,6.59346498914218e-07
ENSG00000230335.1,6.4811892543226,6.30335658061606e-07
ENSG00000231252.4,6.47890453824787,2.64147621641374e-07
ENSG00000289572.1,6.47776416274972,7.47236038318021e-07
ENSG00000152939.17,6.47696386839315,2.49601205365117e-08
ENSG00000287741.1,6.47101722550257,2.09244959871358e-07
ENSG00000286668.1,6.46578152119806,3.30362223921441e-07
ENSG00000179219.5,6.4648658468551,5.23138495242182e-07
ENSG00000171060.11,6.46218769988957,3.00381051371169e-07
ENSG00000255248.10,6.46060145572821,3.87692947594031e-08
ENSG00000235590.8,6.45976530669039,2.02579213140869e-07
ENSG00000227308.2,6.4585824801603,1.40473721376924e-07
ENSG00000253354.2,6.45704058288791,2.000072459299e-07
ENSG00000285575.1,6.45704058288791,2.000072459299e-07
ENSG00000124092.13,6.45603941079493,1.91544965252447e-07
ENSG00000200164.1,6.45597808636755,1.30087829384018e-07
ENSG00000288815.1,6.45593843618287,1.9905660174482e-07
ENSG00000246541.2,6.45593469312307,5.06749608242078e-07
ENSG00000285586.1,6.45069491859782,1.55940435267079e-07
ENSG00000287338.1,6.45010737638389,8.37624059387098e-07
ENSG00000278891.1,6.44830059385052,1.95029030558948e-07
ENSG00000160886.13,6.4471970487611,2.07332604367676e-07
ENSG00000171435.14,6.44626235106379,1.85565204456359e-05
ENSG00000232354.8,6.44499488582053,3.68374149735917e-08
ENSG00000123977.10,6.44363697120901,3.86958170045579e-07
ENSG00000257060.8,6.44154093777841,6.94250578068979e-07
ENSG00000079102.16,6.43545258927826,1.02786067403672e-19
ENSG00000047936.11,6.42607686472979,1.44015909342131e-06
ENSG00000197588.9,6.4251425515766,4.374796857547e-16
ENSG00000242221.9,6.41923448890919,6.02470546891678e-07
ENSG00000231437.3,6.41923448890919,6.02470546891678e-07
ENSG00000130176.8,6.41728943629248,1.05734273346595e-06
ENSG00000272922.1,6.4131598140243,3.66741804062414e-07
ENSG00000249439.1,6.41001999964458,8.71060194682135e-07
ENSG00000214711.10,6.40997010700141,3.13917563617977e-07
ENSG00000169306.10,6.40690715246089,2.29959986628761e-07
ENSG00000184672.12,6.40536000333488,3.55268621775511e-07
ENSG00000227674.3,6.40425139991781,4.74333637623394e-07
ENSG00000228189.5,6.40375929170894,2.70794513565093e-07
ENSG00000286100.1,6.40335997475492,2.22908818258956e-07
ENSG00000241369.6,6.40254496497538,3.57205685080299e-07
ENSG00000253877.6,6.40198772726269,5.95839581037481e-07
ENSG00000249550.8,6.40141876601356,1.94834530077884e-07
ENSG00000163531.17,6.40050655013268,4.2129906418368197e-11
ENSG00000237031.7,6.39968894646199,2.50652810255219e-07
ENSG00000183072.10,6.39870563909296,2.21517077297257e-07
ENSG00000283529.1,6.39866694852595,2.21557307686219e-07
ENSG00000225325.1,6.39756389901436,2.20488810381876e-07
ENSG00000288460.1,6.39739813482317,1.72036351749397e-07
ENSG00000288952.1,6.39701805849551,8.05337165571679e-08
ENSG00000205396.11,6.39343266300343,2.91833396700789e-07
ENSG00000238169.2,6.39299390662561,4.2875405601529e-07
ENSG00000091181.20,6.39240113842589,4.27689921388924e-07
ENSG00000145526.12,6.39050476394846,9.29057582228486e-07
ENSG00000280356.1,6.38666359880817,9.18245185560371e-07
ENSG00000254519.5,6.38039673503752,2.8407400170086e-06
ENSG00000287046.1,6.37640136367041,2.28691074522816e-06
ENSG00000122180.5,6.36770227937493,1.50698114184611e-08
ENSG00000179915.25,6.36765320812947,6.02884330517857e-08
ENSG00000138792.10,6.36345438040532,1.10239704370245e-06
ENSG00000140873.16,6.36220501342428,3.90310407252372e-06
ENSG00000204930.10,6.35926907260662,1.15632194866922e-06
ENSG00000205922.5,6.35919802470583,8.17185781776797e-07
ENSG00000263146.3,6.35876148401456,9.85367553651835e-07
ENSG00000240476.1,6.35641113973436,6.85438999452426e-59
ENSG00000262543.2,6.354796145156,4.14442911211432e-07
ENSG00000112175.8,6.35462443143283,6.02470546891678e-07
ENSG00000272164.1,6.35385121194239,3.25187941588605e-07
ENSG00000225096.3,6.35347580924956,5.67654862164546e-06
ENSG00000182255.7,6.3507052151513,5.79902648554487e-07
ENSG00000258699.1,6.35036983154887,3.20571528151934e-07
ENSG00000232366.1,6.3489146970799,5.76084872577151e-07
ENSG00000101680.16,6.34767082504451,7.51059338566238e-07
ENSG00000284703.1,6.34699822539584,1.13553436078319e-06
ENSG00000257219.6,6.34695348703886,3.63918148083482e-07
ENSG00000253348.1,6.34575404498366,6.19549946315712e-07
ENSG00000286938.1,6.3455062726564,1.10412317958836e-07
ENSG00000232679.2,6.34443727346351,2.4974184184417e-101
ENSG00000106536.21,6.34405311889348,4.69422423133994e-06
ENSG00000116996.10,6.34352175844223,3.3178543475844e-07
ENSG00000271420.1,6.3429170653775,4.80205701722481e-07
ENSG00000168079.17,6.34289561239213,4.02042997984655e-07
ENSG00000199711.1,6.33904992317045,3.25513659884554e-07
ENSG00000251244.3,6.33829773005804,6.91489703006259e-07
ENSG00000251381.8,6.3380247921273,6.23467205671369e-08
ENSG00000240687.3,6.33309764060495,5.90373301575109e-07
ENSG00000279648.1,6.33246057615003,7.0765158126987e-08
ENSG00000139219.19,6.33243402804019,5.84100161549604e-07
ENSG00000229336.1,6.33182463804626,6.65494607455316e-08
ENSG00000279082.5,6.33014122816447,1.15687840625103e-06
ENSG00000155886.12,6.32987054887003,1.24231475542952e-07
ENSG00000140015.20,6.32923909408523,1.05694861871486e-07
ENSG00000136573.14,6.31771787406815,3.65851779403567e-07
ENSG00000083307.12,6.3099153384263,1.54569122454256e-06
ENSG00000234899.11,6.30830125062471,2.02013230755683e-06
ENSG00000204007.8,6.30677133374968,8.6012927621316e-07
ENSG00000259692.6,6.30383082353845,1.0312313573083e-06
ENSG00000261782.1,6.30154261040054,7.48784329664046e-07
ENSG00000227517.7,6.29966364814113,3.36853406872329e-06
ENSG00000252929.1,6.29827395342763,8.35695404411837e-07
