gene_id,MFL01,MFL02,MFL03,MFL04,MFN01,MFN02,MFN03,MFN04
ENSG00000251044.2,0,0,0,0,0,0,0,0
ENSG00000248884.1,0,1,0,0,0,0,0,1
ENSG00000248359.2,0,0,0,0,0,0,0,0
ENSG00000250237.2,0,0,0,0,0,0,0,0
ENSG00000249335.3,0,0,0,0,0,0,0,0
ENSG00000212249.2,0,0,0,0,0,0,0,0
ENSG00000250066.1,0,0,0,0,0,0,0,0
ENSG00000249352.4,2,0,0,0,0,0,1,0
ENSG00000249183.1,0,0,0,0,0,0,1,1
ENSG00000145740.20,1264,1221,950,1089,975,1105,1332,1266
ENSG00000248664.2,0,1,2,1,2,5,1,2
ENSG00000134057.15,508,686,410,486,595,776,1099,713
ENSG00000280187.1,50,61,25,48,45,62,55,55
ENSG00000153044.10,162,123,124,105,137,178,204,154
ENSG00000134056.12,188,218,148,172,158,170,201,178
ENSG00000134058.12,295,288,241,278,248,306,317,317
ENSG00000183323.13,71,79,64,46,146,175,225,182
ENSG00000213830.3,6,7,4,10,3,1,3,4
ENSG00000215006.4,18,26,15,22,9,13,15,20
ENSG00000271045.1,0,2,0,0,0,0,0,0
ENSG00000085231.14,481,475,372,373,307,394,455,427
ENSG00000273841.6,1024,925,758,782,608,685,752,708
ENSG00000152942.19,499,450,402,387,510,661,659,580
ENSG00000152939.17,2,1,0,2,1,0,0,0
ENSG00000244717.1,0,1,0,1,1,1,0,0
ENSG00000266477.2,0,0,0,0,0,0,0,0
ENSG00000197822.12,6,9,5,6,6,4,7,3
ENSG00000183474.16,91,99,57,78,87,112,109,96
ENSG00000248477.6,1,1,0,1,0,1,0,0
ENSG00000250138.4,1,3,1,0,1,1,2,0
ENSG00000253203.6,0,1,0,0,2,0,0,1
ENSG00000198237.8,0,0,0,0,1,2,0,0
ENSG00000205572.10,4,3,1,0,2,1,3,0
ENSG00000205571.14,29,26,33,26,21,31,29,20
ENSG00000179978.11,1,2,2,2,7,5,3,5
ENSG00000254701.3,1,0,0,0,0,0,0,0
ENSG00000226259.10,18,21,12,19,11,19,22,21
ENSG00000250687.6,1,0,0,0,0,1,0,0
ENSG00000253333.1,0,0,0,1,1,0,1,2
ENSG00000288349.1,0,0,0,0,0,0,1,0
ENSG00000172058.16,0,2,0,1,1,0,0,0
ENSG00000172062.17,90,83,66,58,84,65,86,73
ENSG00000249437.8,0,1,0,7,2,3,2,2
ENSG00000145736.14,63,60,54,58,54,79,99,74
ENSG00000230847.4,3,1,0,3,3,1,0,1
ENSG00000251634.2,3,2,0,3,2,4,2,2
ENSG00000215630.6,1,3,0,1,2,1,0,2
ENSG00000235558.3,0,0,1,0,1,0,0,0
ENSG00000169040.14,0,0,0,1,0,0,1,2
ENSG00000145734.20,1554,1403,1380,1431,1044,1320,1471,1509
ENSG00000253536.1,0,2,1,0,2,0,4,0
ENSG00000247911.3,1,0,0,0,0,1,0,0
ENSG00000131844.17,1812,1702,1473,1568,1399,1605,1848,1595
ENSG00000164326.5,0,2,0,4,0,0,0,0
ENSG00000278824.1,1,0,0,0,0,0,0,0
ENSG00000285804.2,0,5,2,2,2,3,0,2
ENSG00000131711.15,785,606,581,657,324,359,416,384
ENSG00000113048.17,1300,1186,953,1057,1271,1340,1568,1349
ENSG00000244748.3,0,1,0,0,0,0,0,2
ENSG00000049883.15,177,155,155,157,193,262,247,244
ENSG00000244061.1,0,0,0,1,1,1,2,0
ENSG00000251108.1,0,2,0,1,0,0,0,0
ENSG00000178175.12,101,137,75,123,124,184,195,166
ENSG00000248371.5,24,25,17,24,4,5,8,11
ENSG00000251613.4,2,4,0,2,0,0,2,0
ENSG00000226544.4,4,3,3,3,1,0,4,1
ENSG00000249085.1,1,0,1,0,1,0,0,1
ENSG00000083312.19,8095,7812,6748,7231,4290,5524,6321,6049
ENSG00000263593.1,0,0,1,0,0,0,0,0
ENSG00000242602.1,2,2,1,1,1,1,2,1
ENSG00000271926.1,3,4,1,3,1,4,3,0
ENSG00000272081.1,1,10,1,2,4,6,6,4
ENSG00000157107.14,570,549,475,524,522,658,734,672
ENSG00000251467.1,1,2,1,2,1,1,1,0
ENSG00000248930.1,0,1,0,1,2,0,0,0
ENSG00000157111.13,672,727,473,527,19,14,20,23
ENSG00000251599.1,0,0,0,0,0,0,0,0
ENSG00000250747.1,1,2,1,0,1,0,0,0
ENSG00000164325.8,0,0,0,0,0,0,0,0
ENSG00000249743.7,0,0,0,0,0,0,0,0
ENSG00000249149.2,2,4,0,2,1,1,2,0
ENSG00000251493.5,274,256,171,260,177,176,296,169
ENSG00000272525.1,5,5,1,2,7,2,4,2
ENSG00000145741.17,6434,6171,4810,5166,4888,5416,5902,5218
ENSG00000255883.1,13,15,9,5,6,4,8,7
ENSG00000164331.10,193,171,151,147,134,165,180,173
ENSG00000164338.10,479,403,360,383,313,372,398,406
ENSG00000214944.10,5,4,4,3,8,5,12,8
ENSG00000249293.1,0,1,0,0,0,0,0,0
ENSG00000248474.1,0,0,0,0,0,0,0,0
ENSG00000248673.2,0,0,0,0,1,0,0,0
ENSG00000248942.3,0,0,1,0,1,0,1,2
ENSG00000288883.1,4,5,3,8,2,3,1,1
ENSG00000244326.3,0,0,0,0,0,0,0,0
ENSG00000249343.3,0,0,1,1,0,1,0,0
ENSG00000171617.15,262,231,181,234,242,280,373,283
ENSG00000049860.14,6219,7110,4646,5842,5126,6272,7627,6135
ENSG00000164347.18,491,474,393,451,489,497,630,592
ENSG00000207336.1,0,1,0,2,1,4,0,2
ENSG00000164346.10,1536,1441,1163,1302,1313,1555,1746,1432
ENSG00000198780.13,13,12,10,12,9,11,20,10
ENSG00000250071.1,0,0,1,4,0,0,0,0
ENSG00000289639.1,0,0,1,0,0,0,0,0
ENSG00000287701.1,0,0,0,0,0,0,0,0
ENSG00000249856.1,0,0,0,0,0,0,0,0
ENSG00000196390.6,0,0,0,0,0,0,0,0
ENSG00000239517.1,1,3,1,1,0,0,0,1
ENSG00000182383.8,18,22,19,22,5,2,4,4
ENSG00000249157.1,0,0,0,0,0,1,0,0
ENSG00000176928.7,113,128,93,116,10,7,3,13
ENSG00000145700.10,1,1,0,0,0,0,0,1
ENSG00000251663.1,0,0,0,2,0,0,0,0
ENSG00000247372.2,0,1,0,0,0,0,0,0
ENSG00000113161.17,1473,1512,1331,1546,1975,2276,2327,2447
ENSG00000113163.19,1101,1006,882,942,898,1063,1137,1107
ENSG00000242198.1,5,6,4,6,4,9,6,8
ENSG00000122008.15,631,594,543,564,441,544,508,620
ENSG00000251724.1,0,0,0,0,0,1,0,0
ENSG00000272040.1,7,8,10,5,11,6,7,5
ENSG00000189045.15,6,7,12,7,3,7,8,5
ENSG00000152359.15,198,139,118,124,150,196,212,202
ENSG00000251419.1,0,1,0,0,0,0,0,0
ENSG00000248684.1,4,4,2,1,1,0,0,0
ENSG00000228367.3,1,3,1,1,1,0,0,0
ENSG00000249777.1,0,1,0,0,0,0,0,0
ENSG00000251342.1,0,2,0,1,0,0,0,0
ENSG00000248127.1,1,0,0,1,0,0,0,0
ENSG00000122012.14,18,16,11,20,2,2,2,5
ENSG00000252833.1,0,0,0,0,0,0,0,0
ENSG00000254893.6,103,72,78,89,16,28,33,38
ENSG00000249014.2,3,3,2,3,5,6,3,4
ENSG00000251107.1,2,3,1,0,0,0,2,0
ENSG00000250348.1,0,0,0,0,0,0,0,0
ENSG00000251235.3,2,2,3,3,1,1,1,3
ENSG00000145703.17,1473,1475,1094,1254,489,620,669,706
ENSG00000250574.1,1,0,0,0,0,2,0,0
ENSG00000249713.1,0,0,1,0,0,0,0,0
ENSG00000164220.7,1,2,0,0,1,0,1,1
ENSG00000225407.3,1,0,0,0,1,0,0,1
ENSG00000277188.1,0,0,0,0,0,0,0,0
ENSG00000278237.1,0,0,0,0,0,0,0,0
ENSG00000181104.7,13,16,11,12,19,12,21,16
ENSG00000164251.5,1,0,0,1,0,0,1,0
ENSG00000264391.2,0,0,0,0,0,0,1,2
ENSG00000171643.14,0,0,0,0,0,0,0,0
ENSG00000145708.11,0,0,0,0,0,1,0,0
ENSG00000164252.13,293,249,220,258,258,309,355,356
ENSG00000285000.1,0,0,0,1,0,0,0,1
ENSG00000132846.6,22,16,12,21,75,87,98,75
ENSG00000238961.1,0,0,0,0,0,0,1,0
ENSG00000250802.7,3,0,1,3,4,4,9,10
ENSG00000113231.14,3,9,5,4,2,13,10,8
ENSG00000251400.1,0,1,0,0,1,2,2,0
ENSG00000164253.14,567,577,428,433,500,598,671,610
ENSG00000244019.1,6,5,5,5,1,1,1,0
ENSG00000244363.3,58,69,25,61,11,14,16,13
ENSG00000171540.8,4,3,2,2,0,3,0,0
ENSG00000171530.15,1461,1293,1084,1098,1074,1329,1329,961
ENSG00000213763.4,92,116,43,79,13,11,22,16
ENSG00000253572.2,1,0,0,1,0,0,0,0
ENSG00000132842.14,1566,1542,1306,1431,1679,1837,2073,1826
ENSG00000253558.1,1,2,0,3,1,1,0,2
ENSG00000249372.1,0,0,0,1,0,0,0,0
ENSG00000206714.1,0,0,0,0,0,0,0,0
ENSG00000245556.4,199,207,166,149,43,69,72,54
ENSG00000085365.18,772,690,651,634,607,661,709,765
ENSG00000145685.14,613,580,548,527,479,637,750,738
ENSG00000248909.1,1,1,0,2,0,1,2,0
ENSG00000254170.1,4,9,3,3,3,3,2,1
ENSG00000254310.1,0,1,0,0,0,0,0,0
ENSG00000113273.17,1831,1959,1474,1789,1647,1916,2284,1851
ENSG00000132837.15,0,2,0,3,2,3,2,2
ENSG00000214890.3,1,0,0,0,0,0,0,0
ENSG00000132840.10,1,0,0,1,0,0,0,0
ENSG00000145692.15,0,0,0,0,1,0,0,0
ENSG00000206592.1,0,0,0,0,1,0,0,0
ENSG00000250330.1,0,0,0,2,0,0,0,0
ENSG00000152409.9,264,220,228,258,287,352,337,358
ENSG00000213757.3,52,48,17,46,19,13,14,12
ENSG00000152413.15,1042,1023,920,942,303,363,400,410
ENSG00000213755.3,4,7,4,7,3,3,1,0
ENSG00000243160.1,2,4,0,1,0,0,1,1
ENSG00000164329.14,2775,2802,2267,2392,1188,1407,1458,1451
ENSG00000164309.15,251,255,181,245,291,393,430,327
ENSG00000250258.1,0,0,0,0,0,1,0,0
ENSG00000286818.2,1,0,0,0,0,0,0,1
ENSG00000250888.1,0,0,0,0,0,0,0,0
ENSG00000177034.17,735,670,580,630,532,780,789,773
ENSG00000113296.14,7,11,5,5,11,9,13,14
ENSG00000251050.1,2,6,3,1,1,6,7,5
ENSG00000249778.1,0,0,0,0,0,1,0,0
ENSG00000249825.6,2,1,2,1,1,0,1,1
ENSG00000164300.17,415,374,366,371,394,444,581,496
ENSG00000251675.1,0,1,0,0,2,0,0,0
ENSG00000288741.1,9,7,7,8,9,11,16,16
ENSG00000184188.6,17,15,8,12,3,5,3,9
ENSG00000244076.1,1,2,1,3,1,0,0,1
ENSG00000227087.4,0,1,0,1,0,0,0,0
ENSG00000248569.1,20,20,22,20,19,19,26,19
ENSG00000220157.4,10,13,5,7,5,2,2,4
ENSG00000206774.1,0,0,0,0,0,0,0,0
ENSG00000289317.1,6,6,6,7,4,7,2,4
ENSG00000039319.17,2014,1725,1733,1787,1242,1403,1617,1709
ENSG00000249042.6,3,6,9,11,11,12,8,15
ENSG00000152380.10,43,32,29,33,47,40,54,46
ENSG00000242706.2,1,1,2,1,0,1,0,1
ENSG00000240003.2,8,9,4,8,3,2,4,4
ENSG00000189127.8,1,4,1,4,0,6,0,3
ENSG00000251221.1,1,1,1,1,0,7,1,1
ENSG00000228716.7,197,195,175,189,370,405,505,364
ENSG00000249655.1,2,2,2,2,6,5,6,6
ENSG00000271043.2,9,15,4,16,1,2,1,1
ENSG00000113318.11,362,347,264,324,424,441,458,497
ENSG00000248967.1,1,2,2,1,0,0,0,0
ENSG00000244630.2,0,2,0,1,0,0,1,0
ENSG00000251450.2,0,0,1,0,0,0,1,0
ENSG00000113319.13,9,7,9,8,7,6,8,15
ENSG00000251001.1,0,0,0,0,0,0,0,1
ENSG00000247572.9,53,45,44,51,65,64,64,56
ENSG00000131730.16,4,3,5,3,5,8,11,4
ENSG00000248794.1,7,7,3,6,2,3,1,3
ENSG00000131732.12,587,576,455,492,508,578,608,548
ENSG00000172497.9,0,0,0,1,1,0,1,0
ENSG00000286721.1,1,2,0,1,3,1,1,2
ENSG00000145687.17,198,193,148,167,236,273,295,280
ENSG00000287938.1,0,0,0,0,2,0,0,0
ENSG00000249483.1,0,0,0,0,0,0,0,0
ENSG00000214857.4,2,1,3,0,1,1,0,2
ENSG00000152348.16,126,85,76,74,93,133,120,111
ENSG00000236447.2,0,0,0,0,0,0,0,0
ENSG00000251495.1,28,42,17,36,12,14,10,2
ENSG00000248192.1,0,1,0,0,0,0,2,1
ENSG00000265684.2,0,0,0,0,0,0,1,0
ENSG00000251374.1,0,0,0,0,1,0,0,0
ENSG00000186468.13,1864,1872,1328,1735,993,1212,1311,1242
ENSG00000205464.13,62,63,54,60,75,99,86,90
ENSG00000248870.1,0,0,0,0,0,0,0,0
ENSG00000281327.3,1,0,0,0,1,3,1,0
ENSG00000248112.1,0,0,0,0,0,0,0,0
ENSG00000248400.2,3,3,0,1,0,1,0,0
ENSG00000249664.1,0,0,0,0,1,0,0,0
ENSG00000271862.1,8,12,12,12,9,8,13,15
ENSG00000174695.10,1669,1436,1361,1380,1423,1644,1960,1801
ENSG00000238835.1,0,1,0,0,0,0,0,0
ENSG00000152422.16,153,124,100,117,159,157,208,185
ENSG00000243385.2,1,0,1,0,0,0,0,0
ENSG00000251552.1,1,0,0,0,0,0,0,1
ENSG00000038427.16,72,118,54,85,37,98,131,62
ENSG00000249835.2,0,1,0,0,0,0,0,1
ENSG00000145681.11,0,0,0,0,0,0,0,0
ENSG00000253073.1,0,0,0,0,0,0,0,0
ENSG00000242858.1,14,18,9,20,2,4,4,7
ENSG00000202157.1,0,0,0,0,0,0,0,0
ENSG00000164176.13,6,4,2,7,0,0,1,2
ENSG00000250320.7,3,1,0,0,0,0,0,0
ENSG00000214853.5,0,3,1,3,2,1,2,1
ENSG00000249349.1,0,0,0,0,0,0,0,0
ENSG00000250253.3,1,0,0,2,0,0,0,0
ENSG00000249792.1,0,0,0,0,0,0,0,0
ENSG00000249842.1,0,0,0,0,0,0,0,0
ENSG00000243859.3,12,11,11,16,4,7,7,7
ENSG00000251066.1,3,1,2,5,2,1,0,1
ENSG00000250874.1,0,0,1,0,1,1,1,1
ENSG00000241965.2,0,0,0,0,0,0,0,0
ENSG00000250359.1,0,1,0,0,0,0,0,1
ENSG00000205449.11,4,0,1,0,1,0,0,1
ENSG00000280009.1,0,2,0,1,0,1,0,0
ENSG00000251585.1,0,0,0,0,0,0,0,0
ENSG00000127184.13,1964,2104,1552,1756,1457,1784,1987,1573
ENSG00000242477.1,35,35,16,25,9,16,11,10
ENSG00000249061.1,0,0,0,0,0,0,0,0
ENSG00000233828.5,2,0,0,0,2,3,1,0
ENSG00000251951.1,0,0,0,0,0,0,0,0
ENSG00000288569.1,2,2,0,2,0,2,1,1
ENSG00000145715.15,973,916,711,856,1072,1219,1369,1353
ENSG00000241243.3,0,0,0,0,0,0,1,0
ENSG00000207452.1,1,0,0,1,0,1,1,0
ENSG00000134480.16,374,324,333,304,319,353,412,379
ENSG00000285190.1,0,1,0,0,0,0,0,1
ENSG00000249362.3,0,0,0,0,0,0,0,0
ENSG00000248708.2,0,0,0,0,0,0,0,0
ENSG00000287783.1,0,0,0,0,0,0,0,0
ENSG00000287862.1,0,0,0,0,0,0,1,1
ENSG00000289184.1,0,0,0,0,0,0,0,0
ENSG00000164180.14,497,519,455,448,459,510,527,537
ENSG00000247828.9,174,185,179,192,230,275,314,259
ENSG00000240083.2,1,1,0,3,1,1,2,2
ENSG00000250156.3,0,0,0,0,0,2,0,0
ENSG00000271904.1,1,0,0,0,0,1,0,0
ENSG00000245526.12,0,0,0,0,0,0,1,0
ENSG00000250705.1,1,0,0,1,0,1,0,0
ENSG00000245864.4,0,3,1,2,4,1,7,3
ENSG00000250377.2,0,1,0,0,0,0,2,0
ENSG00000081189.16,1312,1097,1043,1024,1422,1798,1859,1785
ENSG00000248309.8,32,35,53,26,48,54,49,50
ENSG00000288740.1,0,0,1,0,0,0,0,0
ENSG00000250831.1,3,4,1,3,8,7,5,6
ENSG00000250437.1,1,0,0,0,0,1,0,0
ENSG00000214942.6,0,0,0,0,0,0,0,0
ENSG00000264342.3,0,0,0,0,0,0,0,0
ENSG00000248555.7,0,0,0,0,0,0,0,0
ENSG00000253321.1,0,0,0,0,0,0,0,0
ENSG00000260871.1,0,0,1,0,1,0,0,0
ENSG00000153140.9,132,128,93,97,154,210,220,160
ENSG00000255647.3,0,0,2,0,0,0,1,2
ENSG00000176055.10,46,50,39,44,67,79,99,78
ENSG00000113356.13,24,43,28,24,31,51,41,58
ENSG00000176018.13,371,378,298,350,336,467,510,502
ENSG00000164199.18,11,17,9,7,2,1,3,1
ENSG00000249514.1,1,0,0,0,0,0,0,0
ENSG00000248323.8,4004,3853,3180,3657,1184,1261,1354,1229
ENSG00000285618.1,1,1,3,0,2,3,1,2
ENSG00000212930.3,4,1,0,0,1,3,1,2
ENSG00000251093.1,4,2,5,5,5,5,5,2
ENSG00000199643.1,0,1,2,1,2,0,0,1
ENSG00000234292.3,2,2,2,1,3,2,3,3
ENSG00000286638.1,6,3,9,7,5,0,5,5
ENSG00000277001.1,0,2,0,0,0,0,0,0
ENSG00000240388.2,12,16,10,8,1,2,1,1
ENSG00000241059.2,0,0,1,0,0,0,0,0
ENSG00000113369.9,4006,3837,3221,3362,1283,1440,1565,1701
ENSG00000281357.4,28,15,26,17,13,25,13,16
ENSG00000251356.1,2,1,3,2,1,1,0,3
ENSG00000286121.1,1,2,0,2,2,2,1,6
ENSG00000250049.7,0,0,0,0,0,0,0,0
ENSG00000249958.1,1,0,1,1,0,1,0,0
ENSG00000251361.1,0,0,0,0,0,0,0,0
ENSG00000213730.3,1,1,2,2,0,0,0,1
ENSG00000237187.9,36,17,21,19,16,8,12,10
ENSG00000175745.14,30,30,22,21,14,20,10,15
ENSG00000289274.1,0,0,1,0,1,0,0,0
ENSG00000278905.1,0,0,0,0,0,0,0,0
ENSG00000113391.19,400,375,378,344,440,491,522,463
ENSG00000287180.1,3,0,1,2,1,2,1,1
ENSG00000249353.2,134,111,77,89,79,111,110,94
ENSG00000248483.7,3,3,7,3,3,8,5,4
ENSG00000272406.1,0,1,3,0,0,0,1,3
ENSG00000251023.1,8,7,1,10,2,2,5,2
ENSG00000286577.1,1,1,0,0,0,3,2,1
ENSG00000185261.15,15,15,8,12,9,18,17,18
ENSG00000251544.1,8,10,4,10,3,3,3,4
ENSG00000254132.1,5,9,7,5,1,3,2,0
ENSG00000251340.1,5,9,1,5,2,0,0,0
ENSG00000232578.4,0,1,1,0,0,1,1,1
ENSG00000270133.1,0,1,0,0,1,0,0,1
ENSG00000133302.13,160,144,114,125,202,239,253,257
ENSG00000175471.20,947,863,738,890,477,550,700,615
ENSG00000249175.1,1,1,1,1,0,1,1,0
ENSG00000243806.1,2,4,0,4,2,1,1,0
ENSG00000276514.1,0,0,0,0,0,0,1,0
ENSG00000153347.10,0,1,1,0,2,1,2,3
ENSG00000225165.3,1,0,0,0,0,1,1,0
ENSG00000198677.12,1452,1441,1171,1312,1337,1551,1670,1748
ENSG00000212259.1,0,0,0,0,0,0,0,0
ENSG00000164291.17,77,88,61,82,83,102,119,137
ENSG00000178015.5,14,13,4,10,11,2,18,5
ENSG00000175449.14,17,16,16,19,18,16,23,21
ENSG00000145757.16,85,67,70,54,55,68,74,76
ENSG00000250240.6,26,22,26,26,17,29,36,27
ENSG00000164292.13,3490,3135,2708,2936,1611,1841,1828,1988
ENSG00000173221.14,249,234,179,204,173,174,271,152
ENSG00000251348.1,11,9,18,21,4,6,9,6
ENSG00000251000.1,4,3,1,2,1,8,3,3
ENSG00000251409.1,0,0,0,1,1,0,2,0
ENSG00000236882.8,1,4,3,3,0,1,2,1
ENSG00000272021.1,2,0,0,1,1,0,0,0
ENSG00000250362.1,1,2,1,0,0,2,1,0
ENSG00000118985.16,2024,1905,1599,1879,1115,1328,1471,1481
ENSG00000251314.2,6,3,0,3,1,2,3,1
ENSG00000250955.1,0,0,0,0,0,0,0,0
ENSG00000250551.1,0,0,2,2,0,1,0,1
ENSG00000289337.1,0,2,0,1,0,0,1,0
ENSG00000249746.2,0,0,0,0,0,0,0,0
ENSG00000250158.1,0,0,0,0,1,0,0,0
ENSG00000175426.11,2,1,1,1,3,1,9,0
ENSG00000153113.24,2641,2485,1997,2258,2087,2318,2769,2246
ENSG00000249180.1,0,0,0,0,0,0,1,2
ENSG00000164307.13,2000,2040,1623,1822,1391,1648,1924,1724
ENSG00000248734.2,8,9,15,17,7,8,6,5
ENSG00000272109.2,2,5,2,1,0,0,2,3
ENSG00000247121.7,28,24,22,24,14,10,13,9
ENSG00000164308.17,310,310,281,259,115,144,104,115
ENSG00000113441.16,2476,2400,2093,2286,1053,1397,1580,1568
ENSG00000227836.1,0,2,0,1,0,2,2,0
ENSG00000200884.1,0,0,0,0,0,1,0,0
ENSG00000213701.4,6,2,2,2,3,7,3,2
ENSG00000251513.2,1,1,0,1,2,0,1,0
ENSG00000145721.12,0,0,0,0,0,0,1,0
ENSG00000058729.11,500,426,379,352,418,514,542,486
ENSG00000206698.1,0,0,1,1,0,0,1,1
ENSG00000286828.1,3,2,3,2,2,5,5,0
ENSG00000248758.1,0,0,0,0,0,0,1,0
ENSG00000251054.1,2,0,0,0,0,1,0,0
ENSG00000249761.1,0,0,0,1,0,0,0,0
ENSG00000251389.1,1,0,0,0,0,0,0,0
ENSG00000249977.1,0,0,0,0,1,0,0,0
ENSG00000250331.2,1,0,1,0,0,0,1,0
ENSG00000251193.1,0,0,0,0,0,0,0,0
ENSG00000286953.1,0,0,0,0,0,0,0,1
ENSG00000248202.2,0,0,1,2,0,1,0,0
ENSG00000249101.1,1,0,0,0,0,0,0,0
ENSG00000248901.2,0,1,0,0,0,0,0,0
ENSG00000238000.1,31,46,23,22,23,30,22,19
ENSG00000176183.8,3,9,6,3,2,1,4,1
ENSG00000249990.1,0,0,0,1,0,0,0,0
ENSG00000249448.1,15,12,7,6,3,2,2,2
ENSG00000251102.1,0,1,0,0,0,0,0,0
ENSG00000251553.1,3,1,0,1,0,1,0,0
ENSG00000174136.13,181,108,142,126,135,120,136,137
ENSG00000246763.7,18,6,13,8,14,14,16,15
ENSG00000279232.2,1,2,0,0,1,0,0,1
ENSG00000250162.1,0,1,0,0,0,1,1,0
ENSG00000153922.11,1169,1010,995,1010,752,912,966,1011
ENSG00000222610.1,0,0,0,1,1,0,0,2
ENSG00000248489.3,13,26,12,20,16,22,25,25
ENSG00000200351.1,0,1,0,1,0,1,1,0
ENSG00000241597.2,0,0,0,1,0,0,1,0
ENSG00000206356.5,0,0,0,0,0,0,0,0
ENSG00000227762.4,0,0,0,0,0,0,0,0
ENSG00000250391.1,0,0,0,0,0,1,0,0
ENSG00000249963.1,1,0,0,0,1,0,0,1
ENSG00000270230.1,3,12,6,10,4,2,3,3
ENSG00000271687.1,13,14,8,14,5,7,5,6
ENSG00000270906.1,80,113,49,118,20,31,16,12
ENSG00000270350.1,0,0,1,0,1,0,0,0
ENSG00000271480.1,1,2,0,0,0,0,0,0
ENSG00000270388.1,7,13,9,3,1,1,0,1
ENSG00000270307.1,21,28,7,17,7,8,2,3
ENSG00000270225.1,25,50,26,46,10,6,6,4
ENSG00000271207.1,47,31,15,43,15,18,9,11
ENSG00000274455.1,0,0,0,0,0,0,0,0
ENSG00000275374.1,1,0,0,0,0,0,1,0
ENSG00000249787.2,0,1,0,0,0,1,0,1
ENSG00000247877.7,0,0,1,1,0,5,1,1
ENSG00000174132.9,175,190,133,136,127,153,171,147
ENSG00000250806.2,0,0,0,0,0,0,0,0
ENSG00000113532.13,3658,3672,2999,3189,855,999,1023,980
ENSG00000221263.1,0,0,1,0,3,0,0,0
ENSG00000248261.2,0,0,0,0,0,0,0,0
ENSG00000173930.9,0,3,2,2,6,5,6,10
ENSG00000205359.10,0,0,0,0,0,0,0,0
ENSG00000249017.1,0,0,0,0,0,0,0,0
ENSG00000250682.6,0,0,0,1,0,0,0,0
ENSG00000247402.2,0,0,0,0,0,0,0,0
ENSG00000286338.1,0,0,0,0,0,0,0,0
ENSG00000145730.21,3093,2732,2382,2555,1940,1999,2201,2154
ENSG00000175749.11,0,2,0,1,3,0,1,0
ENSG00000145723.17,110,94,94,90,87,127,113,132
ENSG00000145725.20,1244,1140,1179,1066,1513,1843,2084,2022
ENSG00000248203.1,0,0,0,0,0,0,0,0
ENSG00000181751.10,229,211,189,203,217,253,273,270
ENSG00000250567.1,0,0,0,0,0,0,0,0
ENSG00000226926.7,1,0,0,0,0,0,1,0
ENSG00000248757.2,0,0,0,0,0,0,0,0
ENSG00000112874.10,224,232,158,153,197,275,322,270
ENSG00000283462.3,0,0,0,0,0,0,0,0
ENSG00000251026.2,0,0,0,0,0,0,0,0
ENSG00000201910.1,0,0,0,0,0,0,0,0
ENSG00000239808.3,0,0,1,0,0,0,0,0
ENSG00000251574.8,0,0,0,0,0,0,0,0
ENSG00000251204.1,0,0,2,2,0,0,0,0
ENSG00000250145.1,0,1,0,0,0,0,0,0
ENSG00000250273.1,3,1,2,0,2,0,1,0
ENSG00000184349.14,307,273,261,299,170,154,169,174
ENSG00000249959.6,0,0,0,0,0,0,0,0
ENSG00000248827.1,3,5,2,0,3,4,0,1
ENSG00000145743.18,141,130,143,152,196,291,284,280
ENSG00000286503.1,1,1,0,0,1,1,1,0
ENSG00000244245.1,45,41,26,38,8,2,13,9
ENSG00000272523.1,0,0,0,0,0,0,0,0
ENSG00000289260.1,1,0,0,2,0,0,3,0
ENSG00000151422.14,335,286,262,263,156,208,207,212
ENSG00000249921.2,8,8,5,8,2,3,0,1
ENSG00000250383.1,0,0,0,0,1,0,0,1
ENSG00000207404.1,0,0,0,0,0,0,0,0
ENSG00000250441.1,2,3,0,0,0,0,0,0
ENSG00000206593.1,1,0,0,0,0,0,0,0
ENSG00000176857.5,0,1,0,1,0,1,0,0
ENSG00000286882.1,0,1,1,0,0,0,0,1
ENSG00000249476.2,7,6,8,5,4,5,8,8
ENSG00000198961.10,3575,3097,2800,3058,2910,3532,3863,3789
ENSG00000248867.1,0,0,0,0,0,0,0,0
ENSG00000271849.1,1,0,0,0,0,3,1,0
ENSG00000112893.10,1018,957,835,936,701,935,1059,1023
ENSG00000202512.1,0,0,1,0,0,0,0,0
ENSG00000249068.1,1,1,0,1,0,1,1,1
ENSG00000254106.1,0,1,0,0,0,0,0,0
ENSG00000186952.15,9,4,9,7,7,8,20,6
ENSG00000164209.17,846,826,675,764,842,1015,1121,1110
ENSG00000270779.1,0,0,0,0,0,0,0,0
ENSG00000248966.1,19,20,10,12,10,7,6,6
ENSG00000248428.1,0,1,0,0,0,0,0,0
ENSG00000251627.1,0,0,0,0,0,0,0,0
ENSG00000145777.15,966,704,780,691,13,23,13,17
ENSG00000134987.13,1316,1155,1130,1112,1012,1163,1185,1296
ENSG00000250728.1,0,0,0,0,0,0,0,0
ENSG00000214784.4,58,64,42,51,10,20,16,14
ENSG00000152495.11,33,38,20,24,41,40,36,32
ENSG00000288965.1,0,0,0,0,0,0,0,0
ENSG00000164211.13,1373,1397,999,1211,368,421,531,481
ENSG00000246859.3,158,125,144,128,58,91,73,66
ENSG00000134986.14,55,74,52,41,19,23,48,33
ENSG00000249439.1,0,0,0,0,0,0,0,0
ENSG00000250095.5,2,0,0,6,0,0,0,0
ENSG00000129595.14,55,36,16,35,17,17,33,27
ENSG00000224032.8,224,202,113,169,132,118,134,129
