gene_id,MFL01,MFL02,MFL03,MFL04,MFN01,MFN02,MFN03,MFN04
ENSG00000259081.1,12,14,8,8,24,22,33,22
ENSG00000258301.3,3,9,5,3,1,4,11,7
ENSG00000013523.11,1131,1101,898,1103,1332,1355,1600,1416
ENSG00000286437.1,5,1,1,2,2,0,5,4
ENSG00000100565.16,1,6,6,5,9,4,9,11
ENSG00000241081.1,14,5,5,6,4,3,2,4
ENSG00000259058.1,0,0,0,0,0,0,0,0
ENSG00000288762.1,0,0,1,0,0,0,1,0
ENSG00000285966.1,0,3,3,1,3,5,3,3
ENSG00000258602.2,5,8,4,4,3,4,6,3
ENSG00000266553.2,0,0,0,0,0,0,0,1
ENSG00000243225.2,6,2,3,2,2,0,2,1
ENSG00000119669.5,2477,2164,1929,2435,1748,1569,1913,1799
ENSG00000273729.1,17,9,6,15,10,11,8,8
ENSG00000289347.1,6,6,2,3,4,3,8,1
ENSG00000246548.3,3,0,1,0,0,0,0,1
ENSG00000258473.2,0,0,0,0,0,0,0,1
ENSG00000258819.2,0,1,0,0,0,0,0,0
ENSG00000287004.1,0,0,0,0,0,0,0,0
ENSG00000198894.8,362,348,304,320,429,473,577,494
ENSG00000165548.11,2,0,0,2,3,7,3,1
ENSG00000177108.5,0,0,0,0,0,0,0,0
ENSG00000258552.1,0,0,0,0,0,0,1,0
ENSG00000201384.1,0,0,0,0,0,0,0,0
ENSG00000009830.13,426,362,283,309,359,358,424,346
ENSG00000100577.19,158,161,130,130,154,168,184,152
ENSG00000100580.8,960,852,785,842,845,1083,1196,1016
ENSG00000258510.2,0,0,0,0,0,0,1,1
ENSG00000100583.5,22,10,14,11,12,4,15,14
ENSG00000165555.10,12,20,16,14,10,14,12,4
ENSG00000151445.16,637,637,442,570,423,508,628,446
ENSG00000100591.8,2226,2137,1733,1979,1991,2098,2434,2064
ENSG00000212371.1,1,2,1,2,0,2,0,3
ENSG00000100593.18,1,0,1,1,0,0,0,0
ENSG00000100596.8,882,818,613,759,513,574,733,631
ENSG00000240233.3,2,1,0,0,2,1,1,1
ENSG00000258668.1,0,0,1,0,0,0,0,0
ENSG00000100601.10,262,260,208,213,190,197,245,207
ENSG00000239272.1,4,3,1,0,3,2,2,2
ENSG00000258917.1,1,1,1,1,1,2,5,1
ENSG00000119705.10,525,533,409,448,470,465,598,540
ENSG00000100603.14,1539,1442,1107,1291,1193,1365,1444,1306
ENSG00000197734.10,0,0,0,1,0,1,0,0
ENSG00000063761.16,54,56,43,59,87,85,92,68
ENSG00000199440.1,1,0,0,0,0,0,0,0
ENSG00000021645.20,0,0,0,1,0,0,0,0
ENSG00000258478.1,1,1,0,0,0,0,0,1
ENSG00000258419.1,0,0,0,0,0,0,0,0
ENSG00000259106.1,0,0,0,0,0,1,0,0
ENSG00000258637.1,0,0,0,0,0,0,0,0
ENSG00000211448.14,1,2,2,3,0,3,3,2
ENSG00000258766.1,0,0,0,0,1,0,0,1
ENSG00000100629.17,98,83,73,95,162,206,191,176
ENSG00000258452.1,0,1,0,1,0,0,0,0
ENSG00000165409.18,0,0,0,0,0,2,0,2
ENSG00000258915.1,0,0,0,0,0,0,0,0
ENSG00000271705.1,0,0,0,0,0,1,0,0
ENSG00000271656.1,0,0,0,0,0,0,0,0
ENSG00000284959.2,1,1,0,2,1,3,3,3
ENSG00000259167.2,0,0,0,0,1,0,0,1
ENSG00000286686.1,0,0,0,0,1,1,2,0
ENSG00000165417.12,809,694,693,760,606,769,795,809
ENSG00000273783.2,15,15,11,14,7,10,9,13
ENSG00000205579.3,2,9,2,3,0,1,0,0
ENSG00000270343.1,0,0,0,0,0,0,0,1
ENSG00000140022.14,22,19,23,35,37,40,37,42
ENSG00000242163.1,4,14,4,7,1,0,1,0
ENSG00000258605.1,1,2,3,1,0,0,0,0
ENSG00000071537.14,2865,2750,2341,2619,2377,3103,3428,3184
ENSG00000258977.2,0,0,0,0,0,0,0,0
ENSG00000258841.1,4,5,3,5,5,5,4,6
ENSG00000259035.2,0,0,0,0,0,1,0,0
ENSG00000241891.1,0,0,0,1,0,0,0,0
ENSG00000258501.1,7,7,4,9,1,0,1,2
ENSG00000289442.1,0,0,0,0,0,0,0,0
ENSG00000276782.1,0,0,0,0,0,0,0,0
ENSG00000258743.7,2,0,0,1,0,0,0,0
ENSG00000259032.2,16,15,20,25,13,15,13,10
ENSG00000258426.1,0,0,0,0,0,0,0,0
ENSG00000258532.2,0,0,0,0,0,0,0,0
ENSG00000258923.2,0,0,0,0,0,0,0,0
ENSG00000251895.1,0,0,0,0,0,0,0,0
ENSG00000258506.2,1,0,1,0,0,0,0,0
ENSG00000258902.1,1,0,0,0,0,0,1,0
ENSG00000259107.2,1,1,0,0,2,0,2,4
ENSG00000258945.2,0,0,0,0,0,0,0,0
ENSG00000205562.4,0,0,0,0,0,0,0,0
ENSG00000185070.12,213,200,237,245,266,292,304,300
ENSG00000258733.7,76,78,57,56,69,69,77,67
ENSG00000258912.2,3,2,1,0,1,1,0,0
ENSG00000286582.1,0,0,0,0,0,0,0,1
ENSG00000258994.1,0,0,0,0,0,0,0,0
ENSG00000258804.1,0,0,0,0,0,0,0,0
ENSG00000258496.1,0,0,0,0,0,0,0,0
ENSG00000258859.1,2,1,4,3,3,3,4,1
ENSG00000259028.1,0,0,0,0,0,0,0,0
ENSG00000258770.1,3,1,0,3,1,0,1,0
ENSG00000258807.5,11,10,20,7,10,5,9,7
ENSG00000259077.1,0,0,0,0,0,0,0,0
ENSG00000054983.17,959,909,761,875,1074,1310,1540,1321
ENSG00000259096.1,0,1,0,4,1,0,1,0
ENSG00000140030.6,318,326,247,285,389,426,524,431
ENSG00000258407.1,1,0,0,0,1,0,0,0
ENSG00000258826.6,2,0,0,0,2,2,2,0
ENSG00000258867.7,1,1,4,1,6,8,8,9
ENSG00000258538.5,0,1,0,0,0,2,0,0
ENSG00000100433.16,1,1,1,2,2,0,1,0
ENSG00000042317.17,72,70,46,62,106,96,123,100
ENSG00000070778.13,182,160,145,175,116,149,150,165
ENSG00000258983.2,0,0,0,2,0,0,1,0
ENSG00000258789.1,1,1,1,1,2,1,0,1
ENSG00000100722.20,1019,974,786,918,1003,1068,1229,1155
ENSG00000278576.1,3,3,9,6,7,6,11,9
ENSG00000165521.16,27,20,21,24,26,45,39,45
ENSG00000274492.1,1,0,0,0,0,1,0,0
ENSG00000165533.19,124,118,73,116,153,162,188,190
ENSG00000207342.1,1,3,0,0,1,0,1,0
ENSG00000283627.1,0,0,0,0,0,0,0,0
ENSG00000053254.16,636,609,530,599,737,938,1054,896
ENSG00000259151.2,1,2,4,0,2,4,1,2
ENSG00000258752.2,0,0,0,1,0,2,1,0
ENSG00000258699.1,0,0,0,0,0,0,0,0
ENSG00000258380.1,1,0,0,0,0,0,0,0
ENSG00000258920.1,19,27,22,28,18,29,24,22
ENSG00000259073.1,0,0,0,0,0,0,0,0
ENSG00000258792.4,0,0,0,0,0,0,0,0
ENSG00000200312.1,0,1,0,1,0,0,1,2
ENSG00000259050.2,1,0,2,2,2,1,2,0
ENSG00000140025.16,33,35,24,38,58,74,82,49
ENSG00000230997.5,1,0,0,0,0,0,0,0
ENSG00000042088.14,424,392,352,385,450,509,624,501
ENSG00000152315.5,109,125,81,132,202,227,303,236
ENSG00000258544.1,0,0,0,1,0,0,0,0
ENSG00000201351.1,0,0,0,0,0,0,0,0
ENSG00000100764.14,326,288,216,264,258,294,333,273
ENSG00000119720.18,594,608,423,465,413,493,532,486
ENSG00000287437.1,0,5,1,4,1,1,2,3
ENSG00000242571.1,12,16,6,12,6,6,5,6
ENSG00000275198.1,4,14,6,6,1,6,6,4
ENSG00000198668.14,5840,6091,4259,5027,2519,2925,3343,3023
ENSG00000258424.1,24,20,8,12,9,5,4,4
ENSG00000233208.6,1,1,0,0,0,0,0,0
ENSG00000165914.15,1121,1125,883,1050,682,721,908,731
ENSG00000258935.1,0,1,0,1,0,0,1,1
ENSG00000259163.2,2,3,0,3,0,0,0,1
ENSG00000258437.1,1,0,0,1,0,1,0,0
ENSG00000258716.1,1,0,0,1,0,0,0,0
ENSG00000287663.1,1,1,2,2,1,1,0,0
ENSG00000213315.5,56,70,40,79,12,16,21,21
ENSG00000258884.3,7,5,3,3,1,2,3,3
ENSG00000100784.12,48,47,41,35,49,62,73,47
ENSG00000133943.21,590,653,501,550,671,691,848,653
ENSG00000252644.1,0,0,0,0,0,0,0,0
ENSG00000221102.1,0,1,0,1,0,0,0,1
ENSG00000119714.11,1443,1261,1004,1198,1025,832,1146,1079
ENSG00000258875.6,68,76,43,76,41,42,38,29
ENSG00000260810.1,7,7,6,6,5,6,1,3
ENSG00000286607.1,0,0,0,2,2,2,1,2
ENSG00000015133.20,301,250,187,245,311,339,388,362
ENSG00000258798.1,1,0,0,1,0,1,1,0
ENSG00000258446.1,1,0,0,0,0,0,0,1
ENSG00000100796.18,2124,1999,1721,1950,1617,1826,2006,1996
ENSG00000279286.2,0,0,0,0,0,0,0,0
ENSG00000133962.8,8,6,2,3,3,4,5,3
ENSG00000258962.2,0,0,0,0,0,0,0,0
ENSG00000260711.2,0,0,1,1,0,0,0,0
ENSG00000165929.13,11,11,7,12,0,2,0,1
ENSG00000140092.15,5,4,6,7,1,1,1,1
ENSG00000100815.12,1384,1353,1134,1220,987,1250,1292,1369
ENSG00000259020.3,10,10,11,12,3,7,14,9
ENSG00000066427.25,493,448,389,431,340,428,404,420
ENSG00000183648.11,503,504,427,444,459,555,604,505
ENSG00000165934.13,1948,1822,1588,1667,1700,2073,2328,2130
ENSG00000258481.1,0,0,0,0,0,0,0,0
ENSG00000286630.1,0,0,0,0,0,0,0,0
ENSG00000140090.18,33,33,23,34,7,6,8,7
ENSG00000100599.16,1174,1122,900,1140,363,370,430,385
ENSG00000100600.15,1269,1334,940,1075,225,271,265,242
ENSG00000066455.13,1309,1268,983,1053,986,1121,1205,1150
ENSG00000258742.6,0,0,0,0,0,0,0,0
ENSG00000258499.1,0,0,0,0,0,0,0,0
ENSG00000100604.13,1,1,0,0,0,0,0,1
ENSG00000100605.17,550,498,384,453,615,524,729,533
ENSG00000258730.1,0,1,1,2,1,0,3,3
ENSG00000258595.2,0,0,0,0,0,0,0,0
ENSG00000165943.5,423,327,310,365,435,485,570,474
ENSG00000153485.6,162,126,132,154,254,240,297,286
ENSG00000259066.5,1,2,1,4,2,3,2,2
ENSG00000170270.5,134,135,115,106,203,210,250,245
ENSG00000012963.15,722,669,581,658,777,871,1023,880
ENSG00000240096.1,12,14,6,18,2,5,2,1
ENSG00000011114.15,927,782,722,781,717,898,1021,949
ENSG00000241499.1,0,0,0,0,0,1,0,0
ENSG00000133958.13,29,34,18,26,11,19,25,17
ENSG00000278396.1,9,5,6,4,6,12,6,7
ENSG00000187581.3,0,0,0,2,1,1,2,1
ENSG00000202306.1,0,0,0,0,0,0,0,1
ENSG00000175785.13,0,0,0,0,1,0,0,1
ENSG00000279593.1,0,0,0,1,0,0,1,0
ENSG00000258584.2,0,0,0,0,0,0,0,0
ENSG00000140067.7,0,0,0,0,0,0,0,0
ENSG00000100628.12,7,9,4,8,22,29,39,30
ENSG00000258987.2,0,1,0,0,3,0,3,2
ENSG00000175699.15,0,0,0,0,0,0,0,0
ENSG00000089723.10,27,26,15,28,65,68,69,72
ENSG00000089737.18,2955,2727,2013,2305,2454,2741,3056,2680
ENSG00000165948.11,104,121,58,102,99,103,129,87
ENSG00000165949.13,114,148,62,77,0,2,1,4
ENSG00000119632.4,358,425,268,333,282,342,417,296
ENSG00000119698.12,87,71,73,65,14,17,15,11
ENSG00000140093.10,0,1,1,1,0,0,2,0
ENSG00000170099.6,3,1,0,2,0,2,0,0
ENSG00000258597.3,0,2,2,3,0,0,0,0
ENSG00000197249.14,589,682,460,587,358,391,463,332
ENSG00000256357.1,0,0,0,0,0,0,0,0
ENSG00000186910.4,0,0,0,0,0,0,1,0
ENSG00000170054.16,17,10,11,10,2,0,0,1
ENSG00000165953.10,0,1,0,0,1,0,0,0
ENSG00000273259.3,0,0,0,0,0,0,0,0
ENSG00000196136.18,0,0,0,0,0,0,0,0
ENSG00000258805.2,1,1,1,5,0,1,1,0
ENSG00000187483.10,0,0,0,0,0,0,0,0
ENSG00000259140.2,0,0,0,0,0,0,0,0
ENSG00000239269.1,16,8,4,12,3,4,3,5
ENSG00000133937.5,0,0,1,1,0,1,0,1
ENSG00000240914.1,16,9,12,22,2,8,2,0
ENSG00000274379.1,0,0,0,0,0,0,0,0
ENSG00000258933.1,0,0,0,0,0,0,0,0
ENSG00000258866.2,0,0,0,0,0,0,0,0
ENSG00000100697.15,1678,1527,1462,1626,1184,1516,1672,1607
ENSG00000264607.1,0,0,1,0,0,0,0,0
ENSG00000235706.9,6,9,8,10,10,15,13,10
ENSG00000165959.12,72,73,55,62,41,43,60,49
ENSG00000258615.1,1,0,0,0,0,0,0,0
ENSG00000287111.1,0,0,0,0,0,0,0,0
ENSG00000258630.3,0,0,0,0,0,0,0,0
ENSG00000176438.13,450,424,364,457,273,277,360,314
ENSG00000258572.1,0,0,2,1,2,0,0,0
ENSG00000247092.8,29,50,31,50,31,36,54,60
ENSG00000182512.5,392,373,283,346,464,416,588,482
ENSG00000258390.2,0,0,0,0,0,0,0,0
ENSG00000258927.2,0,1,0,0,0,0,0,0
ENSG00000187621.15,0,0,1,0,0,0,0,0
ENSG00000259084.6,0,0,0,0,0,0,0,0
ENSG00000100721.11,0,0,0,0,0,0,0,0
ENSG00000257275.6,0,0,0,0,0,0,0,0
ENSG00000258516.2,0,0,0,0,0,0,0,0
ENSG00000250366.4,0,1,0,0,0,0,0,0
ENSG00000227051.7,0,5,2,3,0,1,0,1
ENSG00000168398.7,117,96,76,78,8,14,4,12
ENSG00000258412.1,1,0,0,1,0,0,0,0
ENSG00000258788.3,3,3,1,4,0,2,1,0
ENSG00000259036.1,1,0,0,0,0,0,0,0
ENSG00000100739.11,0,1,1,0,0,0,0,0
ENSG00000258793.1,0,0,0,1,0,0,0,0
ENSG00000258729.2,0,1,1,0,0,0,0,0
ENSG00000066739.12,526,471,443,466,464,559,668,585
ENSG00000100744.15,250,215,191,203,190,256,287,269
ENSG00000222276.1,0,0,0,0,1,1,0,0
ENSG00000140057.9,0,0,3,2,5,2,4,5
ENSG00000240051.1,0,0,0,0,0,0,0,0
ENSG00000260806.1,6,9,1,3,7,7,6,9
ENSG00000090060.19,5130,4875,4289,4546,3921,4459,4853,4654
ENSG00000258702.4,0,1,0,3,1,1,1,0
ENSG00000223299.1,0,0,0,0,0,0,0,0
ENSG00000287350.1,0,0,1,0,0,0,0,0
ENSG00000258979.3,0,0,0,0,0,0,0,0
ENSG00000287772.1,0,0,0,0,0,0,0,0
ENSG00000100749.9,425,411,337,379,436,556,622,528
ENSG00000280070.1,0,0,0,3,2,2,1,0
ENSG00000259026.1,0,0,1,0,0,0,0,0
ENSG00000258393.1,0,0,0,0,0,0,0,0
ENSG00000259110.1,0,0,0,0,0,0,0,0
ENSG00000285584.3,1,2,1,4,0,0,1,1
ENSG00000246084.6,0,0,0,0,0,0,0,0
ENSG00000197176.7,0,0,0,0,0,0,0,0
ENSG00000287501.1,0,0,0,0,0,0,0,0
ENSG00000258869.1,0,0,0,0,0,0,0,0
ENSG00000246223.10,1,0,0,0,0,0,0,0
ENSG00000278990.1,0,0,0,0,0,0,0,0
ENSG00000259119.1,0,0,0,0,0,0,0,0
ENSG00000232573.1,107,152,89,117,74,52,87,61
ENSG00000234648.1,11,24,9,20,6,2,3,6
ENSG00000287991.1,0,0,0,0,0,1,1,1
ENSG00000229402.1,0,0,0,0,0,0,0,0
ENSG00000127152.18,8,3,8,5,11,10,7,13
ENSG00000235785.1,0,0,0,0,0,0,0,0
ENSG00000289137.1,0,0,0,0,0,0,0,0
ENSG00000258383.1,0,0,0,0,0,0,0,0
ENSG00000183576.13,1549,1446,1231,1350,1647,1813,2067,1768
ENSG00000090061.17,207,135,136,152,120,124,153,135
ENSG00000205476.9,63,75,48,59,57,92,86,64
ENSG00000247970.3,0,0,0,2,0,0,0,0
ENSG00000182218.10,114,98,74,92,142,144,187,144
ENSG00000036530.9,8,6,0,4,5,8,8,7
ENSG00000066629.18,60,67,42,63,102,140,181,159
ENSG00000199836.1,0,0,0,0,0,0,0,1
ENSG00000271198.1,0,1,1,1,1,2,0,3
ENSG00000196405.13,1614,2043,1119,1631,1829,1945,2240,1818
ENSG00000242888.1,1,0,2,0,0,1,1,0
ENSG00000258693.1,0,0,0,0,0,0,0,0
ENSG00000258560.1,0,0,1,0,0,0,0,2
ENSG00000265154.1,2,0,0,2,0,0,0,0
ENSG00000199082.1,0,1,0,1,0,0,0,0
ENSG00000168350.8,2,5,2,3,2,3,8,2
ENSG00000258982.1,2,1,1,3,0,0,0,0
ENSG00000100811.14,2590,2549,2119,2437,2157,2527,3107,2567
ENSG00000258904.1,5,1,4,5,6,5,5,4
ENSG00000197119.13,260,254,216,264,235,267,334,260
ENSG00000198984.1,0,0,0,0,1,0,0,1
ENSG00000243976.2,0,0,0,0,0,0,0,1
ENSG00000140107.12,1,2,5,1,0,1,1,0
ENSG00000140105.18,20726,26208,13759,19010,3916,4296,5032,4255
ENSG00000258521.1,43,68,44,39,10,6,20,9
ENSG00000258581.2,21,23,8,13,1,4,6,1
ENSG00000176473.14,142,130,90,96,80,81,110,63
ENSG00000258620.2,1,0,1,1,1,1,1,0
ENSG00000258500.2,1,0,0,1,2,0,1,0
ENSG00000183092.18,20,22,12,17,17,17,33,16
ENSG00000259031.1,1,1,0,0,0,0,0,0
ENSG00000196273.8,0,0,0,0,0,0,0,0
ENSG00000258717.1,0,0,0,0,0,0,0,0
ENSG00000289278.1,0,0,0,0,0,0,0,0
ENSG00000185559.16,0,0,0,0,0,0,0,0
ENSG00000214548.18,0,1,0,0,0,0,0,0
ENSG00000258399.7,0,0,0,0,0,0,0,0
ENSG00000254656.3,0,0,0,0,0,0,0,0
ENSG00000225746.13,0,1,0,0,0,0,0,0
ENSG00000201240.1,0,0,0,0,0,0,0,0
ENSG00000201899.1,0,0,0,0,0,0,0,0
ENSG00000212040.3,0,0,0,0,0,0,0,0
ENSG00000199107.3,0,0,0,0,0,0,0,0
ENSG00000223403.6,0,0,0,0,0,0,0,0
ENSG00000230805.8,0,0,0,0,0,0,0,0
ENSG00000288302.2,0,0,0,0,1,0,0,0
ENSG00000259004.2,0,0,0,0,1,0,0,0
ENSG00000286551.1,0,0,1,0,0,0,0,0
ENSG00000277754.1,0,0,0,0,0,0,0,0
ENSG00000288245.1,0,0,0,0,0,0,0,0
ENSG00000258497.1,0,0,0,0,0,0,0,0
ENSG00000258460.3,0,0,0,0,0,0,0,0
ENSG00000259166.1,0,0,0,0,0,0,0,0
ENSG00000258498.9,1,0,0,0,0,0,0,0
ENSG00000258919.1,0,1,0,0,0,0,0,0
ENSG00000258404.1,0,0,0,0,0,0,0,0
ENSG00000241494.1,22,28,11,18,6,5,8,5
ENSG00000258512.1,0,1,0,0,0,1,0,0
ENSG00000289049.1,1,0,0,0,0,0,0,0
ENSG00000078304.19,2332,2402,1791,1906,1950,2214,2613,2288
ENSG00000259088.1,5,7,2,4,1,4,5,3
ENSG00000207208.1,0,0,0,0,1,0,1,0
ENSG00000256705.3,1,2,0,1,1,0,0,1
ENSG00000259161.2,0,0,0,1,0,0,0,0
ENSG00000289482.1,0,0,1,0,0,0,0,0
ENSG00000271780.1,16,12,4,8,8,12,12,9
ENSG00000272444.1,2,1,3,2,0,2,5,9
ENSG00000197102.14,13331,12758,10126,12529,7382,8477,10461,9123
ENSG00000259013.2,0,1,1,1,0,1,0,0
ENSG00000240457.3,1,0,0,1,0,0,0,1
ENSG00000080824.19,30731,30256,25873,27424,27081,32186,32219,31267
ENSG00000140153.18,426,418,313,365,297,372,417,332
ENSG00000080823.23,75,68,69,67,40,47,48,53
ENSG00000022976.16,148,126,102,116,111,159,149,140
ENSG00000100865.15,710,695,520,599,436,498,577,464
ENSG00000196663.16,688,631,479,626,533,560,676,510
ENSG00000156381.9,148,156,126,167,260,235,346,235
ENSG00000259230.1,0,0,1,0,0,0,0,0
ENSG00000239224.3,0,1,2,2,1,4,1,3
ENSG00000089902.10,1582,1535,1257,1472,1188,1340,1610,1360
ENSG00000230988.3,1,1,3,0,0,1,0,1
ENSG00000202459.1,0,0,0,0,0,0,0,0
ENSG00000259508.1,0,0,0,0,2,0,0,0
ENSG00000131323.16,3889,3584,3127,3519,2474,2783,3305,2864
ENSG00000206969.1,1,1,0,0,0,1,0,2
ENSG00000166126.11,6,8,8,4,3,1,4,2
ENSG00000198752.11,2402,2141,1743,2130,1643,1799,2274,2010
ENSG00000259515.1,9,2,1,11,1,2,3,2
ENSG00000213176.4,6,6,8,13,3,3,1,1
ENSG00000289207.1,4,3,0,4,3,1,2,2
ENSG00000283071.1,4,12,4,5,0,0,0,0
ENSG00000205436.8,36,23,9,28,2,2,1,1
ENSG00000288610.1,2,0,2,0,0,0,0,0
ENSG00000259717.1,10,11,12,15,0,0,0,0
ENSG00000185215.11,69463,65140,50985,60608,1367,1173,1540,1580
ENSG00000259374.2,6,3,3,2,0,0,0,0
ENSG00000259535.1,1,3,0,1,0,0,0,0
ENSG00000259525.1,0,0,0,0,0,0,0,0
ENSG00000251533.2,5,2,2,2,0,0,0,0
ENSG00000278071.1,4,1,0,0,0,0,0,0
ENSG00000242837.1,0,0,0,0,0,1,0,1
ENSG00000270938.1,1,0,2,2,0,0,0,0
ENSG00000240624.1,1,0,0,0,0,0,0,0
ENSG00000259775.1,17,17,8,11,10,2,13,13
ENSG00000100664.11,13775,12710,10041,11313,6576,7376,7828,7654
ENSG00000272533.1,1,1,1,4,2,1,1,0
ENSG00000259428.1,0,0,0,1,0,0,0,0
ENSG00000243904.1,10,5,1,2,1,3,3,1
ENSG00000075413.19,3366,3283,2587,2991,1764,1891,2197,2025
ENSG00000244691.1,11,9,11,8,3,2,3,7
ENSG00000166165.14,5453,5477,3291,4044,195,186,229,187
ENSG00000260285.1,57,85,62,73,20,23,21,19
ENSG00000166166.13,790,793,579,677,310,304,374,303
ENSG00000252469.1,0,0,0,0,0,0,0,0
ENSG00000258851.1,0,1,0,0,3,0,2,1
ENSG00000166170.12,961,867,725,832,811,974,1062,995
ENSG00000126214.22,632,631,541,650,505,586,663,558
ENSG00000256053.9,144,142,119,142,124,151,159,158
ENSG00000201184.1,0,0,0,1,1,0,0,0
ENSG00000246451.2,104,98,105,119,94,109,122,109
ENSG00000270108.1,16,13,7,14,8,16,13,18
ENSG00000269910.1,3,8,4,6,2,4,3,1
ENSG00000269940.1,14,10,8,11,9,10,14,13
ENSG00000269958.1,216,161,170,171,179,161,199,161
ENSG00000126215.14,176,181,144,177,217,231,274,194
ENSG00000100711.14,198,169,158,178,241,264,288,253
ENSG00000088808.18,192,160,131,179,195,221,255,191
ENSG00000270591.1,1,2,1,2,2,2,3,2
ENSG00000258735.1,0,0,0,0,0,0,0,0
ENSG00000287346.1,1,0,2,0,1,2,1,0
ENSG00000156411.10,973,918,772,783,799,809,1047,832
ENSG00000156414.20,10,12,5,10,23,22,27,25
ENSG00000242894.3,0,0,0,0,0,1,0,0
ENSG00000166183.16,0,0,0,0,0,0,0,0
ENSG00000258748.1,0,0,0,1,0,0,0,0
ENSG00000066735.15,0,1,0,0,3,0,2,0
ENSG00000258913.2,0,0,0,0,1,0,0,1
ENSG00000213159.4,0,0,0,0,0,0,0,0
ENSG00000258986.7,1,0,0,0,0,1,2,1
ENSG00000258736.1,0,2,0,1,0,0,1,1
ENSG00000260792.1,6,2,1,1,1,1,5,0
ENSG00000265291.1,0,1,0,0,0,0,0,0
ENSG00000203485.14,2450,2254,1735,2269,1888,1723,2311,1930
ENSG00000258858.1,1,1,0,1,1,1,1,1
ENSG00000185100.11,31,33,13,25,39,37,43,32
ENSG00000184990.13,404,393,337,336,534,530,670,489
ENSG00000142208.18,2365,2235,1602,2130,2104,2124,2712,2028
ENSG00000179627.10,218,269,173,189,70,62,83,70
ENSG00000279140.1,3,7,5,1,2,5,3,2
ENSG00000258701.1,22,22,14,22,22,32,26,35
ENSG00000196183.5,33,35,16,24,12,13,8,11
ENSG00000258811.1,0,4,0,0,0,1,1,1
ENSG00000258593.2,0,0,1,0,0,1,0,0
ENSG00000099814.17,811,822,654,858,648,568,744,609
ENSG00000259067.1,0,0,1,0,0,0,0,0
ENSG00000166428.14,183,238,115,187,121,144,168,144
ENSG00000185567.7,123,116,105,132,160,190,231,188
ENSG00000140104.14,317,302,235,254,203,211,254,217
ENSG00000170779.11,528,505,403,466,415,390,522,417
ENSG00000183484.12,3724,3778,2530,3278,673,716,839,724
ENSG00000257556.3,7,6,5,0,2,7,3,3
ENSG00000280244.1,0,0,0,0,0,0,0,0
ENSG00000287459.1,0,0,0,0,0,0,0,0
ENSG00000184916.9,92,82,60,73,125,118,139,129
ENSG00000183828.15,284,355,231,303,307,344,428,275
ENSG00000185024.18,459,463,352,443,550,571,733,612
ENSG00000184887.14,852,768,613,755,1071,1215,1306,1195
ENSG00000179364.15,1088,1057,900,1015,1286,1242,1522,1216
ENSG00000279495.1,27,37,29,26,35,32,45,44
ENSG00000242085.1,5,3,2,5,3,4,8,1
ENSG00000226174.7,11,8,13,10,14,12,15,7
ENSG00000251602.7,13,3,8,8,16,18,18,13
ENSG00000182979.18,956,936,749,833,979,912,1113,939
ENSG00000257270.1,24,36,29,22,32,35,34,46
ENSG00000182809.11,13,11,8,14,18,9,6,11
ENSG00000213145.10,20,30,20,15,31,33,48,29
ENSG00000257341.5,0,0,0,0,0,0,1,0
ENSG00000185347.18,123,130,78,73,158,147,193,160
ENSG00000184986.11,4,2,1,3,7,6,8,3
ENSG00000234402.1,0,0,0,0,0,0,0,0
ENSG00000211890.4,0,0,0,0,0,0,0,0
ENSG00000211891.6,0,0,0,0,0,0,0,0
ENSG00000211892.4,0,0,0,0,0,0,0,0
ENSG00000211893.4,0,0,0,0,0,0,0,0
ENSG00000253364.2,0,0,0,0,0,0,0,0
ENSG00000253755.1,0,0,0,0,0,0,0,0
ENSG00000211895.5,0,0,0,0,0,0,0,0
ENSG00000211896.7,0,0,0,0,0,0,0,0
ENSG00000211897.9,0,0,0,0,0,0,0,0
ENSG00000211898.8,0,0,0,0,0,0,0,0
ENSG00000211899.10,0,0,0,0,0,0,0,0
ENSG00000289536.1,0,0,1,0,0,0,0,0
ENSG00000226777.8,0,0,0,0,0,0,0,0
ENSG00000288730.1,1,0,0,0,0,0,0,0
ENSG00000254279.1,0,0,0,0,0,0,0,0
ENSG00000271968.2,0,0,0,0,0,0,0,0
ENSG00000225200.2,78,91,49,77,38,46,66,28
ENSG00000253345.1,0,0,0,0,0,0,0,0
ENSG00000238275.2,0,0,0,0,0,0,0,0
ENSG00000228966.2,0,0,0,0,0,0,0,0
ENSG00000283562.1,0,0,0,0,0,0,0,0
ENSG00000270816.6,0,0,0,0,0,0,0,0
ENSG00000211962.2,0,0,0,0,0,0,0,0
ENSG00000253386.1,0,0,0,0,0,0,0,0
ENSG00000211966.2,0,0,0,0,0,0,0,0
ENSG00000199480.1,0,0,0,0,0,0,0,0
ENSG00000253747.1,0,0,0,0,0,0,0,0
ENSG00000224650.2,0,0,0,0,0,0,0,0
ENSG00000254134.1,0,0,0,0,0,0,0,0
ENSG00000253674.1,0,0,0,0,0,0,0,0
ENSG00000215567.5,0,0,0,0,0,0,0,0
ENSG00000258463.1,0,0,0,0,0,0,0,0
ENSG00000259769.1,0,0,0,1,0,0,0,0
ENSG00000258780.1,0,2,0,0,0,0,0,0
ENSG00000258628.1,0,1,0,0,0,0,0,0
ENSG00000259156.7,2,1,0,0,0,0,0,0
ENSG00000258654.1,0,0,0,0,0,0,0,0
