gene_id,MFN01,MFN02,MFN03,MFN04,MFPA01,MFPA02,MFPA03,MFPA04
ENSG00000201109.1,0,0,0,0,0,0,1,0
ENSG00000128607.14,732,944,1092,980,1033,978,915,1068
ENSG00000229196.4,0,0,1,0,0,0,0,0
ENSG00000146842.17,369,428,503,491,211,157,181,208
ENSG00000240571.1,1,3,0,2,0,1,0,0
ENSG00000165120.5,0,0,0,0,0,1,1,1
ENSG00000270992.1,0,0,1,0,0,0,0,0
ENSG00000158516.12,0,0,0,0,3,2,1,1
ENSG00000128510.12,1,0,1,0,4,2,4,4
ENSG00000158525.16,1,0,0,0,0,0,0,0
ENSG00000091704.10,0,0,0,0,0,0,2,0
ENSG00000106477.20,150,207,223,170,47,39,38,46
ENSG00000259920.1,0,0,0,0,0,1,3,1
ENSG00000106484.16,24,31,27,13,6,8,10,9
ENSG00000270823.1,0,1,0,0,5,3,4,1
ENSG00000158623.14,257,275,350,290,92,100,71,94
ENSG00000270953.1,0,0,2,1,1,0,0,1
ENSG00000286214.1,0,1,0,1,0,1,4,0
ENSG00000226045.1,0,0,0,0,2,1,2,1
ENSG00000213265.9,0,0,0,0,0,1,1,0
ENSG00000287547.1,0,0,0,0,0,0,1,0
ENSG00000266265.4,1,1,0,0,1,0,2,2
ENSG00000271522.1,0,0,1,0,0,0,0,0
ENSG00000285106.2,5,8,9,12,35,30,41,43
ENSG00000232716.2,0,0,1,2,4,2,1,2
ENSG00000233559.2,8,4,3,4,4,7,15,11
ENSG00000284032.1,0,0,0,0,0,0,0,1
ENSG00000226380.9,19,19,22,10,26,29,38,42
ENSG00000271204.1,5,3,5,2,0,1,2,1
ENSG00000273319.1,8,6,5,5,3,5,13,11
ENSG00000231721.7,41,49,38,37,49,63,80,79
ENSG00000199627.1,0,0,0,0,0,0,1,1
ENSG00000128585.18,920,985,1116,1107,451,369,366,508
ENSG00000233287.1,2,3,2,4,2,1,3,1
ENSG00000236753.7,54,39,55,51,35,35,44,44
ENSG00000273489.1,0,4,2,1,0,1,1,0
ENSG00000128567.17,100,105,126,121,20,19,30,18
ENSG00000224545.1,1,0,0,0,1,1,1,0
ENSG00000213261.3,21,40,46,40,34,28,36,34
ENSG00000236238.2,0,0,0,1,0,1,0,0
ENSG00000236395.1,1,1,0,0,0,0,0,0
ENSG00000236281.1,1,0,0,1,4,4,6,3
ENSG00000233263.1,0,1,0,0,0,2,3,2
ENSG00000224865.8,0,0,0,0,3,0,5,0
ENSG00000221866.10,0,1,1,2,5,1,10,4
ENSG00000223436.1,1,2,1,1,0,0,0,0
ENSG00000183470.9,0,0,0,0,1,0,2,0
ENSG00000201009.1,0,0,0,0,0,0,1,0
ENSG00000225881.2,0,0,0,0,0,0,1,0
ENSG00000106554.13,1058,1181,1441,1202,1152,1132,1173,1225
ENSG00000227197.1,0,2,1,1,0,0,0,0
ENSG00000283041.1,202,216,238,216,228,215,206,253
ENSG00000237821.1,5,6,7,7,8,7,6,12
ENSG00000131558.15,1038,1148,1326,1244,478,477,435,481
ENSG00000235429.1,0,0,1,1,0,0,0,0
ENSG00000235967.1,0,0,1,0,0,0,0,0
ENSG00000226205.1,0,0,1,1,0,0,0,0
ENSG00000155530.3,20,15,19,20,4,1,9,3
ENSG00000231098.1,0,0,0,0,0,0,0,0
ENSG00000205060.11,485,628,783,652,23,34,27,47
ENSG00000273297.3,2,4,4,2,1,1,3,0
ENSG00000085662.14,1052,1114,1378,1108,692,607,702,697
ENSG00000198074.10,1,1,1,0,2,2,6,3
ENSG00000227471.9,0,0,0,0,0,1,4,1
ENSG00000172331.12,221,220,272,240,96,83,85,96
ENSG00000224375.1,0,0,0,0,2,2,5,4
ENSG00000122786.20,2,2,0,2,3,9,20,6
ENSG00000286458.1,0,1,0,0,1,0,0,0
ENSG00000289175.1,0,0,0,0,5,0,4,4
ENSG00000146856.14,41,33,52,23,7,2,12,8
ENSG00000122783.17,246,280,336,311,75,52,78,75
ENSG00000223500.1,1,0,1,1,1,0,1,0
ENSG00000146859.6,231,257,305,281,105,68,79,79
ENSG00000272941.1,6,3,9,4,1,0,0,3
ENSG00000287733.1,3,7,1,3,3,2,4,3
ENSG00000105875.15,639,739,847,764,61,46,62,66
ENSG00000231794.5,0,0,1,1,0,0,0,0
ENSG00000277138.1,0,0,0,0,0,0,0,1
ENSG00000146857.5,0,1,0,1,0,0,1,0
ENSG00000276067.2,0,0,0,1,4,4,10,5
ENSG00000080802.20,494,501,625,530,228,191,212,220
ENSG00000227073.1,2,1,2,3,0,0,0,0
ENSG00000155561.15,1505,1686,1965,1877,332,303,321,374
ENSG00000271414.1,1,0,0,2,0,0,0,1
ENSG00000223718.3,1,5,1,2,0,1,0,3
ENSG00000243317.8,708,741,888,817,441,417,413,540
ENSG00000212303.1,0,0,0,1,0,1,3,1
ENSG00000164707.16,33,36,45,33,8,10,11,8
ENSG00000189320.9,0,0,0,1,0,0,2,1
ENSG00000224746.2,2,3,0,0,3,1,3,2
ENSG00000105887.11,3423,4256,4478,4370,4489,4463,3746,4659
ENSG00000199700.1,0,0,0,0,0,1,0,1
ENSG00000232053.7,28,24,34,32,45,48,52,60
ENSG00000206705.1,0,0,0,0,1,0,2,0
ENSG00000226066.1,0,0,2,0,1,1,1,0
ENSG00000234352.9,0,0,0,0,7,10,16,7
ENSG00000231244.1,2,1,1,0,1,0,0,1
ENSG00000181072.12,0,0,0,0,0,0,2,0
ENSG00000223657.2,0,0,0,0,1,0,1,0
ENSG00000224469.1,0,0,0,0,0,0,0,0
ENSG00000231114.1,0,0,0,0,0,1,0,0
ENSG00000228031.4,0,0,1,0,0,0,2,2
ENSG00000157680.16,9,6,11,9,26,19,15,25
ENSG00000279483.2,15,14,6,14,13,5,7,16
ENSG00000230383.1,14,22,17,17,19,14,10,9
ENSG00000182158.16,1006,1264,1349,1207,257,218,265,318
ENSG00000237243.1,1,0,0,0,0,0,0,0
ENSG00000122787.15,0,0,0,0,2,1,2,0
ENSG00000231923.1,0,0,0,0,1,0,0,1
ENSG00000231931.1,0,0,0,1,1,0,1,1
ENSG00000233951.3,0,0,0,0,0,0,2,0
ENSG00000225559.1,0,0,0,0,0,1,1,0
ENSG00000201465.1,0,0,0,0,0,0,0,4
ENSG00000213238.6,0,1,0,0,0,0,0,2
ENSG00000213237.4,4,5,2,2,19,18,21,8
ENSG00000214815.2,0,0,0,2,0,0,0,1
ENSG00000122779.18,727,886,985,979,610,546,535,648
ENSG00000234995.1,1,0,1,1,0,1,0,0
ENSG00000157703.16,0,0,0,0,1,0,2,0
ENSG00000234658.1,0,0,0,0,1,0,1,0
ENSG00000243099.1,4,4,1,1,4,5,9,7
ENSG00000223721.3,0,0,0,0,2,0,0,1
ENSG00000105929.16,0,0,0,0,9,17,22,7
ENSG00000214128.11,1,0,0,0,3,4,5,8
ENSG00000122778.10,58,64,82,55,15,10,13,15
ENSG00000146858.8,75,98,90,81,7,4,12,5
ENSG00000105939.14,1755,2023,2363,2112,651,511,551,662
ENSG00000229677.1,1,1,2,1,0,0,0,0
ENSG00000105948.13,89,115,122,102,23,22,18,21
ENSG00000239254.1,1,1,1,2,0,0,1,0
ENSG00000271537.1,1,1,2,0,0,0,0,0
ENSG00000228360.1,0,1,6,0,2,2,3,1
ENSG00000271404.1,0,0,0,0,0,1,0,0
ENSG00000157741.15,425,509,515,529,181,133,158,166
ENSG00000164898.13,3,4,4,4,5,2,8,2
ENSG00000146963.18,398,475,469,427,288,248,255,345
ENSG00000273391.1,4,1,0,1,0,1,1,1
ENSG00000188883.5,0,4,7,4,2,1,3,0
ENSG00000253183.1,2,4,1,0,9,3,3,1
ENSG00000236279.7,0,0,1,0,0,1,1,0
ENSG00000254270.1,2,0,2,0,0,0,2,1
ENSG00000064393.16,4297,5004,5894,5458,2175,1785,1994,2479
ENSG00000059377.18,1345,1419,1679,1342,327,272,328,382
ENSG00000059378.13,582,617,702,698,173,163,145,192
ENSG00000006459.11,861,901,952,1099,754,666,679,959
ENSG00000251728.1,0,2,5,2,0,0,0,2
ENSG00000260231.2,61,64,82,67,258,226,245,324
ENSG00000199283.1,0,0,0,0,0,0,0,1
ENSG00000241661.1,0,0,0,0,0,0,1,0
ENSG00000157800.18,76,104,102,83,53,44,73,64
ENSG00000146955.11,0,0,0,1,8,8,7,0
ENSG00000103200.6,0,0,0,0,0,0,0,1
ENSG00000133606.11,1297,1571,1868,1570,1217,1101,1136,1256
ENSG00000146966.13,0,0,1,1,2,1,3,2
ENSG00000285904.1,0,0,0,0,0,9,3,6
ENSG00000240173.3,0,0,0,0,0,0,0,1
ENSG00000133597.11,429,432,593,469,193,175,161,204
ENSG00000090266.13,368,473,519,408,203,198,221,212
ENSG00000240889.1,6,1,1,1,3,4,5,4
ENSG00000157764.14,564,593,754,694,578,563,529,629
ENSG00000271932.1,0,1,0,0,0,0,0,0
ENSG00000242703.1,0,0,0,0,1,0,1,0
ENSG00000090263.16,196,257,282,232,60,54,62,61
ENSG00000261115.7,0,1,2,3,4,0,0,3
ENSG00000261778.1,0,0,0,0,0,0,1,0
ENSG00000261624.1,0,0,0,0,2,1,0,1
ENSG00000285841.1,0,0,0,0,1,0,0,0
ENSG00000261570.2,0,0,0,0,0,3,1,0
ENSG00000261797.1,0,0,0,0,0,0,1,0
ENSG00000006530.18,378,441,475,410,90,125,84,120
ENSG00000244701.1,1,1,0,2,0,0,0,0
ENSG00000257093.7,167,191,183,161,24,24,31,31
ENSG00000270157.1,6,8,6,5,1,1,2,0
ENSG00000228775.8,9,9,9,8,7,2,9,5
ENSG00000214102.7,1,0,0,0,2,1,2,4
ENSG00000106028.11,727,895,1033,880,326,284,316,352
ENSG00000127362.2,3,2,1,4,0,0,0,0
ENSG00000127364.4,18,15,22,9,2,0,2,1
ENSG00000270923.1,4,1,1,0,0,0,0,0
ENSG00000127366.5,3,7,7,11,0,0,2,0
ENSG00000241926.1,0,0,0,0,0,0,1,0
ENSG00000224354.2,0,1,0,0,0,0,0,0
ENSG00000239648.1,2,2,1,0,0,0,1,0
ENSG00000240677.1,0,0,0,0,0,0,1,0
ENSG00000165076.14,1,0,0,0,3,2,8,2
ENSG00000240031.1,0,0,0,1,0,0,0,0
ENSG00000257335.8,76,83,84,88,7,19,21,13
ENSG00000244292.1,0,0,0,1,5,4,8,5
ENSG00000258083.2,2,2,1,3,1,4,6,4
ENSG00000258227.7,359,410,443,448,10,11,15,19
ENSG00000257138.1,0,0,1,0,0,0,1,0
ENSG00000257743.9,10,14,16,10,6,4,4,2
ENSG00000240268.6,0,0,0,0,0,0,0,1
ENSG00000258223.6,0,0,0,0,0,0,1,0
ENSG00000186163.9,0,0,0,0,0,0,2,0
ENSG00000211745.3,0,0,0,0,0,0,1,0
ENSG00000282939.1,0,0,0,0,0,0,0,0
ENSG00000243889.1,0,0,0,0,0,0,1,0
ENSG00000211714.3,6,5,5,1,0,2,3,3
ENSG00000239944.1,2,6,2,3,1,0,0,1
ENSG00000211715.1,0,1,0,0,0,0,0,0
ENSG00000244661.1,0,0,0,0,0,0,1,0
ENSG00000241657.1,1,0,0,0,0,0,0,0
ENSG00000227550.2,0,0,0,0,0,0,1,0
ENSG00000274752.1,0,0,0,1,0,0,0,0
ENSG00000276819.1,0,0,0,0,0,0,1,0
ENSG00000275243.1,0,0,0,0,0,0,1,1
ENSG00000276557.1,0,0,0,0,0,0,1,0
ENSG00000270672.1,2,1,2,3,15,11,21,11
ENSG00000211752.3,0,0,0,0,0,0,1,0
ENSG00000288882.1,0,0,0,0,1,3,6,1
ENSG00000286831.1,0,0,0,0,0,0,1,0
ENSG00000250591.3,0,0,0,0,0,0,1,0
ENSG00000211764.1,0,0,0,0,0,1,0,0
ENSG00000237254.2,0,0,0,0,0,0,0,1
ENSG00000106123.12,31,34,48,38,8,10,15,12
ENSG00000165125.22,4,7,2,1,0,1,1,0
ENSG00000286569.1,0,0,0,0,3,1,5,5
ENSG00000127412.7,2,1,3,4,3,1,4,0
ENSG00000165131.8,1,1,1,1,0,0,1,0
ENSG00000197993.9,3,3,4,1,0,0,3,1
ENSG00000179468.6,0,0,0,0,0,0,0,0
ENSG00000239293.1,0,0,0,0,0,0,0,0
ENSG00000179420.11,0,0,0,0,5,5,9,5
ENSG00000159763.4,0,0,0,0,0,0,1,0
ENSG00000236398.2,0,0,0,1,0,0,0,0
ENSG00000268170.2,1,0,0,0,0,0,0,0
ENSG00000221937.4,0,0,0,1,0,0,0,0
ENSG00000197448.14,1333,1319,1736,1288,326,282,326,362
ENSG00000231840.2,0,0,0,1,2,0,2,0
ENSG00000178826.11,1,1,2,1,0,1,0,1
ENSG00000106144.20,693,745,885,726,146,145,154,178
ENSG00000239419.3,2,5,7,4,1,0,1,0
ENSG00000240322.3,3,2,0,2,0,0,0,0
ENSG00000231531.5,0,1,2,2,0,0,1,0
ENSG00000188037.14,1,2,2,0,1,0,1,1
ENSG00000159784.18,91,104,106,103,10,10,17,12
ENSG00000272619.1,0,0,1,0,0,0,3,1
ENSG00000232533.2,299,278,303,259,164,110,150,178
ENSG00000159840.16,8707,7893,9440,7927,6360,5644,6161,6602
ENSG00000146904.9,24,26,36,16,3,2,5,3
ENSG00000229153.6,1,3,4,4,1,1,5,0
ENSG00000176510.5,5,5,5,5,0,2,2,3
ENSG00000229977.2,1,0,0,0,0,0,0,0
ENSG00000271079.1,0,0,2,0,0,0,0,0
ENSG00000223459.6,4,1,8,3,0,0,0,1
ENSG00000283537.2,0,0,0,0,0,1,0,0
ENSG00000170379.21,18,23,20,22,38,33,32,42
ENSG00000283528.2,0,0,0,0,1,0,0,0
ENSG00000252523.1,0,0,0,0,1,0,0,0
ENSG00000271321.1,0,0,0,0,0,0,0,1
ENSG00000253882.7,0,0,1,1,1,1,1,3
ENSG00000232145.1,0,0,0,0,0,0,1,0
ENSG00000159860.7,0,0,0,0,0,0,0,0
ENSG00000198420.10,58,56,82,74,19,15,8,5
ENSG00000213215.5,0,0,0,0,1,0,4,1
ENSG00000270729.1,0,0,0,0,0,1,2,0
ENSG00000221813.4,0,0,0,0,1,0,0,0
ENSG00000221836.4,0,0,0,0,1,0,3,1
ENSG00000221933.3,0,0,0,0,1,0,1,1
ENSG00000221858.3,0,0,0,0,0,0,1,0
ENSG00000221989.3,0,0,0,0,0,0,1,0
ENSG00000239981.1,0,0,0,0,0,0,1,1
ENSG00000273234.1,0,0,0,0,0,0,0,0
ENSG00000240621.1,0,0,0,0,0,0,0,0
ENSG00000288784.1,0,0,0,0,0,0,0,0
ENSG00000213214.6,5,2,3,3,2,1,1,1
ENSG00000244198.7,20,22,35,33,5,4,6,2
ENSG00000212807.3,4,4,2,2,0,0,1,0
ENSG00000170356.9,7,8,3,7,0,1,4,1
ENSG00000243896.4,2,3,6,2,0,1,2,1
ENSG00000289604.1,0,2,1,0,0,0,0,0
ENSG00000204959.4,19,18,18,15,4,7,5,3
ENSG00000228960.6,3,3,5,1,0,1,3,1
ENSG00000244479.7,3,3,2,2,0,2,3,2
ENSG00000221970.4,2,1,3,5,0,1,0,0
ENSG00000050327.15,28,32,45,30,16,13,14,21
ENSG00000106410.15,0,0,0,0,0,0,1,1
ENSG00000242978.1,0,0,1,0,0,0,0,0
ENSG00000196511.15,291,297,362,303,85,88,105,84
ENSG00000243746.1,30,28,28,38,33,28,26,32
ENSG00000236343.1,0,0,0,0,0,0,1,1
ENSG00000214035.3,0,0,0,0,0,1,0,0
ENSG00000225918.1,1,1,5,0,1,1,2,1
ENSG00000231839.1,0,0,0,0,8,8,14,9
ENSG00000230746.3,0,0,1,0,1,0,1,0
ENSG00000174469.23,0,1,1,0,8,6,15,5
ENSG00000274118.1,0,0,0,0,2,0,2,1
ENSG00000236795.1,0,0,0,0,1,0,0,0
ENSG00000232391.1,0,0,0,1,0,0,0,0
ENSG00000251936.1,0,0,1,0,0,0,0,0
ENSG00000242266.3,0,0,0,0,6,2,1,1
ENSG00000243374.3,0,0,0,0,0,1,0,0
ENSG00000283504.1,0,0,0,0,0,0,1,0
ENSG00000283648.1,0,0,0,0,0,0,1,0
ENSG00000213210.4,0,0,0,0,0,0,0,0
ENSG00000213209.2,0,2,0,0,0,0,1,1
ENSG00000273314.1,4,15,7,10,7,4,4,7
ENSG00000055130.18,1090,1189,1389,1255,495,477,481,570
ENSG00000106462.12,843,922,1007,970,131,111,126,126
ENSG00000251712.3,0,0,0,0,0,0,0,0
ENSG00000275586.1,1,0,0,0,1,0,0,0
ENSG00000239468.3,1,0,0,0,0,1,2,3
ENSG00000286180.1,0,0,2,2,0,0,1,0
ENSG00000286171.1,0,0,1,1,0,0,0,0
ENSG00000202354.1,0,0,0,0,1,0,0,0
ENSG00000201098.1,2,0,0,1,0,0,0,0
ENSG00000281189.1,13,8,10,11,3,2,5,0
ENSG00000155660.11,3062,3673,4255,3340,2585,2193,2546,2818
ENSG00000202528.1,0,0,0,0,1,1,1,1
ENSG00000234565.1,0,0,0,0,1,0,1,1
ENSG00000197362.15,92,91,116,111,19,19,25,31
ENSG00000204947.9,74,91,96,77,31,26,34,24
ENSG00000240877.3,1,2,4,0,0,0,2,0
ENSG00000197024.9,381,378,488,378,143,141,133,165
ENSG00000239719.1,4,4,0,2,2,4,6,3
ENSG00000170265.12,520,523,685,516,336,287,305,368
ENSG00000170260.9,151,165,192,183,82,74,71,101
ENSG00000204946.10,335,374,408,352,70,44,52,65
ENSG00000271664.1,3,6,10,6,5,6,9,3
ENSG00000244560.7,32,33,26,20,4,2,1,2
ENSG00000231397.1,0,1,0,1,0,1,0,0
ENSG00000215311.3,5,3,1,1,0,1,3,0
ENSG00000228151.1,0,0,0,0,3,6,5,1
ENSG00000261842.1,0,0,1,0,0,0,0,0
ENSG00000196453.8,309,333,390,314,310,259,294,301
ENSG00000181220.18,638,640,766,610,500,392,493,502
ENSG00000288997.1,1,4,2,1,2,2,5,2
ENSG00000133624.14,218,226,277,208,16,11,32,17
ENSG00000133619.18,109,101,142,111,19,10,16,19
ENSG00000181444.13,63,56,81,47,7,6,4,7
ENSG00000197558.13,63,55,75,45,5,1,10,2
ENSG00000106479.11,256,303,322,283,28,22,36,34
ENSG00000280149.1,7,16,18,12,3,1,3,2
ENSG00000273419.1,2,6,2,1,0,0,0,0
ENSG00000204934.10,17,10,26,15,3,1,3,3
ENSG00000171130.19,191,171,235,170,77,67,75,70
ENSG00000273293.1,0,0,1,0,0,0,0,0
ENSG00000279536.1,0,1,0,0,0,0,0,0
ENSG00000224016.2,1,0,0,0,0,0,0,0
ENSG00000260555.1,0,0,0,0,0,0,1,0
ENSG00000286912.1,2,1,0,2,0,0,1,0
ENSG00000106526.11,0,8,3,2,0,1,3,3
ENSG00000188707.6,43,38,71,51,6,1,3,7
ENSG00000127399.15,2,6,7,7,0,1,1,1
ENSG00000261305.2,0,0,0,0,0,0,0,0
ENSG00000106538.10,0,0,0,0,0,0,2,0
ENSG00000240449.1,12,9,13,15,1,1,1,0
ENSG00000214022.12,1006,989,1256,1051,415,394,379,470
ENSG00000196456.13,84,95,97,66,27,23,36,28
ENSG00000239377.1,0,3,4,3,0,0,0,1
ENSG00000284691.1,84,62,81,60,49,49,62,67
ENSG00000242258.2,76,84,92,81,12,7,5,7
ENSG00000171115.4,2151,1869,2044,2204,108,93,98,112
ENSG00000271582.1,0,0,0,0,0,0,1,0
ENSG00000213205.3,0,0,1,0,0,0,0,0
ENSG00000179144.5,0,0,0,0,0,0,1,0
ENSG00000133574.10,42,53,41,51,6,2,4,1
ENSG00000271568.1,0,0,0,0,0,1,1,0
ENSG00000133561.15,223,283,356,243,19,16,20,27
ENSG00000270990.1,0,0,0,0,0,0,0,0
ENSG00000106560.11,323,423,457,409,129,161,148,171
ENSG00000213203.3,41,37,63,43,14,14,14,26
ENSG00000196329.12,23,26,33,42,7,3,0,2
ENSG00000177590.7,0,1,0,0,0,0,0,0
ENSG00000241134.3,1,0,0,0,0,0,0,0
ENSG00000289470.1,452,474,436,480,28,30,34,33
ENSG00000106565.18,100,141,177,122,37,21,30,25
ENSG00000002933.9,15,9,23,18,3,3,4,0
ENSG00000002726.21,369,382,527,328,79,67,92,84
ENSG00000289052.1,0,3,1,3,1,0,0,0
ENSG00000055118.17,6,13,16,6,7,6,7,11
ENSG00000164867.11,8,12,16,12,6,7,9,3
ENSG00000181652.20,8,6,2,2,4,3,5,6
ENSG00000197150.13,361,351,437,360,114,94,111,91
ENSG00000243433.1,5,5,6,0,4,2,1,2
ENSG00000213199.8,31,30,31,22,16,6,13,12
ENSG00000164885.13,324,333,412,284,69,60,71,59
ENSG00000164889.15,1586,1707,2131,1673,468,421,450,427
ENSG00000244151.1,3,2,6,1,0,0,0,0
ENSG00000164896.21,796,675,924,736,239,225,264,258
ENSG00000164897.14,507,469,605,438,566,476,542,609
ENSG00000133612.19,4436,4197,5191,4312,4573,3932,4410,4766
ENSG00000164900.5,3,0,2,0,0,0,0,0
ENSG00000146926.11,0,0,0,0,0,0,0,0
ENSG00000278685.4,0,0,0,1,0,0,0,0
ENSG00000285480.2,2,1,0,1,1,0,0,1
ENSG00000033050.9,309,301,382,341,88,102,128,125
ENSG00000033100.17,1551,1577,1870,1558,694,531,656,787
ENSG00000082014.17,78,80,98,69,40,37,43,49
ENSG00000013374.17,723,766,994,804,335,322,320,362
ENSG00000187260.16,1,2,3,3,1,0,5,3
ENSG00000241456.1,0,0,0,0,0,0,0,0
ENSG00000127377.10,1,0,0,0,0,0,1,0
ENSG00000265810.1,0,0,0,0,0,0,0,0
ENSG00000241959.3,0,0,1,0,1,0,2,0
ENSG00000106615.10,1120,1313,1479,1239,1882,1601,1669,1956
ENSG00000240132.1,1,9,4,4,3,4,6,5
ENSG00000106617.15,193,237,280,230,256,210,264,274
ENSG00000242048.3,16,10,14,11,6,8,6,4
ENSG00000239911.3,20,21,17,13,6,5,11,7
ENSG00000227562.1,0,0,0,0,0,0,0,1
ENSG00000106648.14,0,0,0,0,13,7,10,7
ENSG00000276213.1,0,0,1,0,1,2,2,1
ENSG00000178234.13,585,657,805,684,181,188,188,235
ENSG00000229591.1,1,5,3,3,2,2,0,1
ENSG00000213188.3,2,1,3,0,1,1,0,2
ENSG00000055609.21,2084,2561,2876,2632,409,370,476,530
ENSG00000270405.1,3,1,2,2,0,1,0,1
ENSG00000204894.4,1,0,0,0,2,0,0,0
ENSG00000241007.1,4,1,3,4,1,1,0,4
ENSG00000253088.1,0,0,0,0,0,0,1,0
ENSG00000241735.2,1,9,1,2,6,6,7,4
ENSG00000020219.9,0,0,0,0,0,1,2,2
ENSG00000261455.1,45,70,79,42,23,18,32,30
ENSG00000231139.1,0,0,0,0,0,0,0,0
ENSG00000285912.1,0,0,0,0,0,1,0,0
ENSG00000225416.1,0,4,6,3,3,5,2,3
ENSG00000196584.3,217,260,287,262,1,1,9,4
ENSG00000289146.1,0,0,0,0,1,2,4,2
ENSG00000214003.2,1,0,1,0,0,0,0,0
ENSG00000133627.18,81,87,99,84,8,13,14,14
ENSG00000286565.1,0,1,1,0,2,3,7,5
ENSG00000224104.1,0,0,0,0,0,0,1,0
ENSG00000234722.5,0,2,3,0,5,4,9,6
ENSG00000287744.1,0,0,0,0,0,0,1,1
ENSG00000130226.17,0,0,0,0,18,15,21,13
ENSG00000214106.9,103,136,115,109,18,19,28,22
ENSG00000157212.19,234,262,336,293,42,46,48,50
ENSG00000273183.1,3,4,6,6,1,1,0,0
ENSG00000273344.1,43,32,56,32,12,15,18,18
ENSG00000220575.8,0,0,0,0,0,0,1,0
ENSG00000157219.5,0,0,0,0,0,3,1,1
ENSG00000201066.1,0,0,0,0,0,1,0,1
ENSG00000217825.2,5,7,4,5,2,2,2,2
ENSG00000287865.1,0,0,1,1,0,0,1,1
ENSG00000278998.1,0,0,0,0,0,0,0,0
ENSG00000273117.1,17,14,18,15,26,19,24,41
ENSG00000186480.13,2072,2243,2565,2377,11623,11352,10355,12964
ENSG00000204960.7,1,0,3,1,1,2,3,1
ENSG00000218672.1,0,0,0,1,1,2,1,1
ENSG00000260426.1,0,1,0,0,0,0,0,0
ENSG00000288051.1,0,0,0,0,0,0,1,0
ENSG00000164778.4,6,13,19,20,33,17,26,31
ENSG00000146910.14,0,0,0,0,0,2,0,0
ENSG00000283128.3,0,1,1,0,5,8,7,7
ENSG00000287610.1,0,0,0,0,0,0,1,0
ENSG00000216895.9,23,35,49,36,1,3,4,6
ENSG00000184863.11,1233,1412,1656,1482,1154,1033,1113,1249
ENSG00000164690.8,1,0,1,1,6,2,11,0
ENSG00000204876.5,29,31,39,43,83,66,76,87
ENSG00000289588.1,32,23,43,39,52,50,36,70
ENSG00000182648.14,95,85,118,107,55,53,56,60
ENSG00000234450.1,1,4,2,4,1,0,1,0
ENSG00000105982.17,16,28,23,21,3,3,4,3
ENSG00000224903.2,10,5,4,6,0,0,2,3
ENSG00000105983.23,400,456,531,512,149,141,141,141
ENSG00000146909.8,840,967,1137,985,245,221,244,246
ENSG00000130675.15,4,9,7,3,2,0,5,0
ENSG00000235029.1,0,0,0,2,5,1,3,1
ENSG00000243479.3,1,1,0,1,0,0,1,0
ENSG00000229365.3,0,0,0,0,0,0,0,1
ENSG00000269446.2,37,64,60,41,386,407,364,399
ENSG00000009335.18,2092,2476,2853,2549,728,718,733,884
ENSG00000225224.1,3,15,4,7,4,2,2,3
ENSG00000236018.2,2,1,9,6,1,0,5,2
ENSG00000224629.1,3,5,6,3,1,0,0,2
ENSG00000229660.1,0,0,1,1,0,0,0,0
ENSG00000105993.15,1501,1662,1884,1639,915,861,892,1030
ENSG00000234210.1,1,1,0,0,0,0,1,0
ENSG00000223872.2,0,0,1,0,0,0,0,0
ENSG00000233191.2,1,0,0,0,0,1,2,1
ENSG00000155093.19,147,159,200,156,149,121,154,127
ENSG00000222012.1,0,4,1,0,2,0,2,3
ENSG00000233038.6,35,47,58,42,1,3,3,2
ENSG00000272839.1,9,16,14,12,0,0,0,1
ENSG00000285821.1,0,0,0,0,0,0,1,0
ENSG00000231980.1,0,0,0,0,0,0,2,0
ENSG00000225365.1,0,1,0,2,2,0,0,0
ENSG00000265598.1,0,0,0,0,0,1,0,0
ENSG00000224324.1,2,1,2,1,0,0,0,0
ENSG00000146918.20,1306,1535,1835,1460,124,109,119,121
ENSG00000228030.2,3,2,4,3,0,0,1,0
ENSG00000117868.18,2301,2713,3170,2731,2407,2220,2316,2493
ENSG00000126870.16,211,222,230,230,23,31,43,43
ENSG00000286407.1,2,2,0,2,0,0,0,2
ENSG00000231419.6,0,0,0,0,0,1,5,1
ENSG00000106018.14,5,2,1,1,15,29,25,25
ENSG00000287184.1,0,0,0,0,1,0,0,0
ENSG00000253896.3,0,0,0,0,0,0,0,0
ENSG00000176269.4,0,0,0,0,0,0,1,0
ENSG00000255464.1,0,0,0,1,0,0,0,0
ENSG00000253166.2,2,0,1,0,0,2,1,0
ENSG00000223508.5,22,20,29,16,16,8,14,12
ENSG00000172748.14,55,55,101,78,15,15,18,21
ENSG00000272812.1,1,8,5,6,2,1,5,3
ENSG00000272240.1,5,9,8,1,1,1,3,0
ENSG00000273402.1,3,3,4,2,0,0,1,1
ENSG00000288985.1,0,0,0,0,0,1,2,0
ENSG00000249868.5,0,0,0,0,1,0,2,0
ENSG00000147364.17,249,312,370,284,199,177,205,216
ENSG00000279852.1,0,0,1,0,0,1,1,0
ENSG00000180190.13,0,0,0,1,0,0,1,0
ENSG00000104714.14,401,397,482,415,180,150,162,191
ENSG00000254207.1,0,0,1,1,0,0,1,0
ENSG00000198010.13,4,2,3,1,3,2,7,9
ENSG00000282692.1,0,0,0,0,0,0,1,0
ENSG00000275427.1,0,0,0,0,1,0,0,1
ENSG00000260721.1,0,0,0,0,0,0,2,0
ENSG00000282160.1,0,0,0,0,1,0,2,1
