gene_id,MFN01,MFN02,MFN03,MFN04,MFPA01,MFPA02,MFPA03,MFPA04
ENSG00000279946.1,2,1,1,1,5,5,10,5
ENSG00000143486.16,868,1009,1140,931,346,316,331,364
ENSG00000237605.3,2,2,0,1,3,2,1,3
ENSG00000143479.18,363,379,386,441,492,469,403,469
ENSG00000162889.11,5306,5513,6348,5776,6247,5809,5760,6562
ENSG00000224114.1,5,3,3,0,7,6,11,4
ENSG00000199349.1,1,0,0,1,0,2,2,1
ENSG00000136634.7,9,9,22,20,16,15,15,19
ENSG00000142224.18,3,1,6,2,6,5,8,3
ENSG00000162891.11,0,0,0,0,1,1,0,2
ENSG00000162892.16,6,12,11,13,35,43,40,56
ENSG00000162894.12,220,275,280,244,132,104,143,127
ENSG00000271680.1,0,1,3,1,1,0,2,0
ENSG00000226945.1,8,3,7,8,6,1,0,5
ENSG00000162896.6,175,241,298,208,44,29,44,45
ENSG00000162897.16,165,182,252,176,16,23,18,10
ENSG00000182795.13,1,4,3,2,1,0,1,1
ENSG00000123836.15,200,246,324,247,33,28,29,30
ENSG00000180667.11,546,578,715,705,270,256,256,322
ENSG00000123843.13,0,0,0,0,0,0,4,1
ENSG00000123838.11,1,0,0,0,1,0,0,1
ENSG00000275392.1,0,0,0,0,0,0,1,0
ENSG00000232621.1,0,0,0,0,0,0,1,0
ENSG00000237074.2,0,0,0,0,0,0,1,0
ENSG00000196352.17,1674,1820,1991,1905,1448,1349,1354,1608
ENSG00000283044.1,0,0,0,0,1,0,2,1
ENSG00000117322.18,0,1,1,1,1,0,4,1
ENSG00000203710.12,21,36,54,31,9,11,9,6
ENSG00000236911.6,0,1,0,0,0,0,0,0
ENSG00000197721.17,2,0,8,4,6,5,3,1
ENSG00000244703.3,1,0,1,0,3,4,4,4
ENSG00000226289.1,0,0,0,0,1,0,1,2
ENSG00000274059.1,0,0,0,0,0,0,0,0
ENSG00000285239.1,0,0,0,0,1,0,0,0
ENSG00000117335.20,3735,4509,5046,4761,1615,1648,1380,1814
ENSG00000234219.1,0,1,3,1,2,1,2,3
ENSG00000203709.12,48,37,66,38,5,6,9,3
ENSG00000289071.1,1,0,1,0,0,0,0,0
ENSG00000174059.17,1,0,0,0,5,5,8,7
ENSG00000285719.2,0,0,0,0,2,2,6,4
ENSG00000284237.1,2,1,0,0,1,5,7,1
ENSG00000076356.7,53,62,78,59,30,21,40,27
ENSG00000287220.1,0,0,0,0,0,2,1,0
ENSG00000286198.2,0,0,0,0,2,0,1,0
ENSG00000226843.1,0,0,0,0,2,0,0,0
ENSG00000261453.2,0,0,0,0,0,0,1,0
ENSG00000227887.1,0,0,0,0,0,3,1,0
ENSG00000232812.2,0,0,0,0,1,0,0,0
ENSG00000287046.1,0,0,0,0,2,3,11,10
ENSG00000232537.2,0,0,0,0,0,1,2,2
ENSG00000224540.1,1,0,0,0,0,0,0,0
ENSG00000225712.1,0,0,5,1,1,0,0,3
ENSG00000227940.2,0,0,0,0,0,0,1,0
ENSG00000231648.2,0,0,0,0,1,1,2,1
ENSG00000230937.13,0,0,0,0,5,3,0,0
ENSG00000224260.6,0,0,0,0,1,1,3,1
ENSG00000008118.10,0,0,0,0,2,3,4,3
ENSG00000196878.15,887,993,1223,949,318,281,304,306
ENSG00000227591.6,0,4,2,2,0,1,3,0
ENSG00000123689.6,1653,1763,2239,1646,2460,2150,2469,2515
ENSG00000117594.10,3,7,14,6,6,9,3,4
ENSG00000236136.1,0,0,0,0,0,0,0,0
ENSG00000009790.15,415,497,512,389,16,20,11,11
ENSG00000162757.4,144,176,185,180,24,14,19,21
ENSG00000117595.12,9,20,18,10,5,4,7,3
ENSG00000117597.18,918,921,1033,1013,873,769,739,853
ENSG00000143469.20,0,0,0,0,9,10,20,5
ENSG00000287343.1,0,0,0,0,0,1,1,0
ENSG00000203706.8,0,0,0,0,1,0,0,0
ENSG00000082497.12,0,0,0,0,18,14,25,7
ENSG00000228110.4,8,8,2,4,7,7,16,10
ENSG00000054392.13,68,90,107,80,57,36,53,56
ENSG00000287354.1,0,0,1,0,1,0,0,3
ENSG00000287157.1,0,0,0,0,4,1,2,3
ENSG00000270936.1,0,0,0,0,4,0,1,0
ENSG00000143473.13,2,0,0,0,0,2,3,0
ENSG00000284299.1,1,2,2,1,1,0,0,0
ENSG00000224668.1,0,3,6,5,3,5,3,1
ENSG00000284376.1,0,0,0,0,0,0,3,1
ENSG00000234233.1,0,0,0,0,0,1,0,0
ENSG00000234004.4,5,2,2,1,1,3,1,1
ENSG00000226986.4,10,10,7,4,10,4,5,5
ENSG00000117625.14,544,676,708,701,493,403,441,525
ENSG00000082512.15,56,52,55,59,4,9,17,5
ENSG00000287033.2,1,1,0,0,0,0,1,0
ENSG00000153363.14,115,158,150,102,34,32,45,32
ENSG00000236809.2,1,9,1,4,1,2,2,2
ENSG00000238137.2,2,2,1,0,1,0,1,1
ENSG00000198570.7,0,0,0,0,1,0,2,0
ENSG00000170385.10,963,1366,1567,1450,270,301,238,305
ENSG00000288738.1,4,7,2,1,0,0,1,0
ENSG00000227764.2,0,0,0,0,0,0,1,0
ENSG00000117650.13,163,213,267,184,4,10,6,0
ENSG00000224763.1,1,1,5,1,0,0,1,0
ENSG00000231057.4,0,0,0,0,13,8,10,3
ENSG00000226868.1,0,0,0,0,0,1,0,0
ENSG00000123684.13,1171,1484,1695,1443,371,382,385,436
ENSG00000241395.3,0,1,0,0,3,0,1,2
ENSG00000212205.1,0,0,1,1,2,2,2,2
ENSG00000229258.6,0,0,0,0,1,0,3,2
ENSG00000233626.2,0,3,2,1,0,0,0,0
ENSG00000143493.13,765,794,917,961,150,147,126,148
ENSG00000212187.1,2,0,0,0,2,3,4,2
ENSG00000143476.18,742,891,1014,917,7,7,15,6
ENSG00000220749.4,13,6,13,8,10,8,9,11
ENSG00000264358.1,0,1,0,0,0,0,0,0
ENSG00000229983.1,0,1,1,1,1,2,1,1
ENSG00000226251.7,3,4,4,2,9,4,15,7
ENSG00000066027.12,1123,1301,1667,1402,1468,1351,1298,1660
ENSG00000230063.1,1,2,0,0,1,0,1,2
ENSG00000234915.1,0,1,1,0,1,1,3,0
ENSG00000225338.1,1,4,5,3,2,2,7,3
ENSG00000201544.1,2,3,2,2,1,1,2,1
ENSG00000229832.1,6,5,4,3,3,7,5,5
ENSG00000065600.13,1052,1121,1265,1074,1295,1304,1286,1410
ENSG00000287445.1,9,12,13,5,3,1,1,7
ENSG00000117691.10,754,842,873,806,832,698,916,915
ENSG00000224535.2,4,0,2,0,0,0,0,1
ENSG00000286213.1,0,0,0,0,0,1,1,0
ENSG00000228067.1,2,0,1,1,1,0,2,1
ENSG00000260805.2,10,5,7,8,9,7,7,6
ENSG00000288007.1,3,3,3,4,1,0,2,1
ENSG00000162772.17,763,921,945,987,11148,9678,10359,11324
ENSG00000235862.2,0,1,0,0,0,0,0,0
ENSG00000162771.8,0,0,0,0,0,0,1,0
ENSG00000226036.1,0,0,0,0,0,0,1,0
ENSG00000237980.2,1,0,0,0,0,1,0,1
ENSG00000123685.9,9,12,17,14,31,22,19,31
ENSG00000117697.15,486,593,675,605,121,113,135,135
ENSG00000203705.11,190,227,285,211,59,57,61,60
ENSG00000236905.2,0,0,0,3,3,1,0,2
ENSG00000185523.6,2,1,2,0,0,1,0,1
ENSG00000198468.10,31,27,33,27,37,19,31,40
ENSG00000236317.1,0,0,0,1,0,0,0,0
ENSG00000162769.13,268,350,380,402,56,29,60,56
ENSG00000282718.1,0,0,0,0,6,4,9,12
ENSG00000143494.16,4,9,6,2,11,5,14,3
ENSG00000174606.14,437,580,574,484,87,70,92,104
ENSG00000136643.12,372,465,462,471,154,144,151,136
ENSG00000225233.2,0,0,0,0,0,1,0,0
ENSG00000228255.1,0,0,0,0,0,0,1,0
ENSG00000230461.9,0,0,0,0,4,6,8,6
ENSG00000281664.1,0,0,0,0,0,0,0,1
ENSG00000117707.16,7,2,8,6,3,6,9,3
ENSG00000274895.1,0,0,1,0,0,0,1,0
ENSG00000272167.2,0,0,0,0,1,0,0,0
ENSG00000283518.1,0,0,0,0,1,3,3,0
ENSG00000143499.14,166,251,244,207,92,87,70,87
ENSG00000228470.1,1,0,0,1,0,0,2,0
ENSG00000152104.12,485,577,689,635,100,80,88,84
ENSG00000213036.3,8,8,11,11,6,6,12,7
ENSG00000215819.3,0,0,0,0,1,1,0,2
ENSG00000117724.14,1618,2187,2474,2116,33,34,40,42
ENSG00000250536.1,3,1,0,1,2,3,4,3
ENSG00000224584.2,0,0,1,0,0,0,1,0
ENSG00000185221.6,0,0,0,0,1,0,0,0
ENSG00000223869.1,0,0,0,0,0,0,0,1
ENSG00000287008.1,0,0,0,0,5,6,11,6
ENSG00000082482.14,2,3,2,3,2,2,3,6
ENSG00000232809.1,0,0,0,0,1,0,0,0
ENSG00000282265.1,0,1,0,0,0,0,0,0
ENSG00000136636.13,502,566,636,623,94,113,125,137
ENSG00000042781.14,2,0,2,0,17,18,23,16
ENSG00000202498.1,0,0,0,0,0,0,1,0
ENSG00000196482.18,0,0,1,0,13,15,19,10
ENSG00000092978.11,551,643,729,705,342,312,391,377
ENSG00000162814.11,19,15,17,13,8,9,13,6
ENSG00000228247.1,0,0,1,0,2,0,2,0
ENSG00000232100.1,0,0,0,0,0,3,4,2
ENSG00000201493.1,0,0,0,0,3,1,4,1
ENSG00000067533.6,829,917,948,929,242,243,199,272
ENSG00000229016.1,0,0,0,0,0,1,2,0
ENSG00000223375.1,0,0,0,1,0,0,0,0
ENSG00000092969.12,12,19,22,23,11,10,10,13
ENSG00000228208.7,0,0,0,0,16,19,24,15
ENSG00000212610.2,0,0,0,0,1,0,4,2
ENSG00000226693.1,0,0,0,0,1,0,0,0
ENSG00000228063.3,1,14,9,15,16,14,31,15
ENSG00000143353.12,465,566,589,551,47,45,36,53
ENSG00000225920.2,21,28,30,21,5,0,4,2
ENSG00000223842.1,3,6,2,6,0,0,0,1
ENSG00000277007.1,11,15,11,9,19,19,19,16
ENSG00000287676.1,6,5,2,7,1,1,2,0
ENSG00000228536.3,251,237,243,273,249,222,223,260
ENSG00000215817.8,18,22,32,25,7,3,6,6
ENSG00000196660.11,1,0,0,4,19,15,28,9
ENSG00000136628.18,8535,9802,10159,10416,5011,4806,4737,5507
ENSG00000162813.18,596,736,847,702,132,144,147,165
ENSG00000067704.10,3953,4529,5020,4751,1428,1350,1388,1587
ENSG00000207590.1,1,0,2,1,0,0,0,0
ENSG00000232134.1,11,17,14,12,10,10,13,12
ENSG00000118873.17,2421,2767,3121,3042,851,860,824,995
ENSG00000270585.1,3,3,3,2,0,1,0,0
ENSG00000270708.1,1,0,1,0,0,0,0,0
ENSG00000218283.2,120,161,141,141,132,124,112,115
ENSG00000213033.4,0,2,2,0,0,0,0,0
ENSG00000230318.2,0,0,0,0,1,0,1,1
ENSG00000232883.1,3,3,3,6,2,6,8,8
ENSG00000260505.1,0,0,0,0,6,0,4,6
ENSG00000235163.2,0,0,0,1,1,0,1,1
ENSG00000226226.1,1,0,0,0,2,2,5,3
ENSG00000231529.2,0,0,0,0,0,0,2,0
ENSG00000116141.17,135,116,136,157,22,18,33,24
ENSG00000243872.3,1,0,0,0,0,0,0,0
ENSG00000233012.2,0,0,2,0,4,2,5,1
ENSG00000162817.7,63,73,87,60,45,51,55,57
ENSG00000117791.16,63,70,93,65,7,11,18,9
ENSG00000186205.13,84,104,136,91,30,19,32,33
ENSG00000221571.3,0,0,0,0,0,0,0,0
ENSG00000272823.1,4,8,8,3,3,1,0,4
ENSG00000238078.1,17,15,19,17,8,7,7,11
ENSG00000257551.1,5,1,2,5,2,5,6,1
ENSG00000289142.1,19,21,27,15,17,14,12,12
ENSG00000136630.13,746,700,911,727,725,544,673,705
ENSG00000234754.2,0,0,0,0,6,0,4,4
ENSG00000232436.1,0,0,0,0,0,0,2,0
ENSG00000286421.1,0,0,0,0,1,1,2,0
ENSG00000143507.18,1200,1280,1427,1227,2934,2765,2647,3005
ENSG00000227925.2,1,2,2,2,42,38,42,23
ENSG00000200033.1,0,0,1,0,8,7,8,11
ENSG00000238042.5,3,6,3,3,40,39,43,48
ENSG00000228437.5,0,1,0,0,0,1,0,0
ENSG00000232679.2,8,8,6,6,235,213,216,286
ENSG00000236230.2,1,0,0,0,9,7,13,6
ENSG00000226643.2,0,0,0,0,0,0,0,0
ENSG00000234419.1,0,0,0,0,0,0,0,0
ENSG00000276997.4,2,2,2,0,0,2,5,3
ENSG00000267305.2,0,0,0,0,0,3,1,2
ENSG00000143512.13,8,2,4,5,0,1,6,0
ENSG00000143498.18,264,344,328,365,165,168,170,204
ENSG00000225265.2,5,6,6,3,4,5,10,4
ENSG00000154305.18,2028,2270,2534,2348,845,688,771,864
ENSG00000229399.1,4,4,1,2,0,1,1,0
ENSG00000272750.1,12,17,15,23,5,1,4,2
ENSG00000186063.13,329,410,452,438,232,212,209,262
ENSG00000162819.12,1730,2073,2260,2102,973,876,821,1143
ENSG00000197520.11,2,1,1,1,3,1,5,1
ENSG00000288824.1,0,1,1,1,0,1,4,0
ENSG00000287684.1,0,1,0,1,1,2,3,2
ENSG00000154309.9,622,604,774,674,191,177,206,207
ENSG00000234523.1,0,0,1,0,0,0,1,0
ENSG00000287338.1,0,0,0,0,4,4,14,5
ENSG00000187554.14,20,25,38,13,5,2,7,6
ENSG00000236846.1,0,0,0,0,0,0,0,0
ENSG00000143502.16,2,1,1,1,9,3,16,6
ENSG00000178395.7,0,0,0,0,0,0,3,0
ENSG00000203697.12,0,0,0,0,4,5,9,5
ENSG00000227002.2,0,0,0,0,0,0,0,0
ENSG00000212398.1,0,0,0,0,0,0,1,1
ENSG00000162909.18,1452,1506,1846,1826,2822,2676,2746,3172
ENSG00000143514.17,2039,2326,2854,2401,2146,1943,1974,2316
ENSG00000288999.1,19,15,16,8,29,27,25,28
ENSG00000227621.1,1,0,0,0,1,2,0,0
ENSG00000188460.4,5,7,11,2,2,3,8,6
ENSG00000233771.2,0,2,0,0,0,0,2,1
ENSG00000272645.4,82,78,92,59,20,9,20,17
ENSG00000185495.10,68,70,64,69,29,28,28,28
ENSG00000278467.1,3,8,13,7,0,1,4,3
ENSG00000229930.1,1,1,0,1,0,0,1,0
ENSG00000143756.12,2132,2473,2786,2670,1056,1006,961,1239
ENSG00000236773.1,4,3,6,6,0,0,3,3
ENSG00000143753.13,4636,5328,6490,5409,1000,928,825,1034
ENSG00000201898.1,0,1,0,1,0,0,1,0
ENSG00000232628.7,6,4,7,4,13,21,25,14
ENSG00000237101.1,0,5,1,4,1,1,1,2
ENSG00000143748.18,669,757,904,810,180,175,147,189
ENSG00000221406.1,0,2,0,0,2,0,1,1
ENSG00000229742.1,0,0,1,0,2,2,2,3
ENSG00000206887.1,0,0,0,0,0,1,1,2
ENSG00000143771.12,1280,1484,1782,1484,563,510,482,583
ENSG00000162923.17,6266,6960,8310,7678,3368,2860,3005,3778
ENSG00000266618.1,0,1,1,0,0,0,0,0
ENSG00000143786.8,1033,1024,1191,1107,553,451,533,618
ENSG00000229991.1,1,3,4,2,1,0,1,1
ENSG00000233384.3,101,92,128,71,31,34,39,42
ENSG00000234247.1,3,1,1,1,0,0,1,0
ENSG00000286174.1,4,1,4,6,1,2,1,1
ENSG00000229400.1,4,4,1,4,1,0,0,0
ENSG00000225334.3,11,10,12,14,0,1,1,1
ENSG00000286719.1,1,0,0,0,1,2,1,0
ENSG00000185842.16,308,346,385,369,75,69,90,76
ENSG00000143815.15,2786,3799,4242,3552,682,668,658,824
ENSG00000234476.4,5,4,5,3,2,0,4,0
ENSG00000154380.18,834,1064,1134,1030,91,97,110,81
ENSG00000289602.1,1,3,4,1,0,0,0,1
ENSG00000227496.3,7,15,13,10,7,4,7,4
ENSG00000226349.1,0,0,0,1,4,1,3,2
ENSG00000223306.2,0,0,0,0,0,0,1,0
ENSG00000143742.14,3189,3913,4070,3706,1295,1282,1127,1433
ENSG00000234112.2,1,0,0,0,0,0,1,1
ENSG00000143819.13,537,626,742,596,289,284,311,339
ENSG00000242861.1,90,133,106,90,11,7,9,10
ENSG00000196187.12,1625,1692,2064,1610,333,294,296,324
ENSG00000243709.1,0,0,2,3,0,1,0,0
ENSG00000143811.20,1230,1241,1540,1289,662,574,639,678
ENSG00000143768.13,0,0,0,0,0,0,3,0
ENSG00000213032.3,0,0,0,0,1,0,1,0
ENSG00000143751.10,1056,1307,1432,1303,1138,1008,999,1197
ENSG00000289341.1,0,0,4,2,3,3,6,0
ENSG00000272562.2,2,2,6,4,1,0,1,0
ENSG00000163041.13,309,358,397,306,159,132,131,177
ENSG00000225518.3,6,9,11,2,1,0,2,3
ENSG00000270598.1,0,0,1,0,1,1,1,0
ENSG00000182827.9,1337,1650,1592,1634,1341,1252,1220,1387
ENSG00000234478.1,3,3,1,0,0,3,3,3
ENSG00000223570.2,1,0,0,0,0,0,0,0
ENSG00000185155.12,0,0,1,0,4,6,6,7
ENSG00000183814.16,240,303,351,302,11,8,10,19
ENSG00000236994.1,0,0,0,0,1,2,1,1
ENSG00000275406.1,0,0,0,0,0,0,1,0
ENSG00000289348.1,0,0,0,0,0,0,0,0
ENSG00000143799.14,10443,11619,13398,11371,1336,1204,1248,1391
ENSG00000270287.1,0,0,0,0,4,1,1,1
ENSG00000229965.1,0,6,1,3,3,2,2,1
ENSG00000177770.11,1,0,1,0,0,0,0,0
ENSG00000287627.1,0,0,0,0,0,0,1,0
ENSG00000203685.11,16,10,14,17,8,10,14,11
ENSG00000143772.11,424,483,550,474,310,241,297,315
ENSG00000228382.2,0,0,1,2,4,7,8,10
ENSG00000287259.1,3,1,4,1,0,0,1,0
ENSG00000143801.18,89,90,89,90,23,21,35,24
ENSG00000288674.1,13,9,13,11,6,7,2,2
ENSG00000163050.18,14,5,11,18,3,0,2,0
ENSG00000228525.1,0,0,1,0,0,0,0,0
ENSG00000143776.20,34,33,35,32,7,8,14,14
ENSG00000287532.1,0,0,0,0,3,3,5,3
ENSG00000228625.1,0,0,0,0,0,0,0,0
ENSG00000228729.1,0,0,0,0,0,2,0,0
ENSG00000236636.2,0,1,0,0,0,0,0,0
ENSG00000287525.1,0,0,0,0,0,1,0,0
ENSG00000234277.3,0,0,0,0,1,2,4,1
ENSG00000232864.1,0,0,0,0,10,8,2,3
ENSG00000224834.1,2,1,0,2,0,1,1,1
ENSG00000237469.2,0,0,0,0,0,0,0,0
ENSG00000235827.2,0,0,0,0,0,0,1,0
ENSG00000227711.3,1,0,0,1,0,0,0,0
ENSG00000287205.1,2,2,3,0,0,0,0,0
ENSG00000181450.18,265,350,391,390,71,67,86,98
ENSG00000225934.2,0,3,1,0,11,6,10,4
ENSG00000215812.5,3,0,0,0,6,4,8,5
ENSG00000143740.15,640,661,820,644,375,324,362,424
ENSG00000081692.13,90,104,144,112,8,21,24,21
ENSG00000230005.2,0,2,1,3,2,1,5,1
ENSG00000286389.2,1,1,0,1,1,0,1,1
ENSG00000185888.5,0,0,0,0,0,0,3,1
ENSG00000143816.8,93,106,133,95,52,53,37,59
ENSG00000264483.1,0,0,0,0,0,1,0,0
ENSG00000233003.4,0,0,0,0,0,0,1,0
ENSG00000274886.1,0,0,0,0,0,0,1,0
ENSG00000154342.6,0,0,2,0,0,0,2,0
ENSG00000276255.2,4,6,5,2,0,0,2,0
ENSG00000143761.16,11925,11947,14998,12210,20328,18592,19549,21284
ENSG00000143793.13,442,490,575,424,130,112,142,121
ENSG00000162910.19,420,413,531,379,221,219,250,250
ENSG00000224566.2,4,6,6,4,0,1,0,2
ENSG00000287895.1,17,23,12,8,1,0,2,1
ENSG00000280157.1,16,9,19,18,0,2,1,1
ENSG00000227625.2,0,0,0,0,0,0,0,0
ENSG00000143774.17,4289,3860,5040,3830,4083,3518,4235,4156
ENSG00000198835.4,5,3,8,5,17,6,10,9
ENSG00000203684.5,6,2,1,2,1,1,2,1
ENSG00000181873.13,285,326,417,341,141,131,135,138
ENSG00000162913.10,11,7,9,8,5,4,5,5
ENSG00000154358.23,138,152,170,154,25,17,35,31
ENSG00000269934.3,21,23,33,28,5,2,4,1
ENSG00000270110.2,3,5,5,6,0,0,1,0
ENSG00000286773.1,0,0,0,0,3,7,3,3
ENSG00000287315.1,3,3,6,3,0,0,2,0
ENSG00000270104.1,1,0,2,0,0,0,0,0
ENSG00000154370.16,697,672,890,697,439,373,466,433
ENSG00000231563.2,4,7,8,2,3,1,1,1
ENSG00000162931.12,14,22,22,21,2,0,3,0
ENSG00000168148.4,1,1,1,2,0,0,1,0
ENSG00000181218.6,86,129,160,111,240,193,203,251
ENSG00000230841.2,0,0,0,0,1,0,0,0
ENSG00000196890.5,19,35,42,27,19,16,18,23
ENSG00000181201.4,0,0,0,0,0,0,0,0
ENSG00000279306.1,0,1,2,3,3,1,1,0
ENSG00000168159.15,2253,2364,2715,2276,1851,1674,1922,2033
ENSG00000215811.6,0,0,0,0,0,0,1,0
ENSG00000202056.1,0,0,0,0,3,5,5,1
ENSG00000212237.1,3,0,3,4,1,2,0,0
ENSG00000183929.7,7,4,8,4,2,1,1,1
ENSG00000206878.1,1,0,2,2,0,0,0,0
ENSG00000234975.6,184,161,180,144,316,237,306,258
ENSG00000116574.6,2024,2484,2929,2416,210,204,167,239
ENSG00000271399.1,0,0,0,0,4,1,3,1
ENSG00000229840.2,0,0,0,0,3,1,1,0
ENSG00000236975.2,0,0,0,0,0,1,6,2
ENSG00000233920.2,2,0,2,0,2,3,3,1
ENSG00000177800.2,0,3,1,0,0,1,2,2
ENSG00000177788.7,338,402,392,404,48,47,54,56
ENSG00000168118.12,1494,1736,2000,1746,1048,930,995,1075
ENSG00000237481.1,1,0,1,0,0,0,0,0
ENSG00000154429.11,882,1098,1176,1076,218,227,231,254
ENSG00000252051.1,1,0,0,0,0,0,0,0
ENSG00000230331.1,0,0,0,0,1,0,0,0
ENSG00000143632.15,4,6,11,7,1,2,3,4
ENSG00000069248.12,1840,2207,2452,2344,682,603,541,664
ENSG00000223635.2,0,0,1,1,0,0,0,0
ENSG00000135776.5,1060,1334,1574,1421,265,292,202,287
ENSG00000199672.1,0,0,1,1,12,6,4,4
ENSG00000201492.1,3,5,5,3,0,0,2,0
ENSG00000229367.1,1,3,0,0,1,0,2,0
ENSG00000135801.10,1080,1230,1591,1369,672,632,706,756
ENSG00000135763.10,684,744,939,872,260,223,203,271
ENSG00000213028.3,3,2,4,0,1,0,1,1
ENSG00000225984.1,0,0,0,0,0,1,2,0
ENSG00000227043.3,0,0,0,0,1,1,10,1
ENSG00000228058.3,4,2,2,2,0,0,0,0
ENSG00000143641.10,2584,2994,3576,3005,1030,1062,1085,1205
ENSG00000227006.2,4,3,4,3,0,1,1,2
ENSG00000177614.11,667,721,859,730,84,81,85,78
ENSG00000282564.2,0,2,0,0,1,1,3,0
ENSG00000232964.2,0,0,0,0,0,0,1,0
ENSG00000235817.2,0,0,1,0,0,0,0,0
ENSG00000135775.14,600,653,771,664,212,190,188,217
ENSG00000135744.9,1736,2036,2725,1868,942,776,984,957
ENSG00000244137.1,0,0,0,0,0,1,1,0
ENSG00000135773.13,0,0,1,0,5,4,8,1
ENSG00000202063.1,1,0,0,0,0,0,0,0
ENSG00000225656.1,0,0,0,0,1,0,0,0
ENSG00000119280.17,1015,1053,1166,1125,1236,1181,1141,1529
ENSG00000223393.2,0,0,1,1,4,4,4,6
ENSG00000288037.1,0,0,0,0,0,0,0,1
ENSG00000287395.1,0,0,0,0,0,0,1,0
ENSG00000240502.2,0,0,0,0,0,0,2,0
ENSG00000143643.13,1273,1342,1530,1361,523,475,515,554
ENSG00000173409.14,392,418,561,468,40,35,37,42
ENSG00000182118.8,189,196,254,173,120,117,110,130
ENSG00000227934.1,1,1,2,3,0,0,1,0
ENSG00000229595.1,1,0,0,0,0,0,0,0
ENSG00000119283.16,46,54,64,54,7,6,10,5
ENSG00000235710.6,0,0,0,0,0,0,0,0
ENSG00000143633.13,465,595,585,493,35,47,61,44
ENSG00000116906.13,1977,2421,2709,2556,1278,1298,1219,1407
ENSG00000222407.1,0,0,0,0,0,0,0,0
ENSG00000116903.7,896,1149,1271,1147,356,288,332,420
ENSG00000010072.16,387,468,510,513,135,109,116,153
ENSG00000135766.9,140,167,253,167,136,116,145,142
ENSG00000287856.1,0,0,0,0,2,2,5,2
ENSG00000223982.3,0,0,0,0,0,0,0,0
ENSG00000233461.6,31,32,34,27,36,32,44,27
ENSG00000116918.15,1145,1354,1310,1370,413,369,398,467
ENSG00000270106.6,1,2,0,0,2,1,0,2
ENSG00000229228.1,0,0,0,1,0,0,0,0
ENSG00000162946.23,596,698,806,714,53,50,57,49
ENSG00000286071.2,14,28,29,13,4,0,11,4
ENSG00000226758.1,4,2,6,3,1,0,1,0
ENSG00000235152.1,0,0,0,0,0,0,0,0
ENSG00000236372.1,0,0,0,0,0,1,0,0
ENSG00000224436.1,0,0,0,0,2,0,2,3
ENSG00000116991.12,808,864,1023,974,763,599,725,859
ENSG00000225919.1,0,0,0,0,0,0,1,0
ENSG00000236497.2,0,0,0,0,0,0,2,0
ENSG00000212916.6,207,312,347,264,17,9,10,9
ENSG00000206835.1,0,0,0,0,1,1,1,1
ENSG00000286774.1,0,1,0,0,0,0,1,0
ENSG00000232175.1,0,0,0,0,0,0,1,0
ENSG00000135778.12,683,812,944,725,287,314,324,395
ENSG00000135749.19,255,284,347,280,65,76,90,77
ENSG00000231940.1,4,3,3,4,11,20,17,10
ENSG00000143674.11,110,113,171,157,46,52,62,66
ENSG00000252501.1,0,0,0,0,0,0,1,0
ENSG00000289305.1,0,0,0,0,0,0,1,0
ENSG00000135750.15,0,0,0,0,1,0,0,3
ENSG00000265744.1,0,0,0,0,0,0,2,0
ENSG00000286109.1,0,0,0,0,0,0,1,1
ENSG00000225486.1,0,0,0,0,1,1,0,0
ENSG00000286666.1,0,0,0,0,1,1,1,0
ENSG00000183780.13,2,6,2,6,1,0,2,1
ENSG00000233332.1,0,0,0,0,0,0,1,0
ENSG00000232166.1,0,0,0,0,0,0,3,0
ENSG00000264377.1,0,0,0,0,0,0,0,0
ENSG00000235605.1,2,3,2,0,9,8,9,4
ENSG00000236358.1,2,1,3,2,0,1,0,1
ENSG00000273367.1,2,1,3,1,0,0,1,0
ENSG00000231663.2,16,23,17,18,14,9,17,11
ENSG00000168275.16,318,465,480,409,339,299,285,394
ENSG00000059588.10,1006,1154,1199,1211,181,186,172,207
ENSG00000231768.2,0,0,0,0,2,1,5,1
ENSG00000286210.1,0,0,0,0,0,0,1,0
ENSG00000287633.1,0,0,0,0,0,1,0,0
ENSG00000212144.1,0,0,0,0,0,1,0,1
ENSG00000289057.1,1,0,0,1,2,6,4,4
ENSG00000168264.11,2807,3311,4228,3522,2489,2072,2443,2766
ENSG00000224939.1,2,3,1,3,0,0,2,1
ENSG00000272362.1,0,0,1,0,0,0,0,0
ENSG00000228044.3,2,0,1,2,0,1,2,0
ENSG00000230628.1,0,0,0,1,0,1,2,0
ENSG00000227630.4,2,2,2,3,4,3,10,11
ENSG00000279261.2,0,0,0,0,1,0,1,1
ENSG00000289377.1,2,1,2,1,12,14,22,14
ENSG00000237520.1,2,0,0,0,0,0,1,0
ENSG00000238005.5,7,10,5,9,6,5,10,7
ENSG00000258082.2,8,12,16,9,0,2,1,2
ENSG00000280587.2,0,2,0,0,1,1,2,0
ENSG00000233018.1,0,0,0,0,0,0,0,1
ENSG00000273416.1,0,0,3,1,2,0,0,1
ENSG00000173726.11,5056,5865,6672,6091,5882,5453,5230,6460
ENSG00000207181.1,4,10,9,9,3,4,10,15
ENSG00000188739.15,14,17,16,14,2,3,1,6
ENSG00000054267.22,1450,1812,1803,1917,519,455,494,600
ENSG00000289114.1,0,0,0,1,0,0,1,0
ENSG00000263439.1,0,1,0,0,1,0,0,0
