MFL,MFN,MFPA
ZNF574,GSTP1P1,VNN1
TVP23C,LAPTM4BP1,STX7
LINC02762,COL6A4P1,MED23
DAZAP2P1,HNRNPA1P21,AKAP7
DHDH,CGNL1,EPB41L2
DIPK2A,STK32B,TMEM200A
NEDD9,USP26,L3MBTL3
ARHGEF26,SLITRK1,ECHDC1
MPP7,OR10AH1P,RNF146
LINC02649,SERTAD4,NHSL1
CFAP47,LINC02351,REPS1
GET1,TRIML1,ABRACL
SH3TC2,KCNA4,TXLNB
CIAO2A,CCL25,ZC3H12D
METTL21A,LINC01630,TAB2
EHD2,TFCP2L1,UST-AS2
SART1,FREM1,UST
REEP1,TRPT1,SASH1
TBC1D13,RNY1P10,STXBP5
MOAP1,NSG1,STXBP5-AS1
FABP3,NFIA-AS2,SHPRH
KLC3,RRAS2,FBXO30-DT
NDUFA6,DCDC1,EPM2A
SLC25A36,PTPRD,UTRN
MYBPHL,KCNJ3,PLAGL1
GNAI3,MUC16,LTV1
SESTD1,SORBS2,PHACTR2
ZNF428,RPL31P63,FUCA2
LINC01902,RPL21P126,VDAC1P8
FAM234B,RPL21P28,PEX3
P2RY1,UNC93B8,ADAT2
RELA-DT,TCF4-AS2,AIG1
FTL,FENDRR,TRMT11
DLC1,PHF21B,NCOA7
PNPLA2,EPC2,RNF217
GALNT1,KDM4B,CDK19
ERICH3,CNTNAP5,CDC40
MAPT,MT-CO2,FIG4
MRPS18B,KHSRPP1,ZBTB24
PDE1A,CALCB,MICAL1
DCTN6,TEX45,CEP57L1
LINC02812,PSMD14P1,SESN1
MAP4K2,STX17-DT,ARMC2
COL6A2,MFFP2,AFG1L
UQCR10,HSPE1P10,OSTM1
JMJD8,BOLA3P3,SEC63
SPCS2P4,EXPH5,SOBP
UNC80,ZIC2,BEND3
TTLL12,RDX,MTRES1
KLRD1,PSMC1P4,QRSL1
ESS2,LINC01562,RTN4IP1
GRAP2,DDX4,CRYBG1
C11orf16,BOLA3P2,ATG5
NCOA6,RPL21P133,PREP
TRIM52-AS1,PRDM7,BVES-AS1
IL12A-AS1,CD3G,SLC22A16
WDR93,HNRNPA1P41,AMD1
LYG2,RNU6-97P,SMPDL3A
STAM,CTSLP3,GTF3C6
PDGFRB,BOLA2B,PKIB
KCNA7,LINC00958,GJA1
NUDT5,BTF3P11,TBC1D32
LINC00337,SCGB2A2,MAN1A1
EBF3,LINC01231,MCM9
ACTN4,OR1M1,NUS1
BORCS6,CDH1,GOPC
GAB2,SVIL2P,KPNA5
FLCN,RNU6-1064P,ZUP1
TRIM72,LGALS8,TSPYL4
NWD1,RPL23AP37,FRK
LINC02664,LEMD1-DT,HDAC2
SEPTIN7,PLIN1,MROCKI
ZNF442,NPM1P11,LINC02541
PRR36,RPS2P6,TUBE1
TMEM104,NEDD8P1,FYN
TIE1,MT-ND4L,TRAF3IP2-AS1
GPRC5C,NPM1P5,REV3L
PAK6,GPRIN2,SLC16A10
MYRF,KCNK3,GINM1
SYNE2,CDCA4P3,NUP43
MAP2K7,CLEC18A,C7orf31
CALR3,HOPX,AIMP2
GADL1,MRPL57P3,GLCCI1
SLC25A48,NRBF2P3,UMAD1
MTRF1L,ZBTB7C,RPA3
SEC24B-AS1,ICE2P1,MIOS
VWA8,SRFBP1,C1GALT1
RAB30,GDI2P2,PMS2CL
GPCPD1,H2AZ2P1,ZNF316
KCNJ15,OR7E25P,DAGLB
SLAMF6,PELI1,ANKRD61
ABCA13,NBPF21P,PMS2
CAMKMT,FHAD1-AS1,MTHFD1L
MYZAP,RPS4XP22,CCZ1
GGA2,LINC00930,RNF216
ADCY1,TIMM8BP2,ACTB
PARP16,SGCD,FBXL18
TRHDE-AS1,LINC01482,TNRC18
TMEM167A,RPL35AP8,RBAK
ZFY,RPL31P47,AP5Z1
SDF2L1,KISS1R,SDK1
PTPRH,ODF3L2,TTYH3
PMM1,CAPN8,PHF14
DBNDD1,DLG2,TMEM106B
MPZ,RPS15AP38,MEOX2
SNHG8,HNRNPA1P72,ANKMY2
CNOT2,RNU6-1035P,CYCS
HSPD1,LINC02357,OSBPL3
MYLPF,HMGB1P28,GSDME
C2CD6,ELANE,PALS2
FBLL1,SRL,CLK2P1
PPIL6,CCDC90B-AS1,TRA2A
DUT-AS1,SPAAR,RPS2P32
C9orf72,ABCC8,IGF2BP3
KRT10,LINC00682,MALSU1
BCL2L12,SERPINB13,NUP42
ZFR,KIF25-AS1,KLHL7
IDI2-AS1,RN7SKP299,FAM126A
FTOP1,PRELID1P6,SNHG26
LINC00674,CACNG2,ITGB8
ACKR2,LRRC37A11P,POLR1F
MTMR2,FAM220BP,TWIST1
COX8A,CDH13,HDAC9
TMEM269,OVOL1,SNX13
PSMD8,SOX21,BZW2
HAGH,HNRNPA1P40,BRAT1
CCNP,DNAI2,LFNG
CORO2B,FOLR3,CHST12
ITGB1BP1,RPL35AP34,HNRNPA1P49
PGA3,NAV2-AS6,AGPAT4
HECTD1,LINC01641,MAP3K4
RPS16,TMEM252,IGF2R
RUNDC3A-AS1,LRRC74B,HNRNPH1P1
RN7SL32P,CDH7,TAGAP
CSGALNACT2,OR4K2,TAGAP-AS1
HSP90B1,NCKAP5,RSPH3
ZFAND3,RPS26P11,EZR
FUZ,RSF1-IT1,SYTL3
TMEM170B,ACTE1P,DYNLT1
OTOA,SCUBE1-AS1,TATDN2P2
EFNB1,SLC25A51P4,TMEM181
ZFAND2B,PCDHB1,GTF2H5
CCDC141,RNY3P8,ZDHHC14
EXD1,NDUFS5P3,TFB1M
CCDC163,ASS1P3,TIAM2
TECR,RPS15P9,FBXO5
SF3B6,ONECUT3,SYNE1
THG1L,ZSCAN10,ARMT1
FIBP,EEF1B2P2,SFT2D1
MEX3B,ANKS4B,CEP43
LINC01285,CFAP57,EIF3B
ABHD12B,FIRRE,AFDN
GPLD1,TOMM40P1,PSMG3-AS1
UHRF1BP1L,RNU7-180P,MICALL2
DOCK9,GPM6A,ZFAND2A-DT
CTDNEP1,MT-ATP8,MIR339
KCNJ6,C1QBPP2,COX19
STUB1,LINC01122,ADAP1
MGAT3,MMP27,SUN1
GPN1,CD300E,PRKAR1B
LHFPL2,PROX1,HRAT92
SCAMP1,GPBP1,PDGFA
SPRING1,EOMES,PDCD2
RAI14,SLC15A1,TBP
RNFT2,PDLIM4,FAM120B
ITM2C,CTSW,DLL1
FAM20C,PABPC1P2,LINC01624
ANKRD50,LINC01568,ERMARD
B4GAT1,JAKMIP2,PHF10
TSPAN5,PSMA6P4,C6orf120
JADE1,SETP1,WDR27
UBAC2,IFNK,C5orf24
CD37,ACSM5P1,DDX46
ORAI3,ANXA2P2,SAR1B
PCAT7,RPL17P44,TMEM44
SLC2A5,OR4K17,WDR53
ACVR1C,RPS15AP12,PCYT1A
NAA16,FAR1P1,SDHAP1
SDSL,LINC02746,TNK2
ZNF827,CXXC4-AS1,MIR570
ITGB1,RBMS3-AS3,ACAP2-IT1
COPS2,FGFBP2,ACAP2
RAB11B,TAF1L,XXYLT1
NFYA,RPS6KA6,LSG1
SLC6A9,LINC00311,TMEM44-AS1
FBXO34,ZFR2,TBCCD1
CSDE1,LINC00440,OPA1
PDIA6,LINC02869,IL1RAP
ABCC11,RPL7P21,CLDN16
ZNF474,GAS1,TPRG1
ZNF788P,CLCF1,LPP
IDH1,LINC01544,LPP-AS2
SGMS2,TTLL10,RTP4
TREML3P,LEMD1-AS1,ST6GAL1
TBC1D22A-DT,MIR924HG,RFC4
RPL32,COX6CP14,FBXO45
RTN4,INSYN1,NRROS
FAU,LINC02669,CEP19
CRPPA,ADIPOR1P1,SENP5
DMRTA2,CES1,TMEM175
STBD1,AKR1C1,GAK
CAP2,NOG,PCGF3
LINC01315,PDE11A,SLC49A3
TANC2,RPL19P14,MYL5
SMIM10,ARHGAP28,PIGG
GPNMB,PRDX3P1,ZNF721
CRADD,OR4D1,ZNF141
GKAP1,TRABD2B,ZNF718
SNHG31,LINC01091,ANKRD18DP
SPCS2,GAPDHP14,LMLN
TPD52L1,MYT1L,IQCG
OLA1P1,XACT,LRCH3
RPL6,A2MP1,FYTTD1
TIMM9,IYD,RUBCN
RNF217-AS1,LINC00690,DLG1
SEC11C,KLRB1,PIGZ
SMN1,ODF1,NCBP2-AS1
JMJD6,THUMPD1P1,NCBP2
IFITM10,CRYBG2,DNAJB11
CCL28,CIDEA,CRYGS
NTAN1P2,PANX2,POLR2B
RNASE2,RPS17P2,PIK3CA
PRELID2,P3H2-AS1,TTC14
FBXO8,ART3,PEX5L
CD63,PRG2,USP13
UBA52,ACTR1AP1,MRPL47
CNIH3-AS2,TMEM230P2,ACTL6A
SHOC2,LCN8,GNB4
TFEB,CXCL13,MFN1
RPL24,RAPGEF5,LRRFIP1P1
CLK3,HOXD9,KCNMB3
APBB1,APOBEC3A,ZMAT3
LINC00665,OR10A2,ETV5
MROH8,CYP1A2,TBL1XR1
NUP58,RN7SL380P,ECT2
POT1-AS1,FUNDC2P1,NCEH1
CRYBB2P1,TOX3,FNDC3B
DCTD,BMP3,PLD1
DLGAP1-AS3,KRT18P40,SKIL
RPS26,RPS20P14,PHC3
NKX2-4,CD69,MYNN
DAD1,HSP90AA5P,GOLIM4
OAZ1,HTR3E,DNAJC19
DLGAP2,LINC01964,ATP11B
ZNF318,MT1M,DCUN1D1
OLMALINC,SMARCAD1-DT,MCCC1
ALMS1-IT1,LINC02365,NMRAL2P
RBM38,CAPN14,TRA2B
GNL2,LINC02015,SENP2
PROK2,PSMC1P11,TMEM41A
C11orf45,IBSP,MAP3K13
NR2E3,RPL12P4,EHHADH
EIF2B2,BTF3P10,C3orf70
LMAN2,ACBD7,VPS8
BIN1,MYPN,MAGEF1
SLK,PPM1K-DT,EPHB3
CSMD1,LRP4-AS1,POLR2H
VAC14-AS1,RN7SKP146,EIF4G1
NDUFA1,COL10A1,ABCF3
CFAP418-AS1,CYS1,AP2M1
ESRP1,F2,EIF2B5
STON2,NLGN1,ABCC5
BCKDHA,ADCYAP1,PARL
LDHA,HPN,YEATS2-AS1
RWDD4,NPM1P30,YEATS2
RNF103,5S_rRNA,DGKQ
FBXL17,PXDC1,SLC26A1
SOWAHC,LINC01304,IDUA
ZSWIM9,RPS15AP15,TLR6
PRR7,CIBAR1-DT,RBM47
TMEM147,IGDCC3,RHOH
STAG2,RPS27AP9,N4BP2
PLPP2,RPS4XP3,UBE2K
ZNF534,IL1R2,LIAS
DMTN,PPP1R1C,RFC1
PDE6A,LINC01030,WDR19
KLHL15,CD7,KLHL5
ANP32A,CD8B2,FAM114A1
SLC66A2,RGPD3,TLR1
PCCB,HNRNPA1P12,RNF212
MYO5A,RBMX2P5,TBC1D1
R3HCC1,BMPR1B,PGM2
EXTL3,SLC7A9,RELL1
IRAG1,ANAPC1P6,PCDH7
ZRANB1,ILRUNP1,STIM2
COPB1,SNORA10B,RBPJ
CNOT7,SLC13A5,ANAPC4
LDHAP7,ANO2,ZCCHC4
RNF126,EIF4A1P1,PI4K2B
KCNC1,FGF12,TMEM33
LINC01229,FAM83F,SLC30A9
PCOLCE2,FGF14-IT1,ATP8A1
ANKRD9,FGF18,GUF1
SLC20A2,NTRK3,PAICS
FAM102B,RPL29P11,PPAT
LINC02614,ENTHD1,AASDH
TUFM,RPL21P90,CEP135
ZBTB8A,LINC02263,EXOC1
NLRP12,SCN7A,CLOCK
XKRX,LINC00550,TMEM165
NKD2,H3P28,SCFD2
PIFO,OR7A17,ERVMER34-1
OAT,LINC01993,USP46-DT
PPIB,PANX3,USP46
INO80C,RILP,DCUN1D4
LINC02608,SLC1A6,OCIAD1
FMO1,ZNF143,FRYL
PLEKHJ1,KIAA1210,TEC
NECAB3,WDR45BP1,TXK
RPL11,P2RY10,NFXL1
CLPTM1,UGT2B7,ATP10D
NR2F2,LINC02055,GNPDA2
SNCB,OR1L8,SEPSECS
MTPN,ZSWIM4,DHX15
FAM78B,LMO7DN,ADGRA3
CCDC124,RPL10P16,MRFAP1L1
IL2RB,FRRS1L,LYAR
LINC02019,PLEKHG4B,TMEM128
MLF1,EPB41L4B,FAM86EP
CDK2AP1,ACAN,RGS12
ZNF473,LY6K,HTT
SMIM20,COL4A5,NOP14
LRP10,EIF3EP2,ADD1
CCDC26,SLIT3,SH3BP2
ABHD14B,MS4A2,FAM193A
P4HB,LINC00303,HAUS3
MEX3C,CAMP,NAT8L
PIP5K1C,RPL7P61,NSD2
KIR2DL3,OOSP4B,LETM1
RBM15-AS1,KCTD19,TMEM129
AK7,SLC25A52,TACC3
ATP11A-AS1,WDR64,UVSSA
RPS25,IRS4,MAEA
ECI2,OR1I1,CTBP1-DT
DARS1,LHX1-DT,CTBP1-AS
RAD51B,LINC00824,STX18
YIPF3,PRPS1L1,BLOC1S4
KIF21B,RPS10P27,PACRGL
RPL8,AIF1L,KIAA0232
RNF44,APOD,NCAPG
HSD17B12,ANXA13,DCAF16
NOS1AP,UBA52P5,MED28
MYDGF,LINC02840,LAP3
ZNF608,OR5BD1P,TAPT1-AS1
CITED4,LINC01365,TAPT1
THEM6,CELP,CD38
MAP1S,OR5BA1P,BST1
TERF2,MIR133A1HG,FAM200B
PCGF2,RN7SL233P,FBXL5
TMEM11,COL5A1,BOD1L1
RBFOX3,PAEP,LINC01096
RPL9,SAMD12-AS1,RAB28
CCDC74A,ZNF683,ZNF518B
C16orf95,GNAS-AS1,SLC2A9
KLHDC8B,RPL5P9,TRMT44
PPARGC1A,LINC00378,ACOX3
KHDRBS1,MYO3B-AS1,SORCS2
KLHDC10,KNOP1P5,GRPEL1
CNNM4,LINC02078,B3GALNT1
C1orf198,CYB5AP2,RPL6P8
CPE,RPSAP76,TRIM59
SRPX,MTCO1P3,TBC1D23
MZT1,PRR13P2,ALCAM
RCC1,SNRPEP7,NXPE3
RBM33,LINC01411,CEP97
KLHL21,MTCO2P22,PDCL3P4
RNF165,FABP7,ZBTB11-AS1
TLE6,RN7SKP55,ZBTB11
B4GALNT1,RN7SL778P,TRMT10C
PAPLN-AS1,MIR99AHG,SENP7
PLA2G7,VTI1BP4,NIT2
AACS,IGSF9B,FILIP1L
TGFB1,OR5AN1,FSTL1
DEPTOR,CYYR1,CMSS1
MARCHF3,LINC02884,CPOX
ANKRD39,PRNCR1,RIOX2
SETD3,CCT5P1,CRYBG3
MED30,RPS17P5,ARL6
WWP2,RPS7P7,NSUN3
KCNAB1,LINC01500,DHFR2
TMEM192,LHX8,ARL13B
TSPYL2,ODAPH,CGGBP1
PUS3,IFITM3P1,CD47
LMNB2,HS6ST3,IFT57
MYH14,RCC2P6,CIP2A
GPS1,HRK,DZIP3
COA6-AS1,MTND2P9,NR1I2
GNAS,CACNA1B,CFAP91
VWA5A,HADHAP2,POPDC2
BCL11B,ARSL,ADPRH
TMEM121,ITGB8-AS1,TIMMDC1
KLHL33,PHF5CP,POGLUT1
MRPS34,RPL10P18,ARHGAP31
CCNB1IP1,STEAP1B,B4GALT4
ZNF263,RPL23AP42,QTRT2
CTNNBIP1,SOCS5P3,CCDC191
SEMA7A,MPP4,NAA50
GLIS2,LNC-LBCS,USF3
PIP4P1,TAL1,SPICE1
UBL7,ZNF563,CFAP44
ARID3B,LGALS4,BOC
PGD,MTCO1P46,GTPBP8
ZNF205,RPL3P10,SLC35A5
GADD45A,EEF1A1P31,ATG3
EDC3,MAPRE3-AS1,ABHD10
ZNF219,XKR4,LINC02008
DISP2,CFH,ROBO1
NSMCE1,UQCRHP2,ZNF717
RAB11A,RPL6P25,HESX1
CTH,RPS23P7,TASOR
UBE4B,CCT5P2,CCDC66
SRP14,LINC01182,CACNA2D3
AURKAIP1,PSMC1P12,ACTR8
HNRNPC,PEG10,IL17RB
SNX33,DNAJC19P5,PRKCD
PRKCB,RPL21P134,RFT1
RPL21,CITED2,SFMBT1
PDIA3,RPL13AP19,STIMATE-MUSTN1
SKI,TENM3-AS1,NEK4
GNB1,RPL23AP12,GLT8D1
PLOD1,AOC2,GNL3
TLN2,RPL5P6,PBRM1
PTPN9,TRIM25,SMIM4
KIAA2013,EDIL3,NT5DC2
OXA1L,EEF1A1P30,STAB1
CSPG4,RYR2,NISCH
RPS27L,ARC,DNAH1
CREBBP,NGF,GLYCTK
TRAF7,PRRT2,ARHGEF3
MLST8,CATSPERG,APPL1
PHGDH,TAL2,LINC00960
SLC9A3R2,MFSD10,DENND6A
ING1,XAGE1B,ALG1L6P
SLC7A8,MIR1244-2,FAM86DP
TPM1,ARPC3P5,HNRNPA3P6
PRR32,NPM1P18,GXYLT2
MAP1A,PPIAP68,SHQ1
SLC25A5,TBR1,LINC00877
ADGRL2,LINC01546,FRMD4B
PSMB5,RPL35P1,UBA3
PGP,TMCC2,TMF1
MTUS2,USP12P1,EOGT
NFIA,LINC01517,LRIG1
LINC00543,PPP1R27,PSMD6
POLR1D,LINC00173,PSMD6-AS2
DCAF11,RPL7P20,ATXN7
GTF3A,TNFSF15,THOC7
DHCR24,SLCO4A1-AS1,C3orf14
CLCN6,CASC15,PTPRG
FLYWCH1,PGK2,RPP14
FNDC10,TMEM45A,SLMAP
JAK1,RPL32P31,GSK3B
TMEM59,CASC19,HGD
SPINT1,VDAC2P5,SMC4
IRS2,HPD,ARMC8
SRM,FNDC4,TFDP2
LRRC42,YBX1P1,ATP1B3
LONRF3,EIF4A1P9,RASA2
SCAMP2,RAPGEF1,ZBTB38
SSU72,RAC1P4,NMNAT3
LEPR,KCNH8,COPB2-DT
RASA3,CSNK1A1P1,PIK3CB
ITGA11,NIBAN3,FAIM
FLYWCH2,GK-IT1,CEP70
RABGGTB,PPIAP47,DBR1
USP3,LINC02028,GTF2E1
COX5A,RPS26P35,NCK1-DT
SPG21,SSBL2P,SLC35G2
RPS2,JAK3,STAG1
ABHD4,TMCO2,PPP2R3A
ADCY9,MAPK6P1,AMOTL2
RNF113A,PDCD6-AHRR,RYK
TYRO3,RPS3AP26,INHCAP
MAD2L2,C1R,TOPBP1
KCTD5,ANKRD45,NPHP3
CHP1,ZBTB16,GK5
MRPL37,FGF5,XRN1
LAMP1,RPL21P17,ATR
FBXO44,BAALC-AS1,TRPC1
TMCO3,MPC2,IFT80
TSPAN3,AUTS2,MFSD1
NDUFB10,RPL8P1,RARRES1
SSBP3,VDAC1P1,GFM1
PRXL2B,NMB,RSRC1
METTL9,FHIP1A,KRT18P34
CDIP1,RPL12P38,CCNL1
VAV3,EEF1A1P29,SLC33A1
MRPS15,NRBP1,DHX36
SMAD6,PPIAP60,MBNL1-AS1
LSM10,RPS4XP8,MBNL1
DUSP9,ANGPT1,SELENOT
CCNQ,LINC01358,PFN2
MAP7D1,RPL18AP16,COMMD2
COA8,OGFRL1,HLTF
AGO1,EEF1A1P28,PLSCR1
BFAR,UBBP2,PLSCR4
BEX4,MTRNR2L4,SLC9A9
SEC11A,RPS26P56,U2SURP
PAQR5,EEF1B2P4,UBA5
ZNF592,REXO1,DNAJC13
TCF12,CMPK2,ACP3
TMED10,THRAP3P1,CCDC14
RAP1A,EDN1,HACD2
GNB5,NFYCP2,SEC22A
KCNAB2,UBE2B,PDIA5
MAN2A2,RAC1P2,LINC02035
NOMO1,COX7A2,HSPBAP1
LCP1,NPY1R,PARP14
RPL22,HSP90AB2P,PARP15
LINC02328,USH2A,DTX3L
SH3BGRL3,GABRB1,PARP9
PHC2,RPL19P16,WDR5B
AFF2,LINC02321,CSTA
GDE1,SYT12,CD86
PDXDC1,SLC35D3,SLC15A2
ERG28,CT70,EAF2
TDRD9,MT1X,IQCB1
FBLIM1,IFI27,GOLGB1
NDUFS5,PPIAP64,HCLS1
RSL1D1,FKBP1BP1,POLQ
BMP8B,PKMP1,STXBP5L
RPL4,GAPDHP72,MYLK
PPIE,RPSAP4,UMPS
NT5C1A,POTEI,CPNE4
BRI3P1,ITPKB-IT1,HEG1
PABPC4,RPS27P23,MRPL3
PITHD1,MT-CO3,NUDT16
HTATSF1,LINC02710,NUDT16L2P
LYPLA2,TEAD3,NEK11
NR2F2-AS1,THAP12P7,ASTE1
IDH3G,HUS1,PIK3R4
HDGFL3,RPS12P4,FAM86HP
PCNX1,FOSL1P1,TMCC1-DT
COL11A1,LINC00299,TMCC1
RGS6,CRABP2,PLXND1
RRAGC,WTIP,MBD4
PACS2,RPS4XP5,IFT122
LINC01356,CDH12,RPL32P3
BTBD6,ATP5MGP3,ACAD9
NUDT14,YWHAZP6,RUVBL1
PNMA1,ST13P7,MCM2
MIDEAS,NCK2,PLXNA1
NPC2,LRRC19,TXNRD3
BCAP31,LINC02044,SNX4
TSC22D1,TRMT112P6,REST
MEAF6,SERPINB9,IGFBP7
SYF2,ABCA12,JADE2
IDS,ATP1A4,ADAMTS6
FOXN3,POMZP3,CCNB1
MFGE8,TMSB10P2,SLC30A5
RBM15,FBN3,PIK3R1
SDC3,PLCG1-AS1,SREK1
YY1,LINC02724,ERBIN
SYPL2,DUSP15,NLN
WASF2,FTLP1,TRAPPC13
MAP2K5,ACTG1P19,PPWD1
ARL6IP1,SERPINB9P1,CENPK
LAMTOR5,PGK1P1,SREK1IP1
NSDHL,MTND2P28,SLC38A9
LAPTM5,LMOD2,IPO11
PHF13,DRC1,KIF2A
CETN2,CCDC80,SMIM15
LAMTOR5-AS1,FAT4,ERCC8
EML1,PA2G4P4,DEPDC1B
DICER1-AS1,PSMA2,PDE4D
YARS1,CTSLP1,GAPT
EPB41,LINC02773,MIER3
GLRX5,ZNRD2,MAP3K1
TAF12,RPL7AP4,CENPH
RNASEH2B-AS1,DRD5,CCDC125
CAB39L,NDUFB9P2,AK6
RSL24D1,COL4A1,TAF9
GSTM4,MOXD1,POC5
SESN2,DDX43,ANKDD1B
PYGO1,VDAC1P7,POLK
DNAJC8,CPNE6,CERT1
NOMO2,LINC01050,GFM2
C15orf65,RAPGEF4,ENC1
AHCYL1,TMOD1,UTP15
C15orf61,MTCO1P15,ANKRA2
PNMA6A,ZFP36L2,TMEM171
ZNF275,SECTM1,FCHO2
SARS1,LINC02330,ZNF366
CRTC3,RPL22P1,PTCD2
PSMC1,FOXD3-AS1,MRPS27
SUGT1,RPSAP55,MCCC2
NTAN1,COX17P1,BDP1
RPS6KA5,NEUROD2,GTF2H2
CCDC88C,SLCO5A1,GTF2H2B
PPP4R3A,CLCA3P,GTF2H2C
DRAM2,LINC00431,RAD17
EIF3I,H2BS1,IL6ST
NGRN,RORB-AS1,PLPP1
TCEAL9,PLIN5,ADGRL3
UTS2,PCDHB11,DROSHA
BMERB1,PCDH19,NIPBL-DT
ZDHHC18,LINC01905,SLC1A3
NEK5,RPL6P21,NADK2-AS1
CIB1,RN7SL336P,SKP2
GOLGA5,FRMPD2,LMBRD2
ITPK1,ARIH2P1,PRLR
GPATCH3,GBP6,AMACR
NUDC,RPL15P1,TARS1-DT
TMEM251,MYOM2,C5orf22
BTBD7,LINC01226,GUSBP1
IDH2,RPS2P28,MTREX
SLC9A1,ACTG2,OTULIN
SERINC2,LINC02006,OTULINL
WDTC1,HCG4B,MARCHF6
NDE1,RPL17P40,CCT5
RAMAC,PBOV1,ATPSCKMT
MYCL,RPL9P14,FASTKD3
COMMD6,UBOX5-AS1,MTRR
FARP1,GPR39,TENT4A
FUNDC2,DDX18P4,SRD5A1
EMC7,RPL7P18,NIPBL
SLC25A33,RSPH6A,CPLANE1
EIF4BP7,RPL23P5,OFD1P17
MCRIP2,SGSM3-AS1,NUP155
METTL26,RPL27AP8,GPX8
TMED3,MYH7,MOCS2
SDHB,UBE3AP2,ITGA1
RPL36AL,COL4A2,PARP8
KLHDC2,RN7SL272P,EMB
ATPAF1,JAZF1-AS1,MRPS30-DT
SLC22A15,MTATP6P1,NNT
STK24,SLC22A1,NNT-AS1
RAB40C,GAPDHP73,C5orf34
PELI2,SLPI,TMEM267
TPRG1L,CCL16,NIM1K
UQCRH,CYP24A1,ZNF131
RPL5,LINC01558,FBXO4
ABHD17C,LINC00639,C5orf51
RTRAF,LINC02514,OXCT1
FAM3A,OSBPL10-AS1,CARD6
PGAP6,SMIM31,PRKAA1
AKR7A2,PNO1,FYB1
AXIN1,RPL23AP43,WDR70
CNIH1,LIN28B,AGGF1
MPG,SRSF12,WDR41
SLC10A3,RPS4Y2,SCAMP1-AS1
RHBDF1,NRBF2P2,CDO1
CMPK1,ANXA10,PPIC
PPL,KCNQ2,SNX2
NOP10,WNT5A-AS1,LINC02201
MIA2,ZNRF2,PRR16
SHISAL2A,RNU6-1247P,HSD17B4
NDUFAB1,LINC00355,DMXL1
UBALD1,RBM20,DTWD2
EAPP,RPL11P3,SEMA6A-AS1
RPS4Y1,FOXP1,ATG12
STARD13,TLK2P1,PGGT1B
SRP54-AS1,CASK,ARSB
HSPB7,CIBAR1P2,TRIM36
PCCA,COX7BP2,YTHDC2
NRDC,SORBS1,DCP2
TENT5C,MT-TM,REEP5
OSBPL9,RPL35P9,SRP19
USP31,LINC00598,APC
ZIC5,SLED1,NREP
UNKL,MMP24OS,STARD4-AS1
TSR3,GATA5,CAMK4
UBE2I,PTH1R,CSNK1G3
OTOAP1,MT-RNR1,GRAMD2B
LRRC8C-DT,SELENOK,PHAX
LRRC8C,ARHGAP40,LMNB1
TPSAB1,GAL3ST1,CDKN2AIPNL
TPSB2,PSMC1P1,C5orf15
FAF1,HMGA1P1,HSPA4
MORF4L1,MTRNR2L3,ZCCHC10
LRRC8D,FBXW12,SHROOM1
CTSH,HSPD1P7,SEPTIN8
SEC23A,AKAP6,KIF3A
ATG14,MT-CYB,TH2LCRR
RTL8A,PTGIS,RAD50
MAPK6,CTNNBL1,SLC22A5
RIMKLA,DACH1,SLC22A4
HIPK1,LINC00659,RAPGEF6
SVBP,ZNF502,CDC42SE2
DCLRE1B,TMEM88,LYRM7
GPHN,PTPN12,CHSY3
YBX1,SCN3A,FBN2
DNASE1L1,ATP10B,SLC12A2
RPL10,MAFA,HNRNPKP1
ATP6V1D,CBX1P3,C5orf63
CDC42,EFCAB3,WDR36
CCDC30,RPS6P25,SLC25A46
GOLGA8S,ANAPC1P2,MAN2A1
MECP2,KCNK9,MCTP1
IRAK1,SCN2A,FAM172A
SPRY2,RPL36AP43,POLR3G
RPS8,LINC01136,MBLAC2
FOXJ3,ITGA2-AS1,CETN3
NDFIP2,EEF1DP1,TMEM161B-DT
CPEB1,B3GNTL1P1,TMEM161B
AJAP1,CLEC17A,RASA1
ZFP36L1,MGAT4FP,VCAN
ENO1,B3GALT1,XRCC4
ARRDC4,LINC00928,ATP6AP1L
EDNRB,RPS26P43,SSBP2
NFYC,LINC01085,ZCCHC9
ACTN1,ST13P10,DHFR
RENBP,RNPS1P1,ZFYVE16
RSBN1,CEROX1,SERINC5
CAP1,CARD17,RBX1P2
LRRC28,MMADHC-DT,MTX3
GCOM1,CACNG5,CMYA5
ATP6AP1,POU2AF1,TENT2
FAM50A,FAM241A,SLF1
DACT1,SPON1,TTC37
TMEM53,RPS12P26,FER
CARHSP1,CR1L,RFESD
DAAM1,RGS9,EFNA5
DHRS7,RPL23AP57,NUDT12
MUL1,OR7D4,MACIR
USP7,CIR1P1,PPIP5K2
CCPG1,IL20,GIN1
PSMD10,RN7SL165P,ST8SIA4
UBL4A,ASAP1,FAM174A
PINK1,CTSLP4,MTND5P10
PKM,ELOBP2,CHD1-DT
PCSK6,JAKMIP3,CHD1
PPM1A,RPSAP58,RGMB-AS1
C16orf72,RPL12P8,RGMB
ATP6V0B,MAP2K1,PSME2P1
CHSY1,RPL9P32,RIOK2
FEM1B,GAPDHP61,LNPEP
KIF17,RPS2P48,ERAP2
RGCC,MTCO1P40,ERAP1
C1orf174,RALYL,RHOBTB3
MED8,WHAMM,SPATA9
BCAS2,TCF7L1,NSUN2
TSC22D3,RPL7P6,ICE1
LAGE3,XG,NDUFS6
ALDH1A2,TCP1P3,PPP3CA
HSPA2,CSTB,TBCK
