MFL,MFN,MFPA
PRICKLE1,NPEPL1,LINC00588
NAXD,SMIM15,CHCHD5
HNRNPA1P61,ZNF606,ACTE1P
GPR68,GNAS,CXCL16
LINC02234,CAPRIN1,CASTOR2
ROM1,ZNF256,XIAPP2
SEMA4G,KIF2A,PCNPP3
RPS3AP33,CTSZ,DNAH9
CYCS,DIMT1,PCDH17
PALS2,HNRNPF,LINC02754
RPS27AP19,TCP11L1,SNAP47-AS1
TPT1P7,GAPT,SNORD91B
GAPDHP72,ZNF22-AS1,LINC00378
MKRN5P,ANKRD30BP3,TIMM22
DIPK1A,IL31RA,CCL24
RPL23AP44,DDIT4L,RPL19P14
SH2D1B,ZNF22,RPL21P120
RCC2P8,H2AZ1,PGA3
SCYGR4,SLC16A1-AS1,LINC01139
RPL10P14,ZNF8,LINC00463
NTRK3-AS1,ZNF8-DT,DEFB1
CFAP46,RBM38,EPHX4
MIR5587,DEPDC7,LDHAL6A
GOLGA8Q,MAP3K1,IL19
CBX5P1,ZNF32-AS2,LDHC
VDAC1P11,ZNF32,ANAPC1P2
GOLGA2P7,ZNF544,SLC25A51P4
RNU6-718P,QSER1,GNG2
RPL17P41,ZNF274,UBALD1
EBF4,ZNF485,RDM1P5
TMEM14DP,ZNF239,PANX3
HAS1,PMVK,RPS3AP9
LINC02569,ZNF587,YY1AP1
ARF4-AS1,LRIG2,PDIA4
OCLNP1,CAPZA1,MORN3
PANK2-AS1,OSBPL2,GSDMA
DDX18P3,ZNF25,RAB25
MIR3176,PYGO2,SDK2
MIR3150BHG,ZNF248,RPL10P3
PPIAP58,SREK1IP1,USP2-AS1
CASP4LP,CWC27,APOF
TCEAL3-AS1,ZNF211,PHBP7
C1orf21-DT,ZNF134,LRP4-AS1
LINC02788,CABLES2,MTRNR2L1
UBE2L4,DDX20,TOX3
MYL6P2,INKA2,PTENP1-AS
RN7SKP9,ZNF530,GIT1
ST13P12,CENPK,UBE2MP1
APOBEC4,PPWD1,DNAJB5-DT
MFFP2,ZIK1,HERC2P4
LINC02627,TRAPPC13,SPAAR
NANOS3,ERBIN,F2
XIAPP1,NTSR1,MIA2-AS1
BBOX1-AS1,ADORA3,PPP1CB
SNORA80D,MTG2,LAPTM4BP1
RPL17P37,PBXIP1,SYCP1
CALML4,SS18L1,ARHGAP5
PCDH9-AS2,CDH26,MAMDC2-AS1
HNRNPMP1,ST7L,RNU6-1228P
REC114,PHACTR3,RN7SL45P
ARHGDIG,ZNF814,TMEM18
LINC01763,SYCP2,ATP2C2
SPON1,ZNF552,EGLN1
DMAC1P1,FAM217B,TMEM183BP
ADH5P2,PPP1R3D,SUMO2P1
ENO1-AS1,CAT,FABP3
RN7SKP219,ZNF776,SLC6A20
IL17C,ZNF33A,HNRNPA1P3
SNORD37,LINC02910,IYD
RNU6-975P,ZNF671,ZNF575
RHOG,WNT2B,NFIA-AS2
ZNF316,CTTNBP2NL,RPS15P9
DFFBP1,TAF4,BCORP1
LINC02703,APIP,SPON2
PLOD2,IPO11,LRRN1
GM2AP1,ZNF551,DRG1
FN1,ELP4,CTNND2
RPL36AP48,IMMP1L,CDC27P2
SEC22B,CYP2U1-AS1,KISS1R
RBX1,SIKE1,HMGB1P39
POMC,WASHC2A,GUCD1
EPN3,PARP8,ASIC4
NOTCH2P1,HTATIP2,SLC7A11-AS1
PKD1P3,PARD6B,C4orf17
RPS20P33,VANGL1,KIAA2012-AS1
DBIP1,PRMT3,PPEF1
L1CAM,TBCK,MIR663AHG
GAPDHP24,ADNP,FXR1
PCNAP3,GSTCD,ZNF653
GTF2IP14,MZF1,RPL5P8
PLSCR2,FANCF,FRG1CP
SLC25A30,ADNP-AS1,SH2D5
ATP5MC2P3,DPM1,GUCA1A
ELFN1-AS1,SVIP,NDUFB5
GMFBP1,PPA2,SPTLC3
PHF2P2,PARG,HCG14
RBMXP1,TSPAN2,TIMMDC1-DT
TBILA,NFATC2,RPL32P13
PCDH17,MOCS2,KCNJ6
ZNF140,UBAP2L,LINC01224
SNORD62,EMB,EPHA4
TDGF1P6,SLC22A15,SYNPO2
RNU4-2,ZWINT,CCNP
GPR37L1,SGMS2,LINC01322
LINC02319,IGSF3,LINC02111
BANP,SOX12,FAM110A
TAF1D,ZNF131,LINC01910
RPS3AP12,PAPSS1,MTCO1P12
WFDC5,CISD1,KIF4CP
FAM86HP,AIMP1,COMP
HDAC9,CCL28,CYYR1
CSPG4P10,ATP1A1-AS1,IRS4
LINC00114,SGMS1,PSMC1P7
MTCO1P12,TMEM267,SOD3
RN7SL49P,PELATON,EIF4A1P1
RNU4ATAC11P,C20orf96,FBXO17
SLC17A6-DT,C5orf34,WBP11P1
YWHAG,NNT-AS1,MAP3K4-AS1
IFITM3P9,CSTF2T,PDE9A
VWC2L,NNT,DLGAP4-AS1
PRPS1L1,SGMS1-AS1,CTRC
TKTL1,SALL4,SETP6
LINC01089,ZFP64,MATN4
IHH,MAGI3,SLED1
CCL24,CENPE,RBMX2P5
SAMD14,AP4B1,FHIT
CAMSAP2,SLC38A9,HSPA9P1
AKAP14,FAM210B,NOLC1P1
CACTIN,METTL15,UBE3AP2
WDR3,KRT8P46,PLSCR2
ZSWIM3,MANBA,PLOD2
ACTG1P22,AURKA,ODF3L2
UQCRHP2,BANK1,EIF1P2
LINC02749,CSTF1,MMUT
STAG3L3,CASS4,NBPF21P
PDE2A-AS1,WASHC2C,MIR4280HG
HHIPL2,ARL14EP,LINC02357
FAM220BP,ZFAND4,PPP2CA
RPL17P2,MARCHF8,INSYN2B
ACTR1A,DNAJC24,ZNF683
ENTPD2,PTPN22,LIN28A
NEFHP1,ALOX5,H2BC11
HIGD1AP4,OR13A1,STAP2
PDE2A-AS2,PHTF1,ATP5F1E
RAB11AP1,TIMM23,ABT1
RNU6-678P,MTREX,MAP2K7
MLXP1,DHX29,GULP1
ARL6IP4,ZNF324,MUC4
MTCO1P29,TRIM28,CBLB
HCAR1,MOCS2-DT,LSM14B
INHCAP,TMEM273,TLE1P1
LDLRAD2,FST,NUDT11
ENSAP3,ZBTB45,ZNF560
PTP4A1,CCDC34,RNU6-194P
RNA5SP395,LGR4,LINC01968
CACNG4,VSTM4,RPL5P15
STRN3,ARL15,SUDS3P1
RAB8A,KIF18A,PADI1
LINC02586,ZNF324B,CFAP299
SLC26A9,SUMO1P1,SPCS2P4
LINC01802,TRIM33,PSMC1P4
TBPL1,PTPN20,HTR3E
VPS26BP1,BDNF-AS,MORF4L1P5
LIME1,ZNF132,PTPRK-AS1
EIF4A1P12,GPX8,TUBBP9
RPL23AP2,ZNF584,MYPOP
TBC1D3P1,CDC25B,SELENOF
DHX40P1,OTULIN,LRRC7
PIMREGP1,BMPR1A,TMPRSS7
CYP4F22,TMEM184C,SCRG1
LINC00412,MGME1,SLC2A3P2
DIS3L-AS1,PIDD1,DPRXP5
EEF1A1P38,HPF1,EPGN
SNORA5C,PNPLA2,CLPP
TWF1P2,AADAT,SMAD4
OR51E1,GALNT7,COX6A1P2
MTCP1,HMGB2,NLGN4Y-AS1
FPGS,SNX5,HNF4A
ARHGAP5,SAP30,AKR1B15
SRD5A2,ID1,TMPRSS4
LINC01447,CRACR2B,MIX23P5
RPS29P14,TRUB1,PCARE
AKR7A2P2,TSPAN4,PACRG-AS1
LINC02585,CEP44,HPN-AS1
NEK3,SPCS3,ZPLD2P
SECISBP2L,NEIL3,GAPDHP67
GHRLOS,CHID1,GFI1B
RNU6-151P,AP2A2,COX7BP2
FLJ16779,PRMT9,GATA5
RNU6-623P,LINC00869,MYH7
LEFTY2,CLCN3,DYTN
TPMTP2,SHTN1,PDE9A-AS1
ZCCHC18,RFX5,RN7SL107P
RPL32P11,TMEM80,BPIFA3
LINC01364,SFXN4,GGT6
TEX45,DENND10,RSPH10B2
TBC1D3B,EIF3A,RPL23AP19
SAV1,FAM204A,PTH1R
LINC01678,FRG1BP,RNU6-1297P
HSFY3P,ZNF133,LINC00640
ITIH2,CBR4,RN7SL279P
CNOT10-AS1,H3C13,LINC02621
MTRNR2L1,PDE4DIPP7,COL4A6
NAP1L1P2,NEK1,CCL16
RNU6-1025P,GATD1,DOCK9-DT
GMFB,PSMB4,SMIM31
ORM2,FCGR1A,HMGN2P18
EEF1A1P41,DCLK2,LINC01635
HOXB9,KAT14,MIR7856
TFDP1P1,POGZ,TAS2R31
PSMA5,SNX27,LARS2-AS1
ANKRD30BP2,TPX2,LYVE1
PICALM,NHLRC2,LINC01340
CSNK1A1L,DEAF1,TSBP1
AVPR1B,DCLRE1A,CD300LG
RPL7P58,CENPU,POU3F3
LRRC3,SLC25A4,ANKRD40CL
H2BS1,CFAP97,AKT3-IT1
ADGRL1,DNMT3B,PKHD1L1
ANKRD28,MAPRE1,CHRNB4
YAP1P3,SLK,CCDC8
RPS4XP9,STN1,SLC25A6P5
PAFAH1B2P1,CD81,XDH
LTN1,KCNQ1,PTGIS
PSMD5,SH3PXD2A,GOLGA6A
TLCD3A,NEURL1,SRSF3P5
PLEKHH2,NBPF11,PMCHL2
CEBPZ,CALHM2,LINC02902
LINC01270,PDCD11,LAMA4
LMNTD2-AS1,SLC22A18AS,TNS4
FAM126B,SLC22A18,CERS3-AS1
ALDH1A1,NAP1L4,PPP1R8P1
IFFO2,ACP6,FA2H
LINC00310,TAF5,RN7SL329P
PSPC1,PRIMPOL,RN7SL569P
SSR4P1,STOX2,AXIN2
EIF4HP1,THEM4,ZNF677
C15orf48,SMC3,LINC02208
RPSAP75,NBPF14,RPL32P33
TUBB3P1,SLC10A7,FBXW12
LINC00556,VTI1A,GALNT16-AS1
OR1M1,ZDHHC6,HMGB3P32
NACAP7,GPAM,SHROOM3-AS1
FTH1P6,DCTD,PEBP1P3
USP45,KIF16B,PGAM1P3
TMEM97P1,LSM6,RN7SL685P
PKD1P4,TM9SF4,SLC4A10
MIR6859-2,KIF3B,RN7SL88P
MTRF1LP1,IFITM10,BNIP3P40
PRKCA-AS1,TRAPPC11,PACRG
CDV3P1,ADD3,GPHN
RPL18AP8,C11orf21,ASIP
YWHAEP1,TSPAN32,DGKD
AFDN-DT,XPNPEP1,RNF103-CHMP3
PSMD7P1,POFUT1,RPSAP76
TCEANC,THEM5,VN1R90P
PSMA2P1,DZANK1,PEMT
LRG1,PRDX3,ASH1L-IT1
C17orf50,INA,ADAM20P1
CGGBP1,ECHS1,GPATCH3
C17orf114,CTSO,KCNK2
PSPC1-AS2,ENSA,CNGA1
NPIPB10P,KIZ,RPS2P46
PRDM13,ADAM8,GRIP1
TMF1,GLRB,GALNT16
CHCHD2P9,GASK1B,FLYWCH1
TUBBP2,TUBGCP2,ZNF726
TNFRSF19,CTBP2,HSP90AB1
SYCP1,ABRAXAS2,FAM9C
RN7SL838P,EEF1AKMT2,EFCAB13-DT
MST1L,TNFAIP8L2,LINC02236
ANKRD19P,FAM53B,GRM3
RWDD3,TMEM144,ST13P15
RPL21P5,CST7,PPIAP42
LINC02836,APMAP,LINC01964
LINC02166,BUB3,P2RX3
RNU6-446P,ACSS1,TMED2
RNU6-8,TARS2,BNIP3P27
YAP1P1,ENTPD6,OLFML2A
MTND5P25,GZF1,RPS20P2
NR0B1,GABPB2,SOCS6
PPIAP55,EDRF1,MIR5685
PRRX2,PLRG1,PLPBP
COPS8P2,STK32C,RPS16P5
MOB4P2,TRIM2,COMETT
NDUFB4P1,LINC02870,COX6CP14
ZSWIM5P2,PRUNE1,RPS24P12
THOC7-AS1,MINDY1,SMN1
C3orf49,ANXA9,RPS7P12
NME1,TMEM131L,GDNF-AS1
RNFT1P3,SETDB1,SNU13
SUMO2P3,ARFIP1,KRT18P31
R3HDM2P2,KIZ-AS1,HSP90AB7P
CTSL3P,MGMT,CDK7
CXCL16,MKI67,TP53BP2
SMIM9,TDO2,JSRP1
RNU6-282P,CD93,ANKRD34C-AS1
CACNA2D3,TMEM154,TMEM30CP
ZNF414,DHX32,GNB3
MICOS10P2,MIR4453HG,KRT10
S100A9,UROS,SV2C
RN7SL472P,SCNM1,ATG14
TKTL2,CRNKL1,BBOX1-AS1
LL22NC03-63E9.3,BOLA1,RPS3AP26
ANKRD10-IT1,NAA20,RPS24P16
PCDHGA7,DTD1,RPL21P136
RPL7L1P12,LRRC56,NCKAP5
PCDHGC4,WDR11,HSPB3
CALM2P4,RASSF7,FRMD6
PPP1R2P6,ANP32E,WAC
CTSLP2,ZNF687,FAM71F1
NACAP10,MARCHF1,FNDC11
TCAF2C,RBBP9,TSG101
NPY5R,SEC23IP,CADPS2
DENND10P1,VPS45,LINC00486
NPM1P24,LRBA,CALD1
ASB12,PHRF1,RAD23BP1
FRMPD2B,MCMBP,LINC01711
CIBAR1P1,INPP5F,B4GALNT2
CREB3L2-AS1,TMEM192,LMOD2
RNF175,KLHL2,TSHZ2
GAPDHP22,SV2A,PLK5
PCDHB15,TIAL1,CPEB1
EIF4BP1,POLR3F,NPM1P46
TGIF2P1,ATE1,ELL
SMIM33,PTDSS2,CICP3
KATNBL1,ATE1-AS1,C1orf115
ZNF285B,PSTK,MTFP1
RB1CC1,ACADSB,MRPL57P3
TRIML1,AGGF1P2,CDV3
LINC01945,RPRD2,OR4A16
RALGAPA1,GINS1,PTP4A1
LINC01594,NINL,EVI2A
CNTF,NANP,HSPD1P10
OR5B21,ZNF337-AS1,LINC01554
TAS2R38,GATB,TET1
C2orf49-DT,BET1L,TMTC1
EIF4BP9,NSMCE4A,CPNE1
CCNYL5,ZNF337,MLIP
TARM1,RIC8A,MPG
RNU6-335P,SIRT3,YWHAZP2
MANEALP1,FAM24B,PES1
CFAP58,MRPS21,GLB1L3
LINC01845,PSMD13,GLB1L2
ASS1P8,PSMD4,MAPKAPK5-AS1
BPGM,SIGIRR,PFKP
ALPK1,PCGF6,SNAP91
ITM2A,CDK5RAP1,CBARP
TMEM200C,ZHX3,LINC00933
CA1,EXOC6,SCAND2P
RPL9P3,TRIP13,HOOK1
FCGR2A,SLC12A7,ZNF746
C19orf18,NDRG3,PTGER1
LYPD6,DSN1,RPL19P11
IL17REL,SOGA1,SETP3
TACR3,PIAS3,RPL23AP2
SEPTIN7P1,CDS2,C11orf16
RNU2-51P,PCNA,EDF1
DLGAP1-AS2,HELLS,PHPT1
MIR1255A,TMEM230,NGRN
TMCO1-AS1,SLC23A2,TMPRSS11F
B3GNT2,RBL1,GPRC5D-AS1
DOCK11P1,SLC35G1,BCYRN1
LRGUK,NUDT17,HLA-DPB1
RPS19,RASSF2,C7orf57
BRD7P5,PRNP,WSCD1
NECTIN4-AS1,NDUFS6,SDCBPP2
ACKR1,FRA10AC1,FARP1
MIR4482,POLR3C,GABRB3
RN7SL862P,ZNF215,RPS10P16
REELD1,BRD9,RNU6-1035P
UBE2L2,CCNA2,ARHGDIA
RN7SKP235,ZNF518A,LINC02508
SMARCA5-AS1,FRAT2,TCF24
GPRIN2,FRAT1,DAPL1
HSD17B6,ARHGAP19,TNFRSF11B
COLEC11,PHF20,H19
ZNF280C,LIX1L,LINC00605
KLF8,RRP8,IQCJ-SCHIP1
SMIM43,RBM8A,C1orf189
SAR1AP3,EXOC3,FTH1P1
JMJD7-PLA2G4B,PEX11B,CLTB
MTRNR2L13,DCHS1,EIF2B2
MED6,NORAD,NARS1P2
CYCSP22,CEP72,NDUFA4L2
TPM3P6,ENTPD1,COL4A3
IQUB,TCTN3,FTH1P2
MS4A4E,ALDH18A1,RABGAP1L-AS1
SHISA5P2,ANKRD35,CCDC102A
SRP19,MYL9,SP3
NOSIP,LINC00654,R3HDM2-DT
ADM5,CEP55,RPL23AP23
LGI3,HHEX,HLA-DQA2
BDP1,RBM12,SLC52A1
RNU4-48P,PRDM5,EXOC3L2
PTOV1-AS2,DAP,PCBP2P2
RNY4P7,TMEM9B-AS1,PSPHP1
SRL,TRIO,DNASE1L3
NAIPP3,ACTR5,GLRX3
MTRNR2L5,LINC00863,MTDH
MBL2,PPP1R16B,FAM178B
SHLD3,FAM83D,FAM166B
RAB11FIP1P1,NUTM2A,EDNRB-AS1
SNORA11B,DHX35,NELFA
SRMP3,METTL14,ATP5MK
SRD5A3P1,SHLD2,CRK
JPX,MAVS,WASF3
SNAPIN,GLUD1,CIBAR1-DT
OSTCP5,ADIRF-AS1,SOCAR
PIK3R6,TMEM41B,LINC02732
MIR583HG,INTS3,PMEL
CDK8P2,MMRN2,MUCL1
S100A8,OTULINL,NUP58
IL37,PLCG1,MTUS2-AS1
S100A6,MINPP1,CYFIP2
CRTC3-AS1,AKIP1,ZDHHC24
LINC02316,LINC01184,RNF17
PRELID1P4,RPRD1B,PPIAP71
SNRPA1P1,KIF11,RHCE
PLAC1,MAD2L1,PSAPL1
TMEM220,IDE,TNFRSF25
RPL21P11,GPR89A,MYLPF
UBE3C,SEPTIN7P14,INGX
MNX1,DENND2B,PPP6R1
DBX2,RPP30,CHORDC1P1
CGB7,TTI1,METTL9
MTATP6P26,KIF20B,CIDEC
LRRC29,RALGAPB,FLJ42969
RPL17P22,PANK1,SLC29A4
ISM2,ILF2,SERPINA6
PDLIM4,STAMBPL1,CLTRN
GPR176-DT,ATPSCKMT,DKKL1
RNA5SP249,RNF24,RIPPLY3
PHBP19,RNLS,CR2
RPS16P9,CCT5,RPSAP49
SEPHS2P1,ATAD1,COX10
OR2A9P,NFS1,ATP6V1E1P1
RN7SL473P,POLR3GL,GRK5
LINC02102,CBFA2T2,NANOGP8
BMF,SETD7,TNKS2-AS1
LINC01018,FMO5,LINC00551
CDC42BPG,LDB1,RAD17P2
ICE1,AHCY,SIL1
HES7,HPS6,NACA3P
NBEAP2,CLGN,CHN1
LINC01905,ARMH3,BRK1
SLC9A3-AS1,PDIA3P1,USP7
ACTR1AP1,KCNIP2,HNRNPLP1
TOMM40P3,FBXW4,SPATA31E1
SLC25A44,SCOC,RPL23AP26
PSME2P5,PRKAB2,CRYM-AS1
COX20P1,SLX4IP,LINC02416
RNU6-118P,BTRC,B3GALT4
GIMAP4,PIGU,TRGV6
NUTF2P7,NCOA6,LNCOC1
ETS2P1,MKKS,EIF4BP3
LINC02201,SFXN3,C19orf81
EFNA3,MGST2,IMPDH1P9
SNX2,TRIM68,DHDH
DM1-AS,CUEDC2,PARD6A
RN7SL711P,C10orf95-AS1,FAM27C
PPIAP77,ELMOD2,MOGAT1
PPIAP84,TRPC2,LINC02679
PPIAP65,NECAB3,FCRL3
CALML6,LRP2BP,RNA5SP155
POGLUT2P1,BORCS7,CCDC198
NUTM2HP,OSBPL5,MTND2P32
AK6P1,E2F1,HTR2C
NADK2-AS1,ZNF195,HMGB3P22
SRSF3P2,PXMP4,OR3A3
PHACTR2P1,ZNF341,FAUP2
DUTP6,WBP1L,MFRP
LHX4,MFSD13A,LINC01085
TDRD5,PGAP2,CD200R1
CD27,ISM1,RAX
MSGN1,ARL3,STMND1
COX6CP1,CYP4V2,HMGN2P20
MIR3685,STIM1,ANKRD20A1
LINC01145,RRM1,PRDM14
TMEM259,SUFU,MPPED1
SNORA38,ZNF330,C1QTNF2
RPL35AP31,PDZD7,ADAMTS7P4
LINC02156,LZTS2,GBP6
OR7E7P,EXOC3-AS1,TAS2R19
GULP1,RAB33B,APCDD1L
MIR6832,SPATA5,RN7SL487P
KRT16P1,NUDT6,LINC01031
APOM,COX15,PLA2G4E
RPL36AP16,FHIP1B,PLEKHG4B
DHRS4L1,MCM8,MYOCOS
CCDC50,UQCC1,ELOCP31
MOB4P1,NBPF10,LINC01391
RNU6-821P,CAVIN3,ZIC4
MIR25,APBB1,RNU7-18P
OPLAH,CUTC,ATP13A4
PPIAP91,CCDC127,SLC34A2
SLC26A11,CEP250,CTF1
ARF6,TRIM3,PCDH19
PEX26,PYROXD2,STEAP4
ACTL6B,TIMM10B,LINC01585
ABCF1,MARVELD1,RPL5P34
ATAT1,DNHD1,ST13P13
GOLGA8T,ZDHHC16,RSC1A1
FAM83H,EXOSC1,NPEPPS
RNASEK,ANKRD50,ABHD5
PAMR1,AGGF1P1,PRELID1P1
GAPDHS,INTU,BAP1
SUCLG2P2,SEC31B,ZCCHC14-DT
CDKL1,MRPL43,CCDC90B-AS1
TRAPPC14,SLF2,BRSK1
RPL13P4,FRG1-DT,PHLDA1-DT
NOP2,ELF2,LCT
RPL21P123,ANKEF1,SMYD3-IT1
RPL6P29,HIF1AN,KCND3
LINC00858,LINC02172,KRT15
LXN,PCDH18,ARNT
ITCH,PABPC4L,DENND1C
PPIAP33,BMP2,ACTN3
HMGB3P1,JADE1,DNAAF4
TDRD15,PGRMC2,MOXD1
ADAT3,ABHD18,LCT-AS1
EEF1A1P28,ERLIN1,LINC02752
GRAP,DNMBP,RN7SL408P
VSTM2B,MFSD8,OR6D1P
CEP250-AS1,PLK4,CES1P1
BDKRB1,HSPA4L,RAC3
BTBD6P1,CCNY,YIF1A
LSM1P1,ZNF37BP,MZT2A
RSL24D1P2,TMIGD3,PNMA8C
LINC01589,ODF2,SELENOKP3
SMIM6,SH3GLB2,LINC01035
PATE1,KCNJ15,LEPR
HIGD1AP16,DOLK,FLJ31104
SIAH2-AS1,NAAA,SIX3
PLD1,TBC1D13,EIF4EP3
MIR342,ZDHHC12,TMEM269
HSD17B8,G3BP2,TRIM75P
ATP11B,CLP1,BTN3A1
ANKRD20A21P,DAP3,CNMD
FCN3,MSTO2P,PSME2P6
RPS4XP14,PKN3,SNX22
C4B,ZDHHC5,ZFP1
HERC2P4,DYNC2I2,SYNGR4
MTFR2P1,MED19,CDCA4P3
NCOA4P1,SPTAN1,TULP2
SVIL2P,HMGB3P9,FHIP1A
RBM22P12,GLE1,SLC25A3
HCFC2,PSMG1,PPIAP33
XKR7,BRWD1,DACH1
ADAMTSL5,MTF2,STRA6
CCDC73,CCDC18,RPL32P11
LINC02190,KCNJ6-AS1,POFUT2
HSP90AA5P,IER5L,BZW1P2
FUOM,NUP54,SREBF2-AS1
KRIT1,TOR1A,LINC00513
NEB,CHAF1B,SPEG
ASS1P11,C9orf50,ZBTB41
ATP6V1G1P4,LINC00963,HSPE1P7
C1QTNF12,HLCS,H2BP3
DCAF13,LINC01503,PCNP
NDUFB4P7,LINC02913,CCN4
LINC02804,FNBP1L,MEIOSIN
PDZK1P1,MIGA2,ANAPC11
PARTICL,PIGP,EEF1B2P6
ATXN1,TTC3,HACD1
ZNF277,SLC43A1,COL3A1
PCED1A,PTPA,MT1XP1
ADIPOR1P2,DR1,CEP126
NHLRC1,CCDC18-AS1,RPS23P8
LLPH-DT,VPS26C,FZR1
FXYD6P1,DOLPP1,WDR45
PDCL3P7,EVI5,SND1-IT1
ADAM33,CERCAM,CFAP36
IRX5,LINC01451,HLA-E
ERVK9-11,SLC27A4,BPIFB9P
HMGA1P8,ST6GALNAC6,SCG5-AS1
FRAS1,AK1,CREG1
SDCBP2,ZNF326,SETP1
RN7SL333P,ENG,GPR143
MTND5P19,LRRC8D,GJB5
MAEL,LRRC8D-DT,LINC02156
ERMN,CDK9,DNAJC9-AS1
HNRNPLP1,C2CD2,PPM1G
ARHGAP11B-DT,RCHY1,NPM1P6
POLR3DP1,LRRC8C,HLA-DQB1
SERPINA10,LRRC8C-DT,TIFA
DUXAP10,LRRC8B,ISCA1
RN7SL507P,SH2D3C,DDIT4
MIR6895,TOR2A,RPL29P2
GAPDHP62,ZNF79,TIPRL
RN7SL812P,LAIR1,SOX8
BIN2P1,GARNL3,FAM71D
PPIAP47,ZBTB34,XPOTP1
FGF5,MVB12B,LINC01844
COBLL1,ST6GALNAC4,PXN
LINC01786,DPM2,GTF2I-AS1
DNM1P35,TMX2,SNRPEP7
RPS2P17,PTGES2-AS1,GYG2P1
MDM1,HMGN1,SRD5A3-AS1
CHRFAM7A,COQ4,SLC28A3
RNU6-930P,GET1,ASAH1
RPL7AP9,TRUB2,CST6
RBM14-RBM4,SWI5,KLHL31
TMEM161BP1,DNM1,MAP2K1P1
EIF2S1,RPAP2,HSPA8P11
LINC02449,GLMN,CRAT
MAPRE1P2,PTGES2,PACSIN1
ANKRD30A,FAM102A,CAVIN4
CCDC103,BTBD8,DNAJC19P7
SRRM2,SYT11,SCAMP3
ERVMER34-1,SLC25A25-AS1,FAM187B2P
MIR628,LENG9,RPS3AP12
LINC00653,LENG8,ANAPC1P1
GATA1,NAIF1,RPL21P121
WBP1,CDC7,C16orf72
PTPN2P1,ZNF644,CA5B
AK3P2,SSRP1,DEPDC1P2
ZNF146,TNKS1BP1,ALPK2
LINC01499,ABCD3,MCF2L
LINC01293,DOP1B,RPL21P131
FAM229A,TTC37,MIR6835
ZFC3H1,RXRA,AFDN-DT
RN7SL213P,ARSK,MRE11P1
MTRNR2L7,THAP9,SEPTIN7P10
LINC00893,WDR5,NDE1
MIR1244-3,BRD3,FAM3C2P
RNF139-DT,BRD3OS,EPN2
CRLS1,VAV2,CPHL1P
RN7SL65P,RFESD,GABRA4
OR5AU1,SURF2,GRIN2C
PVT1,SURF1,C21orf62
LARP1BP2,TMEM50B,FABP5P10
NUDT4P2,MED22,RPL32P2
H4C6,PTPRH,RPL35AP4
H3P6,SURF6,KLHL33
PFN1P8,FDPS,FTLP2
DTNB-AS1,CAST,RPS4XP14
TEKT4,GTF3C5,LHX5
TMEM274P,TSC1,GPC5
RPS3AP48,PPP1R26-AS1,HEY1
KCNIP2-AS1,LIN54,EPO
KRT18P52,COPS4,LINC01607
SBF1P2,COQ2,CYP51A1P1
FAM133CP,NOTCH1,MYOM2
E2F3P2,SEC16A,FAM174B
RNU6-307P,MIS18A,SAMD15
HNRNPA1P55,INPP5E,HCRTR2
NUDT4B,PMPCA,UBE2HP1
DDX39B-AS1,ENTR1,RCCD1-AS1
TRIM74,CARD9,TUBBP5
ARMC10P1,NKX6-1,FZD5
RARRES2P1,LYSMD3,RCOR3
NSUN5P2,PAXBP1-AS1,LRIG2-DT
MIR765,TMEM250,SEM1P1
MIR4489,EVA1C,LINC00942
PMS2P5,NACC2,RPS2P52
STAG3L5P-PVRIG2P-PILRB,UBAC1,LINC01681
MCCC1-AS1,FAM172A,POLR2J
NIFKP3,CFAP298,UFSP2
HSPE1P5,SLF1,TOGARAM2
XCR1,C9orf116,ATP1A3
RPL32P34,THAP9-AS1,CRIPT
RPS15AP6,DONSON,PROS2P
CACNG7,CRYZL1,MOSPD3
HNRNPA1P43,RUSC1,ZNF667-AS1
EIF4A2P3,PLPP7,IRF2BP2
MIP,FAM78A,FRG2
HNRNPA1P20,NUP214,ETNK2
HNRNPA1P62,ABL1,TNNI2
SMIM23,EXOSC2,CTSD
NPM1P51,LINC01436,SAMD4B
ANP32C,ALG14,ROMO1
RPL35AP2,FUBP3,TRPM8
RPL23AP11,HNRNPD,VDAC1P1
RUVBL1-AS1,PRRC2B,LINC02595
PDLIM7-AS1,PAQR3,RAB6B
LINC02816,GPR107,HMGA1P8
KRTAP5-8,FNBP1,CD151
HINT2,BMP2K,GOLGA6L5P
NUP93-DT,LINC01094,MISP3
ENTPD3,MRPL1,LINC02466
RNU6-1178P,RGMB-AS1,GRK6P1
RNA5SP449,CNOT6L,SYNE2
HCG4,LINC01426,ST13P10
RN7SL147P,POMT1,JMY
TMEM109-DT,SCD5,HNRNPKP3
BTF3L4P3,ZNF550,SLC27A6
GCSHP5,ITSN1,RHOXF1-AS1
SEPTIN2P1,TNNT1,SNRPEP5
SUMO2P8,ATP5PO,CDC42EP5
NBPF5P,LINC00649,CASC20
SLC25A52,PPP1R12C,THBS4-AS1
GUSBP9,EPS8L1,GTF2F2P2
AHCYP2,MRPS6,KCNMB2-AS1
ATP5F1CP1,SLC5A3,FBXO40
HSD11B1-AS1,RDH13,CCDC140
ZDHHC20P1,RUSC1-AS1,LARGE2
SLC8A2,TMEM150C,SNF8P1
PPIAP79,ENOPH1,MIR320B2
CLECL1,TTF1,ENKUR
PPIAP59,SETX,VPS11-DT
