gene_id,MFL01,MFL02,MFL03,MFL04,MFPA01,MFPA02,MFPA03,MFPA04
ENSG00000226890.1,0,1,1,0,0,0,0,0
ENSG00000261732.1,3,0,0,2,4,3,3,4
ENSG00000206053.13,868,785,722,784,235,193,214,263
ENSG00000278987.1,3,2,3,5,0,0,3,2
ENSG00000138834.15,1314,1286,935,1253,104,87,139,131
ENSG00000275092.1,4,7,3,0,1,1,0,2
ENSG00000261399.2,0,0,0,0,0,0,0,0
ENSG00000265820.1,2,1,0,0,0,0,0,0
ENSG00000261207.1,0,1,1,0,0,0,0,0
ENSG00000103024.8,396,376,276,320,123,103,125,128
ENSG00000074071.15,488,454,362,428,393,334,453,415
ENSG00000197774.14,484,448,338,417,25,20,27,31
ENSG00000162032.16,3,7,4,2,1,0,1,0
ENSG00000095906.17,534,508,372,485,312,242,303,316
ENSG00000099769.6,1,5,1,1,1,0,3,0
ENSG00000063854.13,362,334,326,386,235,239,253,290
ENSG00000180185.12,272,232,188,224,54,51,48,77
ENSG00000162039.17,66,58,58,49,17,24,21,26
ENSG00000260541.1,0,3,0,2,1,0,2,1
ENSG00000281219.2,0,0,0,0,0,0,1,0
ENSG00000259947.1,0,0,0,0,1,3,2,1
ENSG00000162040.7,0,0,1,0,0,0,1,1
ENSG00000198736.13,301,341,237,268,80,52,69,79
ENSG00000140986.8,0,1,3,2,7,5,10,8
ENSG00000140990.15,727,705,554,606,473,444,468,499
ENSG00000140988.16,15195,15098,11846,13577,9890,9781,10416,10791
ENSG00000255198.5,61,60,47,54,21,25,26,48
ENSG00000179580.10,0,1,0,1,0,0,1,0
ENSG00000277602.1,0,0,0,1,0,0,0,0
ENSG00000183751.16,944,867,659,835,419,400,422,437
ENSG00000127554.13,117,108,73,145,66,70,83,91
ENSG00000261790.2,12,13,4,16,2,1,2,1
ENSG00000127561.16,14,13,6,5,8,9,5,7
ENSG00000167962.15,1140,1084,830,1079,773,649,702,816
ENSG00000183971.10,5,6,9,6,2,4,1,3
ENSG00000265386.2,0,1,4,2,0,0,1,0
ENSG00000065054.14,14,7,4,8,15,8,7,10
ENSG00000065057.9,52,40,37,48,14,19,17,18
ENSG00000103197.18,1205,1247,931,1210,514,473,570,567
ENSG00000008710.20,1189,1070,841,1169,235,181,232,285
ENSG00000259933.6,1,1,3,2,0,0,2,0
ENSG00000261123.1,1,1,2,1,1,0,0,0
ENSG00000261240.1,0,2,1,1,0,0,0,0
ENSG00000260447.1,0,0,0,0,0,0,1,0
ENSG00000200059.1,0,0,0,0,0,0,1,0
ENSG00000265867.1,0,1,0,0,0,0,1,1
ENSG00000167964.13,0,5,3,6,3,1,2,5
ENSG00000260260.2,67,50,42,54,25,21,29,34
ENSG00000131653.13,2248,2142,1685,2049,1505,1498,1515,1625
ENSG00000167971.16,5,2,3,1,1,0,0,0
ENSG00000167965.18,589,604,480,570,588,539,607,575
ENSG00000182685.8,22,19,14,14,5,3,4,12
ENSG00000184207.9,207,235,139,237,215,190,210,240
ENSG00000167967.16,639,606,406,557,187,179,200,198
ENSG00000167968.13,19,23,16,26,1,1,10,1
ENSG00000167969.13,205,209,156,185,102,93,86,118
ENSG00000261663.1,10,8,8,3,3,0,3,1
ENSG00000205937.12,2180,1939,1615,1954,1127,963,1058,1153
ENSG00000260778.5,4,5,6,2,3,3,3,0
ENSG00000266643.1,1,0,0,1,0,0,0,0
ENSG00000167972.14,596,479,414,506,301,290,321,352
ENSG00000243445.1,21,19,21,22,5,2,8,1
ENSG00000238098.9,6,7,8,10,6,4,6,7
ENSG00000162063.13,185,200,156,191,58,57,49,66
ENSG00000285970.1,0,0,0,1,0,0,0,0
ENSG00000260095.1,0,1,0,3,0,0,1,0
ENSG00000260874.5,0,1,1,2,0,0,0,1
ENSG00000162062.15,58,64,48,58,1,2,1,2
ENSG00000274805.1,0,0,1,0,0,0,0,1
ENSG00000259895.1,0,2,3,2,1,0,0,2
ENSG00000162068.2,2,0,0,3,0,0,0,1
ENSG00000162065.14,193,191,146,184,17,22,33,24
ENSG00000260293.2,3,1,3,4,3,7,14,3
ENSG00000185883.12,6,8,1,1,1,1,1,0
ENSG00000279520.1,18,19,11,11,9,11,4,10
ENSG00000162066.16,66,55,65,52,32,27,32,22
ENSG00000140992.19,722,613,532,669,321,258,267,327
ENSG00000261613.2,1,0,0,1,0,0,0,0
ENSG00000269937.1,1,0,0,0,0,0,0,0
ENSG00000261140.1,1,1,2,0,0,0,0,0
ENSG00000260436.1,0,0,0,0,0,0,0,0
ENSG00000280402.1,1,1,0,0,0,0,0,0
ENSG00000279162.1,0,0,2,4,0,0,2,0
ENSG00000215154.6,44,30,30,48,19,23,21,22
ENSG00000205918.9,24,8,9,17,1,1,4,3
ENSG00000279057.1,2,1,2,5,0,0,2,0
ENSG00000260176.1,0,0,0,1,0,0,0,0
ENSG00000260565.8,283,271,236,291,12,9,16,17
ENSG00000167977.9,745,721,547,650,484,434,468,518
ENSG00000279901.1,2,2,2,3,6,3,2,0
ENSG00000172382.10,30,15,15,20,8,12,12,6
ENSG00000205913.7,57,46,44,51,4,6,4,8
ENSG00000167978.17,14472,13995,11079,13648,3730,3074,3523,3990
ENSG00000103363.16,1909,1955,1356,1619,1383,1182,1311,1326
ENSG00000276791.1,8,5,6,11,4,3,1,7
ENSG00000162078.12,0,0,0,0,0,0,2,0
ENSG00000172460.18,30,35,13,30,3,3,3,2
ENSG00000005001.10,3,2,3,2,13,15,9,16
ENSG00000263325.1,0,0,0,0,0,0,1,0
ENSG00000263280.3,1,0,1,1,0,0,1,0
ENSG00000162076.13,121,143,94,116,95,81,109,102
ENSG00000289222.1,1,0,0,0,0,0,0,0
ENSG00000059122.17,512,551,388,500,465,398,469,530
ENSG00000262959.2,2,3,1,1,5,1,3,3
ENSG00000262482.1,0,1,0,0,1,2,1,0
ENSG00000131650.14,14,17,15,12,1,0,1,2
ENSG00000127564.17,156,173,122,190,1,4,3,0
ENSG00000162073.14,72,50,59,70,8,8,10,14
ENSG00000274367.1,0,0,0,0,1,0,2,1
ENSG00000262152.7,3,4,0,2,0,4,0,1
ENSG00000262362.1,0,0,0,1,0,0,3,0
ENSG00000272079.2,4,9,0,5,10,13,6,19
ENSG00000213937.4,1,1,0,0,2,0,0,1
ENSG00000184697.7,1,0,0,1,2,1,1,6
ENSG00000006327.14,533,465,407,484,381,346,367,437
ENSG00000103145.11,93,101,65,104,68,52,44,46
ENSG00000131652.14,346,338,252,283,57,76,70,84
ENSG00000162069.16,1,3,1,1,4,2,4,3
ENSG00000205890.3,0,0,1,0,0,0,2,0
ENSG00000261971.9,72,55,48,46,7,6,11,6
ENSG00000008516.18,41,37,21,36,6,0,3,5
ENSG00000008517.19,194,183,135,182,60,77,71,60
ENSG00000262370.6,351,327,267,283,14,15,29,20
ENSG00000200204.1,6,5,7,3,0,0,1,2
ENSG00000130182.8,1,0,0,0,1,1,2,2
ENSG00000263072.9,47,50,46,46,16,13,14,11
ENSG00000263011.2,3,1,1,1,2,1,2,1
ENSG00000122386.11,74,64,48,59,48,46,53,53
ENSG00000085644.14,271,270,189,275,140,129,125,141
ENSG00000228146.8,5,3,1,8,1,3,3,2
ENSG00000261889.1,19,21,11,14,3,3,8,4
ENSG00000262521.1,0,0,0,0,2,0,0,1
ENSG00000262668.2,6,11,7,5,2,2,2,1
ENSG00000168124.2,6,6,3,8,0,0,2,0
ENSG00000203581.7,1,0,0,1,0,1,0,0
ENSG00000010539.12,746,747,563,653,165,140,125,152
ENSG00000103313.13,199,205,127,198,19,15,26,20
ENSG00000281005.1,28,27,40,25,7,3,7,3
ENSG00000006194.10,988,897,702,904,971,890,1039,1128
ENSG00000279330.1,5,11,6,14,5,2,3,3
ENSG00000279031.1,0,0,1,3,1,0,3,5
ENSG00000140993.11,18,17,13,13,5,14,17,9
ENSG00000162086.16,471,440,314,357,52,41,57,60
ENSG00000262316.1,1,1,1,0,0,0,1,0
ENSG00000168158.4,2,2,0,0,0,0,0,0
ENSG00000285329.1,1,0,1,0,0,1,1,0
ENSG00000262118.1,2,1,2,1,0,2,0,0
ENSG00000263177.1,2,1,0,4,0,0,0,0
ENSG00000232196.4,4,7,3,4,8,5,4,10
ENSG00000140987.21,440,467,330,356,113,109,117,126
ENSG00000103343.13,139,135,121,140,61,53,69,63
ENSG00000167981.7,126,116,100,112,46,32,40,49
ENSG00000122390.19,584,528,388,559,287,287,289,305
ENSG00000215131.11,0,1,0,0,2,0,0,0
ENSG00000240311.1,1,1,2,2,2,1,2,1
ENSG00000103351.13,232,242,187,189,46,51,55,49
ENSG00000167984.18,14,11,10,8,5,2,7,9
ENSG00000262312.2,0,2,1,0,0,3,5,0
ENSG00000188827.11,378,369,325,335,53,48,56,77
ENSG00000213918.11,230,251,156,218,21,33,34,35
ENSG00000263235.1,4,2,6,6,5,11,13,9
ENSG00000126602.11,1085,1063,786,976,306,359,321,382
ENSG00000276754.1,0,0,0,0,0,0,1,0
ENSG00000005339.15,2297,2222,1763,2266,1507,1296,1402,1570
ENSG00000262516.1,0,0,0,0,0,0,0,0
ENSG00000262185.3,0,3,0,1,10,3,15,9
ENSG00000162104.10,609,574,441,545,395,318,344,378
ENSG00000262471.1,0,0,0,0,2,2,2,2
ENSG00000263105.1,1,2,1,0,0,0,1,0
ENSG00000185739.13,1,1,1,0,0,0,5,1
ENSG00000262468.7,45,56,24,36,30,22,32,38
ENSG00000090447.12,115,90,99,114,58,46,62,64
ENSG00000288935.1,7,8,9,11,6,5,6,5
ENSG00000126603.9,175,150,120,144,97,116,122,118
ENSG00000262686.1,1,1,1,2,0,1,1,2
ENSG00000217930.8,38,47,34,30,7,12,15,12
ENSG00000262712.1,39,35,33,41,3,1,5,2
ENSG00000280063.1,21,30,28,36,2,4,5,2
ENSG00000262246.6,221,216,163,171,122,80,129,105
ENSG00000168140.5,23,11,8,22,10,5,8,7
ENSG00000103423.14,1437,1392,1110,1306,538,496,502,582
ENSG00000277170.1,2,2,0,0,4,1,1,5
ENSG00000277440.1,2,0,1,2,0,0,4,1
ENSG00000275515.1,1,0,1,0,0,0,0,0
ENSG00000153406.14,439,447,360,369,191,161,194,162
ENSG00000103415.12,690,688,507,567,310,273,303,309
ENSG00000089486.17,168,146,111,165,140,122,137,129
ENSG00000278434.1,1,2,1,1,0,0,0,0
ENSG00000205832.8,1,0,0,1,0,1,0,0
ENSG00000261789.1,0,0,0,0,1,0,1,0
ENSG00000261612.1,1,3,0,1,2,0,0,1
ENSG00000153443.13,164,162,137,155,143,123,178,172
ENSG00000102858.13,1060,1010,687,924,533,445,580,554
ENSG00000263955.2,1,1,0,0,0,1,1,0
ENSG00000261442.1,1,5,3,4,1,1,3,0
ENSG00000278700.1,1,0,0,0,2,4,4,2
ENSG00000276641.1,0,0,0,0,0,0,0,1
ENSG00000168101.14,292,277,248,267,135,147,151,149
ENSG00000168096.15,214,223,170,188,34,18,22,26
ENSG00000266994.1,0,0,2,1,2,0,0,0
ENSG00000166246.14,12,10,8,8,7,10,3,6
ENSG00000103199.14,143,145,106,145,25,25,15,28
ENSG00000276096.1,1,1,1,5,1,0,0,0
ENSG00000140623.14,0,0,0,1,0,1,0,1
ENSG00000285952.1,0,0,0,1,0,0,0,0
ENSG00000267795.6,0,0,1,2,4,1,2,3
ENSG00000067836.13,89,82,56,94,20,17,18,22
ENSG00000140632.17,2916,2989,2241,2835,1009,865,962,1051
ENSG00000275056.1,1,5,1,3,0,2,3,2
ENSG00000118900.15,1768,1637,1365,1594,1022,800,894,1065
ENSG00000118898.16,4,12,4,7,44,40,46,34
ENSG00000103184.12,0,1,0,1,1,2,6,2
ENSG00000103174.13,125,130,103,121,70,51,74,70
ENSG00000033011.14,147,136,111,105,27,19,25,23
ENSG00000153446.16,0,0,1,1,1,1,1,0
ENSG00000260882.1,1,0,0,0,0,0,0,0
ENSG00000118894.15,126,111,95,128,18,13,15,8
ENSG00000267070.1,1,0,0,0,1,0,0,1
ENSG00000285567.2,0,0,0,0,3,4,5,1
ENSG00000261811.2,0,0,0,0,1,0,0,0
ENSG00000078328.23,0,0,0,0,8,20,17,14
ENSG00000242278.1,1,0,2,1,0,0,1,0
ENSG00000267182.1,0,0,0,0,1,1,0,0
ENSG00000261007.2,6,1,0,1,2,1,0,2
ENSG00000260338.2,0,0,0,0,3,3,7,0
ENSG00000280000.1,1,0,0,0,7,6,9,6
ENSG00000257180.1,0,0,0,0,1,1,2,0
ENSG00000286635.1,0,0,0,0,1,7,5,2
ENSG00000278975.1,0,0,0,0,0,0,0,1
ENSG00000289107.1,0,0,0,0,4,2,6,3
ENSG00000287340.2,0,0,0,0,3,1,3,2
ENSG00000261198.1,0,0,0,0,0,0,1,0
ENSG00000260289.2,0,0,0,0,0,1,4,0
ENSG00000261319.1,0,0,0,0,0,1,0,0
ENSG00000260379.1,2,4,3,3,1,0,1,0
ENSG00000232258.7,0,1,0,0,0,0,1,0
ENSG00000287522.1,0,0,0,0,1,1,0,0
ENSG00000067365.15,374,360,283,330,91,87,93,116
ENSG00000279357.1,0,3,1,0,2,6,6,4
ENSG00000183044.12,105,128,95,89,28,18,34,44
ENSG00000243954.3,0,0,0,0,0,2,3,1
ENSG00000238417.1,0,0,0,0,0,0,0,0
ENSG00000260764.1,0,0,0,0,0,0,0,1
ENSG00000184857.8,128,103,79,87,38,27,29,33
ENSG00000140650.13,798,728,566,613,192,160,171,226
ENSG00000260350.1,0,0,0,0,0,1,0,1
ENSG00000153048.11,144,137,100,133,82,84,104,98
ENSG00000261481.1,0,3,0,2,0,0,2,1
ENSG00000283516.1,0,1,1,1,0,0,0,1
ENSG00000187555.16,3361,2952,2565,2904,2511,2058,2278,2741
ENSG00000260979.1,0,0,0,0,2,2,5,1
ENSG00000261392.1,0,0,0,0,2,0,1,2
ENSG00000182831.12,1567,1386,1234,1403,1182,1069,1058,1403
ENSG00000220793.5,18,18,1,31,7,12,10,8
ENSG00000261617.2,0,0,0,0,4,5,7,2
ENSG00000260071.2,0,0,0,0,1,2,2,0
ENSG00000261075.1,0,0,0,0,1,0,1,1
ENSG00000260362.1,0,0,0,0,3,1,2,0
ENSG00000183454.18,0,0,0,0,12,17,20,8
ENSG00000283221.1,0,0,0,0,0,0,1,0
ENSG00000287830.1,0,0,0,1,1,0,3,0
ENSG00000261810.1,0,0,0,0,0,0,0,1
ENSG00000261647.1,1,1,0,2,0,0,0,1
ENSG00000285543.1,0,0,0,0,4,5,7,2
ENSG00000266439.2,1,0,0,0,0,0,0,0
ENSG00000166669.14,293,332,260,233,36,33,31,37
ENSG00000260756.1,0,1,0,0,6,6,5,3
ENSG00000289023.1,1,1,2,0,3,4,4,2
ENSG00000279662.1,15,14,12,13,2,0,2,4
ENSG00000260468.1,0,1,0,0,0,0,1,1
ENSG00000213853.10,1323,1221,1025,1066,26,33,33,23
ENSG00000260310.1,1,0,0,0,0,0,0,0
ENSG00000153060.8,4,5,4,2,1,2,2,1
ENSG00000263279.1,0,0,0,0,0,0,0,0
ENSG00000263241.1,0,0,0,0,0,0,0,1
ENSG00000261904.1,0,0,0,0,0,0,2,0
ENSG00000262158.1,0,0,0,0,0,0,1,0
ENSG00000262381.1,0,1,0,0,0,0,1,0
ENSG00000289073.1,0,0,1,2,0,0,1,1
ENSG00000103274.11,96,112,66,104,34,28,33,34
ENSG00000166676.17,16,14,8,11,7,2,9,7
ENSG00000262488.1,2,1,0,1,0,0,1,0
ENSG00000262151.1,0,0,0,0,0,0,0,2
ENSG00000179583.20,20,35,21,36,4,7,12,10
ENSG00000182108.11,60,63,35,58,28,24,20,25
ENSG00000038532.16,912,873,614,881,256,227,247,274
ENSG00000229917.2,3,3,1,3,0,1,3,0
ENSG00000274038.1,12,1,6,2,0,0,1,2
ENSG00000262020.1,1,1,0,1,0,0,0,1
ENSG00000287121.1,0,0,0,1,0,0,0,0
ENSG00000263033.2,1,0,1,1,0,0,1,0
ENSG00000263179.1,12,15,6,14,5,2,6,4
ENSG00000175643.10,57,50,38,47,2,2,2,5
ENSG00000185338.7,86,111,58,105,9,12,7,16
ENSG00000212228.1,0,0,0,0,1,0,0,0
ENSG00000287429.1,0,0,0,1,1,3,1,1
ENSG00000263080.1,0,0,0,0,0,0,1,0
ENSG00000262703.1,3,2,4,1,0,0,2,0
ENSG00000188897.9,56,47,36,45,4,4,10,9
ENSG00000262999.1,0,1,0,0,1,3,3,1
ENSG00000189067.14,4232,4288,3126,3503,1000,943,849,986
ENSG00000184602.6,1382,1476,915,1362,398,353,351,416
ENSG00000153066.13,908,923,710,810,291,241,290,347
ENSG00000262420.3,2,2,2,0,2,3,5,8
ENSG00000122299.12,956,905,798,831,341,359,360,434
ENSG00000274505.1,0,0,1,0,0,0,1,0
ENSG00000277369.1,2,6,1,1,0,0,1,0
ENSG00000262117.5,0,1,0,0,0,1,3,2
ENSG00000171490.13,5151,4713,3901,4105,3623,3435,3630,4086
ENSG00000263307.1,3,4,3,5,2,0,4,2
ENSG00000103342.13,4137,3856,3219,3603,1474,1414,1409,1568
ENSG00000261560.1,2,4,5,4,3,6,7,4
ENSG00000260318.1,5,1,4,4,0,0,1,0
ENSG00000261216.1,4,1,0,2,1,1,2,1
ENSG00000277458.1,0,0,0,0,0,0,1,1
ENSG00000234719.9,46,47,31,28,21,8,21,19
ENSG00000048462.11,0,1,0,0,0,0,1,0
ENSG00000260224.1,0,0,0,0,0,1,3,0
ENSG00000048471.14,243,246,212,252,112,90,122,124
ENSG00000260488.1,0,0,1,1,0,0,1,0
ENSG00000241641.1,0,0,0,0,4,2,2,3
ENSG00000175604.2,0,0,0,0,0,1,0,0
ENSG00000261293.1,0,0,0,0,0,0,0,0
ENSG00000261394.1,0,0,0,0,0,0,0,0
ENSG00000278979.1,0,0,0,0,1,0,2,0
ENSG00000260601.1,0,1,0,1,1,0,0,0
ENSG00000259876.1,0,0,0,0,0,0,0,0
ENSG00000259899.1,0,1,0,0,0,0,0,0
ENSG00000274834.1,0,0,0,0,0,2,0,1
ENSG00000103381.12,628,594,428,526,174,170,158,193
ENSG00000260378.1,0,0,0,0,0,0,0,0
ENSG00000261158.1,0,0,0,0,6,4,2,8
ENSG00000241932.1,3,1,3,3,0,0,0,1
ENSG00000237515.9,0,0,0,0,6,4,5,3
ENSG00000262801.6,0,0,0,0,1,0,4,1
ENSG00000262267.6,0,0,0,0,1,0,1,1
ENSG00000175595.16,275,278,257,265,28,21,46,34
ENSG00000242307.1,1,2,0,1,0,1,1,0
ENSG00000262732.1,1,1,0,0,0,0,1,0
ENSG00000262097.3,18,9,16,11,7,5,8,9
ENSG00000261856.1,0,0,0,0,0,1,1,0
ENSG00000186260.17,257,212,185,223,60,64,80,82
ENSG00000276564.1,1,1,1,2,0,1,1,2
ENSG00000262470.2,0,0,0,0,0,0,0,0
ENSG00000262454.4,3,0,1,1,14,12,23,10
ENSG00000263257.3,0,0,0,1,7,3,3,1
ENSG00000140694.17,667,580,456,563,255,188,237,250
ENSG00000242430.3,0,0,0,0,1,0,0,0
ENSG00000103429.11,1106,1028,794,1038,809,767,727,877
ENSG00000238964.1,0,0,0,0,0,1,0,2
ENSG00000069764.10,1,1,6,4,3,2,0,3
ENSG00000224712.12,0,1,0,0,0,0,0,0
ENSG00000255277.3,0,1,0,0,2,0,2,1
ENSG00000103512.16,2172,2209,1612,1940,1854,1651,1665,1797
ENSG00000257264.5,2,0,0,0,0,0,0,0
ENSG00000183458.14,57,45,35,72,5,3,10,8
ENSG00000207425.1,0,0,0,1,0,0,0,0
ENSG00000183426.17,40,32,37,36,4,3,2,5
ENSG00000179889.20,2023,1950,1544,1846,1680,1460,1655,1905
ENSG00000261819.1,21,15,9,18,14,14,18,21
ENSG00000238728.1,0,0,0,0,0,0,0,0
ENSG00000275910.1,1,2,2,0,0,0,0,0
ENSG00000157045.9,419,403,292,370,500,479,465,539
ENSG00000085721.13,1224,1115,963,1073,555,498,541,608
ENSG00000260735.2,2,4,2,1,0,0,1,0
ENSG00000188599.17,26,32,21,29,0,3,5,4
ENSG00000270580.5,3,2,6,5,1,2,0,2
ENSG00000250251.6,111,97,80,83,11,6,12,7
ENSG00000207294.1,0,1,0,0,0,0,0,0
ENSG00000183793.14,31,24,19,31,1,0,1,3
ENSG00000156968.9,134,125,111,120,40,48,35,35
ENSG00000166780.11,212,204,140,199,186,189,153,201
ENSG00000166783.22,1254,1147,1027,1101,439,401,420,560
ENSG00000257769.1,0,0,0,0,0,1,1,0
ENSG00000072864.16,470,389,344,383,356,345,354,399
ENSG00000262380.1,0,0,1,1,0,1,4,1
ENSG00000280206.1,106,108,104,103,108,98,103,99
ENSG00000133392.18,287,287,178,222,28,25,24,17
ENSG00000280429.1,0,1,0,0,9,8,9,5
ENSG00000133393.13,1076,1013,835,768,521,495,530,641
ENSG00000206778.1,2,3,0,1,0,0,0,1
ENSG00000262171.1,1,3,5,0,1,0,1,0
ENSG00000215003.4,8,11,6,9,1,1,3,0
ENSG00000103222.20,4790,4992,3350,4416,1123,1081,1054,1230
ENSG00000241067.2,0,1,1,1,1,2,5,1
ENSG00000091262.17,175,202,146,179,61,56,76,74
ENSG00000262332.1,1,0,0,1,0,1,0,1
ENSG00000103226.19,418,446,293,381,363,315,354,372
ENSG00000257366.1,0,0,0,0,0,0,1,0
ENSG00000244257.5,1,1,1,0,0,0,0,0
ENSG00000183889.12,2,0,0,1,0,0,0,0
ENSG00000227827.3,29,36,15,32,1,2,0,0
ENSG00000214967.5,0,1,0,0,0,0,0,0
ENSG00000260126.2,0,0,0,0,1,2,1,1
ENSG00000261362.1,0,0,0,0,1,1,0,1
ENSG00000287905.1,0,0,1,0,1,1,2,0
ENSG00000279490.1,0,0,0,0,0,0,2,0
ENSG00000260675.1,1,0,0,0,0,0,0,0
ENSG00000260405.1,1,0,0,0,0,0,0,0
ENSG00000103489.12,991,905,952,969,578,503,548,668
ENSG00000261448.1,0,0,2,0,0,0,0,0
ENSG00000279410.1,2,0,2,0,1,6,3,1
ENSG00000279415.1,31,25,26,32,22,22,22,24
ENSG00000279620.1,2,0,1,1,0,1,0,0
ENSG00000286849.1,4,0,2,1,0,0,1,2
ENSG00000275927.1,1,1,0,0,1,0,0,0
ENSG00000285850.1,1,2,2,3,5,3,2,1
ENSG00000228071.4,24,22,22,14,12,8,13,3
ENSG00000259929.5,0,0,0,0,4,1,4,3
ENSG00000260933.1,0,0,0,0,0,0,0,3
ENSG00000278994.1,1,0,0,0,1,2,4,2
ENSG00000205746.9,23,13,20,17,0,1,0,0
ENSG00000277647.1,0,0,0,1,0,0,0,0
ENSG00000233024.7,1,1,2,0,0,0,0,0
ENSG00000254681.6,79,85,65,81,4,8,2,3
ENSG00000257563.1,0,0,0,1,0,0,0,0
ENSG00000185164.15,514,523,390,475,393,381,351,423
ENSG00000262974.1,0,0,0,0,0,0,1,0
ENSG00000256340.9,2,3,3,1,4,1,4,2
ENSG00000134419.15,1078,1066,869,944,685,637,710,787
ENSG00000170540.15,2228,2390,1951,2123,1983,1942,1849,2218
ENSG00000260017.1,0,0,1,0,1,3,2,2
ENSG00000157106.18,4810,4478,4178,4475,802,718,771,936
ENSG00000260352.1,0,0,0,0,0,0,0,0
ENSG00000170537.13,1,6,2,7,3,2,7,1
ENSG00000207167.1,0,0,0,0,0,1,0,1
ENSG00000261465.7,0,0,0,0,1,0,0,0
ENSG00000261357.1,0,0,0,0,0,0,0,0
ENSG00000167186.11,147,128,102,99,37,28,29,14
ENSG00000260430.2,25,14,19,11,10,9,15,9
ENSG00000278389.1,0,0,1,0,0,0,0,0
ENSG00000205730.7,2693,2520,2119,2353,477,413,415,572
ENSG00000103528.17,22,26,33,21,18,22,13,16
ENSG00000286790.1,0,0,0,0,0,2,0,0
ENSG00000261210.8,3,8,5,5,0,1,7,2
ENSG00000259871.1,0,1,1,0,0,0,1,0
ENSG00000285869.1,0,0,0,0,0,0,1,0
ENSG00000259925.1,0,0,0,0,0,0,4,0
ENSG00000280265.1,0,0,0,0,0,0,2,0
ENSG00000103534.17,1,1,2,1,1,3,7,5
ENSG00000260592.2,0,0,0,0,0,0,2,0
ENSG00000006007.12,1145,1102,918,971,863,805,790,852
ENSG00000103540.16,482,499,378,490,33,30,40,48
ENSG00000103544.16,1148,1111,842,978,320,292,298,337
ENSG00000276571.1,6,3,4,2,3,4,5,1
ENSG00000103550.14,273,243,200,227,43,42,32,30
ENSG00000261312.1,0,0,0,1,2,5,4,2
ENSG00000174628.16,38,35,26,24,14,8,20,19
ENSG00000261195.2,1,0,1,0,0,0,1,1
ENSG00000261939.1,0,0,0,0,0,0,1,0
ENSG00000167191.12,17,17,10,14,5,3,6,2
ENSG00000180269.8,0,0,0,0,2,0,3,0
ENSG00000263253.1,0,0,0,0,1,0,0,0
ENSG00000227624.2,1,0,1,1,0,0,0,0
ENSG00000169347.17,0,0,0,0,4,0,4,1
ENSG00000169344.16,0,0,0,0,3,1,5,1
ENSG00000169340.10,0,0,0,0,0,0,3,0
ENSG00000183549.10,45,52,23,32,5,4,12,3
ENSG00000183747.12,0,0,0,0,3,4,11,3
ENSG00000066813.14,0,0,0,0,2,2,3,0
ENSG00000260201.2,1,0,0,0,0,0,0,0
ENSG00000260762.1,0,1,0,0,4,6,6,2
ENSG00000005187.12,7,0,3,7,1,1,2,3
ENSG00000166743.10,0,1,0,0,0,0,1,0
ENSG00000066654.14,1144,970,804,857,294,283,300,337
ENSG00000283399.1,1,2,2,0,0,1,2,0
ENSG00000285303.1,0,0,0,1,0,0,1,1
ENSG00000260510.1,0,0,0,0,0,0,0,0
ENSG00000196678.14,189,208,180,190,43,21,28,32
ENSG00000005189.20,67,60,32,45,10,4,13,11
ENSG00000188215.10,504,474,360,463,114,94,126,140
ENSG00000102897.10,328,309,269,280,105,82,104,100
ENSG00000158486.14,0,2,0,1,7,7,8,7
ENSG00000263331.1,0,0,0,0,4,5,8,6
ENSG00000011638.11,170,215,155,146,211,191,154,242
ENSG00000103310.11,2,0,1,0,0,1,1,0
ENSG00000175311.7,0,0,2,0,1,3,6,3
ENSG00000103316.12,2,1,0,1,1,7,5,12
ENSG00000283421.1,0,0,0,0,2,6,2,7
ENSG00000189149.12,10,7,10,4,8,4,3,9
ENSG00000257403.2,0,0,0,0,0,0,0,1
ENSG00000158482.10,2,0,0,0,1,1,0,1
ENSG00000276548.1,0,0,0,0,1,0,0,0
ENSG00000169246.16,3,11,8,3,2,0,1,2
ENSG00000180747.15,27,21,9,22,11,5,11,13
ENSG00000265462.1,0,0,1,1,0,0,0,0
ENSG00000287809.1,6,2,4,4,4,5,5,3
ENSG00000273956.1,0,0,0,0,0,1,3,0
ENSG00000271609.1,0,1,0,0,0,1,0,0
ENSG00000252798.1,0,0,0,0,2,2,7,3
ENSG00000197006.15,1206,1211,1017,1073,1224,1156,1174,1451
ENSG00000261596.2,33,27,19,20,4,4,8,11
ENSG00000140749.9,142,153,117,135,21,16,15,27
ENSG00000207248.1,0,0,0,1,1,0,1,1
ENSG00000207042.1,0,0,2,0,1,0,0,0
ENSG00000155719.18,12,19,10,12,40,37,43,41
ENSG00000260306.1,2,0,2,1,1,0,0,1
ENSG00000248124.9,90,72,62,61,51,33,38,48
ENSG00000185864.18,40,34,24,33,4,1,4,2
ENSG00000185710.9,10,11,13,8,8,4,4,1
ENSG00000257408.2,0,0,0,0,0,0,1,0
ENSG00000274460.1,13,9,10,6,0,0,1,1
ENSG00000140740.11,3177,3082,2431,2662,1333,1386,1276,1481
ENSG00000155714.14,2,0,0,1,0,1,0,0
ENSG00000260395.1,0,0,0,1,2,3,4,0
ENSG00000275445.1,0,0,0,0,1,0,2,0
ENSG00000185716.12,244,210,202,219,68,60,73,87
ENSG00000260277.2,2,1,2,0,0,0,1,0
ENSG00000175267.15,0,0,1,2,2,3,2,3
