gene_id,MFL01,MFL02,MFL03,MFL04,MFPA01,MFPA02,MFPA03,MFPA04
ENSG00000228844.1,0,5,2,3,1,0,2,2
ENSG00000234872.2,0,0,0,0,0,0,1,0
ENSG00000230015.4,0,0,0,0,0,0,2,0
ENSG00000226919.4,0,1,0,0,0,0,3,0
ENSG00000182901.18,1,1,2,1,29,40,36,25
ENSG00000223963.2,1,0,0,0,0,0,1,0
ENSG00000215802.3,0,1,0,0,0,0,1,0
ENSG00000233615.1,2,1,2,1,1,0,1,2
ENSG00000238085.1,27,14,17,16,4,2,2,3
ENSG00000224348.2,0,0,0,0,4,1,8,5
ENSG00000286496.1,0,0,0,0,1,0,1,0
ENSG00000287516.1,1,0,2,2,10,13,23,11
ENSG00000091483.8,1870,1809,1412,1645,758,710,738,750
ENSG00000117009.12,413,520,365,380,15,6,15,7
ENSG00000054277.14,102,101,70,105,28,34,30,27
ENSG00000203668.3,593,550,563,563,219,200,179,240
ENSG00000287513.1,0,0,0,1,0,0,0,0
ENSG00000162843.18,0,1,0,0,3,1,13,4
ENSG00000288723.1,0,0,0,0,2,1,4,0
ENSG00000229022.1,14,18,6,17,2,4,2,1
ENSG00000174371.17,370,384,338,306,4,14,23,9
ENSG00000235990.2,1,0,0,2,0,0,1,0
ENSG00000196289.7,0,2,0,0,0,0,0,0
ENSG00000213026.4,11,10,5,8,1,1,4,1
ENSG00000197769.6,42,46,34,38,3,7,6,8
ENSG00000224625.2,0,0,0,0,0,0,1,0
ENSG00000180287.17,0,0,0,0,7,11,13,7
ENSG00000272865.2,0,2,2,1,1,1,3,1
ENSG00000224525.2,0,0,0,0,0,0,1,0
ENSG00000226750.1,1,0,0,0,0,0,0,0
ENSG00000235467.1,2,0,0,0,0,1,0,0
ENSG00000213690.3,0,2,0,1,0,0,1,0
ENSG00000270859.1,0,0,0,0,4,0,1,2
ENSG00000270818.1,0,0,0,0,3,2,1,0
ENSG00000277704.1,0,0,0,0,2,1,0,0
ENSG00000230199.1,5,6,6,2,3,1,0,1
ENSG00000234116.1,0,0,0,0,0,0,1,0
ENSG00000231512.6,0,0,0,0,1,2,0,0
ENSG00000278455.1,0,0,0,2,0,3,0,0
ENSG00000253326.2,6,6,8,4,3,3,4,2
ENSG00000214837.8,7,6,4,6,5,3,6,5
ENSG00000143702.16,1547,1372,1292,1359,256,290,241,294
ENSG00000227230.1,2,3,1,4,2,1,0,1
ENSG00000232085.1,0,0,0,0,0,0,0,1
ENSG00000054282.16,667,736,500,577,246,227,204,249
ENSG00000224727.1,1,1,6,1,4,1,7,1
ENSG00000265201.1,1,0,0,0,0,0,1,0
ENSG00000117020.19,1173,970,868,913,220,184,195,236
ENSG00000236031.1,3,1,0,0,1,3,3,0
ENSG00000226766.1,0,0,1,0,2,1,0,2
ENSG00000232184.1,1,0,0,0,0,0,0,0
ENSG00000228939.1,0,0,1,0,2,1,1,0
ENSG00000226828.2,0,0,1,0,1,0,5,0
ENSG00000289055.1,0,1,0,1,1,0,0,3
ENSG00000179456.10,338,326,270,330,238,199,254,270
ENSG00000279774.1,0,1,0,0,14,16,21,12
ENSG00000286486.1,0,0,0,0,0,3,3,1
ENSG00000287531.1,0,0,0,0,1,0,1,0
ENSG00000289439.1,0,2,3,0,0,0,0,2
ENSG00000173728.11,3,2,4,3,1,1,2,1
ENSG00000240963.1,0,0,0,0,0,1,3,1
ENSG00000225401.2,1,1,2,4,0,0,0,1
ENSG00000035687.10,1925,1590,1519,1570,615,620,584,724
ENSG00000179397.18,31,27,24,22,2,5,9,5
ENSG00000227735.1,0,0,0,0,0,1,0,0
ENSG00000121644.19,1163,1153,988,1028,520,474,424,564
ENSG00000232059.3,7,6,3,8,2,1,5,4
ENSG00000284188.2,0,0,0,0,8,4,3,2
ENSG00000282317.1,0,0,0,0,0,0,0,0
ENSG00000287601.1,2,1,3,7,4,3,5,5
ENSG00000203667.10,62,39,34,49,7,3,8,5
ENSG00000153187.20,16538,15853,12592,14609,3900,3618,3743,4332
ENSG00000273175.1,0,2,0,0,0,0,0,0
ENSG00000201758.1,0,0,0,1,1,1,1,1
ENSG00000272195.1,6,2,5,3,0,1,2,3
ENSG00000203666.13,79,62,50,38,27,26,28,29
ENSG00000162849.16,14,11,11,12,3,4,5,2
ENSG00000232192.1,0,0,0,0,0,1,0,1
ENSG00000238224.1,0,0,0,0,0,0,1,0
ENSG00000231612.1,1,0,3,0,0,0,1,0
ENSG00000185420.19,247,242,198,192,193,220,174,195
ENSG00000235096.2,0,1,0,0,2,0,0,0
ENSG00000226876.3,0,1,1,1,0,1,0,0
ENSG00000225222.2,0,0,0,1,0,0,0,0
ENSG00000202184.1,0,1,1,0,0,0,1,1
ENSG00000230184.1,1,0,0,0,0,3,1,2
ENSG00000207326.1,1,0,0,0,0,0,1,0
ENSG00000230813.1,3,0,0,0,0,0,0,0
ENSG00000229112.1,1,0,1,0,0,0,0,0
ENSG00000162851.8,851,713,639,653,213,204,227,268
ENSG00000162852.14,1020,917,861,993,683,637,639,739
ENSG00000225300.1,0,0,0,1,0,0,6,1
ENSG00000228955.2,1,6,1,1,1,0,0,0
ENSG00000260698.1,5,5,4,5,0,1,4,4
ENSG00000235021.1,0,0,0,0,13,14,15,10
ENSG00000143653.10,1217,1226,921,1095,452,413,330,408
ENSG00000228879.1,1,5,1,1,0,0,0,0
ENSG00000223519.8,1,3,2,4,6,5,10,4
ENSG00000260855.1,7,5,8,7,0,0,3,2
ENSG00000227953.7,10,8,5,9,3,5,11,4
ENSG00000252011.1,1,0,0,0,1,0,0,0
ENSG00000153207.16,2446,2253,2043,2182,351,342,411,440
ENSG00000197472.15,23,25,21,20,13,8,5,3
ENSG00000135747.11,1,8,2,2,4,0,3,1
ENSG00000236775.1,1,1,0,1,0,0,1,0
ENSG00000277462.2,109,121,94,106,39,29,33,38
ENSG00000215796.3,1,3,1,1,0,0,0,1
ENSG00000228982.1,0,0,1,0,0,0,0,0
ENSG00000188295.15,197,158,140,160,76,75,70,112
ENSG00000286747.1,4,2,1,2,5,6,3,7
ENSG00000221953.5,2,1,0,2,2,1,3,2
ENSG00000226164.2,0,0,0,0,0,0,0,1
ENSG00000196418.13,667,661,542,597,65,62,73,75
ENSG00000224014.1,13,15,17,12,1,0,3,2
ENSG00000215795.2,34,39,50,34,2,3,2,6
ENSG00000259865.1,542,604,470,459,32,42,31,62
ENSG00000227671.4,3601,3907,2933,3291,197,165,216,224
ENSG00000252516.1,23,25,29,21,3,1,1,0
ENSG00000232347.1,0,0,0,2,0,0,0,0
ENSG00000214144.3,29,29,17,32,6,4,10,8
ENSG00000235818.3,0,1,0,0,0,0,1,0
ENSG00000197617.9,1,2,0,0,0,0,0,0
ENSG00000289566.1,0,0,0,0,0,0,0,0
ENSG00000202079.1,0,1,1,0,7,11,8,5
ENSG00000162714.13,1555,1633,1164,1480,538,441,532,556
ENSG00000289234.1,231,218,162,212,7,5,13,7
ENSG00000286216.1,13,14,9,10,0,1,5,4
ENSG00000287116.1,0,0,0,0,0,2,1,0
ENSG00000162711.18,7773,6455,5381,6052,2286,1957,2042,2286
ENSG00000177535.10,132,108,100,106,12,18,14,16
ENSG00000169224.13,0,0,0,0,0,0,2,2
ENSG00000196242.10,1,0,0,0,10,14,15,8
ENSG00000236817.5,0,0,0,0,3,3,2,0
ENSG00000235749.3,4,1,2,0,6,6,6,7
ENSG00000230411.1,1,1,0,0,0,0,0,0
ENSG00000197437.5,1,0,2,2,0,0,0,0
ENSG00000169214.5,0,1,2,1,1,0,1,1
ENSG00000241128.2,0,0,0,0,0,1,0,0
ENSG00000153230.4,0,0,0,1,0,0,0,1
ENSG00000221888.4,0,0,1,0,0,0,0,0
ENSG00000228336.2,0,1,0,1,1,1,4,3
ENSG00000230576.1,0,0,1,0,0,0,0,0
ENSG00000197591.3,1,0,0,0,1,0,0,0
ENSG00000162722.9,162,151,112,137,17,30,18,36
ENSG00000238243.3,3,2,1,6,2,1,1,0
ENSG00000177462.9,1,0,0,2,0,1,0,0
ENSG00000177275.4,0,0,0,0,0,0,0,0
ENSG00000226191.3,0,0,0,0,0,0,4,0
ENSG00000224830.2,0,0,0,0,0,0,0,0
ENSG00000187080.10,0,0,0,0,0,1,0,0
ENSG00000197454.2,0,0,0,0,0,0,1,0
ENSG00000203663.4,0,0,0,0,0,0,1,0
ENSG00000198128.4,0,0,0,0,0,0,1,0
ENSG00000197067.6,0,0,0,1,1,0,0,2
ENSG00000196071.5,0,0,0,0,0,1,1,0
ENSG00000177233.2,0,0,0,0,0,0,1,0
ENSG00000228198.3,1,0,0,1,3,1,3,1
ENSG00000171180.3,0,0,0,0,0,1,0,0
ENSG00000177212.4,0,0,1,0,0,0,1,0
ENSG00000177186.3,0,0,0,0,0,0,1,0
ENSG00000198104.4,0,0,0,0,0,0,2,0
ENSG00000227152.6,0,0,0,0,0,0,1,0
ENSG00000196240.6,0,0,0,0,1,0,1,0
ENSG00000188558.7,0,0,0,1,0,2,7,1
ENSG00000201602.1,0,0,0,0,0,0,1,0
ENSG00000279301.5,0,0,0,0,0,0,1,0
ENSG00000187701.5,0,0,0,0,0,0,2,0
ENSG00000286015.1,0,1,0,0,1,0,2,3
ENSG00000229703.6,0,0,0,0,0,2,1,2
ENSG00000259823.6,0,0,0,0,0,0,1,0
ENSG00000229663.1,0,0,0,0,0,1,2,2
ENSG00000175137.11,921,903,667,823,311,252,350,351
ENSG00000264500.1,1,1,0,4,0,0,0,0
ENSG00000171161.13,1253,1213,921,1086,699,520,615,644
ENSG00000171163.16,894,912,711,838,108,100,123,152
ENSG00000227237.1,0,0,0,1,0,0,0,0
ENSG00000185220.12,174,173,145,168,46,45,42,71
ENSG00000200495.1,0,0,0,0,3,6,5,2
ENSG00000233084.2,0,0,2,1,0,0,0,0
ENSG00000184731.6,0,0,0,0,0,1,1,2
ENSG00000227061.2,0,0,0,0,0,0,0,0
ENSG00000035115.22,301,263,238,266,77,75,75,74
ENSG00000143727.16,999,945,841,885,435,439,499,504
ENSG00000189292.16,1,0,0,2,0,0,0,1
ENSG00000228643.1,0,1,1,0,3,4,1,3
ENSG00000235779.8,0,0,0,0,0,0,2,1
ENSG00000233684.2,0,0,1,0,1,0,0,0
ENSG00000226277.2,0,0,0,0,0,0,1,0
ENSG00000151353.15,326,326,247,278,205,197,234,235
ENSG00000233296.2,1,0,0,1,0,0,0,1
ENSG00000233970.1,0,0,0,0,0,0,1,0
ENSG00000227713.2,0,0,0,0,3,2,4,4
ENSG00000223751.2,0,0,0,0,0,0,0,2
ENSG00000237667.7,0,1,0,0,2,3,1,0
ENSG00000228799.6,0,0,0,0,1,1,0,1
ENSG00000172554.12,0,0,0,0,1,1,3,1
ENSG00000233553.1,0,0,0,0,0,1,0,0
ENSG00000231482.3,0,0,0,0,5,2,4,6
ENSG00000115705.22,0,0,0,0,1,2,7,3
ENSG00000203635.2,0,0,0,0,0,0,1,0
ENSG00000130508.11,0,0,0,0,2,0,13,7
ENSG00000186487.21,1,0,1,0,18,16,20,12
ENSG00000225619.1,0,0,0,0,0,0,1,0
ENSG00000289608.1,0,0,0,0,0,0,1,0
ENSG00000237720.2,0,0,0,0,1,0,0,0
ENSG00000288786.1,0,0,0,0,0,0,1,0
ENSG00000234423.2,0,0,1,0,0,0,0,0
ENSG00000236760.1,0,0,0,0,0,0,1,0
ENSG00000226649.1,0,0,0,0,0,0,0,0
ENSG00000032389.13,361,395,275,325,141,138,131,169
ENSG00000224885.1,0,0,1,0,0,0,0,0
ENSG00000171853.16,726,641,524,606,126,117,125,134
ENSG00000225234.1,7,9,5,6,2,1,2,3
ENSG00000271868.1,3,0,4,1,0,0,1,0
ENSG00000182551.14,1410,1258,1140,1219,507,482,563,598
ENSG00000235078.1,4,4,3,1,10,2,6,6
ENSG00000286905.1,1,0,0,1,0,0,0,0
ENSG00000171865.10,433,331,297,344,102,100,77,107
ENSG00000234171.4,43,34,30,41,16,19,14,21
ENSG00000287126.1,36,45,24,46,25,30,23,22
ENSG00000171863.15,5785,5557,4317,4711,4273,3829,3980,4409
ENSG00000118004.18,6,6,6,5,3,1,3,2
ENSG00000237370.1,0,0,0,0,0,0,0,1
ENSG00000188765.7,29,39,20,35,0,3,2,0
ENSG00000289136.1,0,0,1,1,0,0,0,0
ENSG00000151360.10,0,0,0,0,0,0,1,1
ENSG00000232718.1,2,0,0,0,0,0,1,0
ENSG00000214866.9,0,0,0,1,0,1,3,5
ENSG00000237401.8,0,0,0,1,7,9,10,7
ENSG00000231821.1,1,0,2,1,1,0,0,0
ENSG00000231532.6,0,0,0,0,1,2,1,0
ENSG00000232835.1,0,0,0,0,0,0,0,1
ENSG00000176887.7,0,0,0,0,9,15,18,14
ENSG00000232044.8,0,0,0,0,2,3,9,1
ENSG00000234275.4,0,0,0,0,1,0,0,0
ENSG00000227007.1,0,0,0,0,5,2,2,1
ENSG00000236172.7,0,0,1,0,0,0,0,0
ENSG00000205837.7,2,2,0,0,0,0,0,0
ENSG00000225964.6,110,119,91,102,1,0,3,3
ENSG00000134326.12,9654,10357,7045,8088,56,41,39,50
ENSG00000134321.13,19352,24196,13306,15790,32,29,26,31
ENSG00000271947.1,2,4,2,3,0,0,0,0
ENSG00000228203.7,4,5,1,1,4,0,4,2
ENSG00000151692.15,175,172,115,121,24,11,17,17
ENSG00000223884.7,0,0,0,1,4,4,2,2
ENSG00000223145.1,0,0,0,0,0,0,1,0
ENSG00000272002.1,0,1,0,0,0,0,0,0
ENSG00000213774.3,0,0,1,0,0,0,0,0
ENSG00000229727.7,1,0,0,0,2,3,4,2
ENSG00000287119.1,0,0,0,0,0,0,1,0
ENSG00000232979.1,0,0,0,0,0,0,1,0
ENSG00000226506.6,0,0,0,0,0,0,1,0
ENSG00000235665.6,1,1,1,3,0,0,0,0
ENSG00000286857.1,0,0,0,0,0,0,0,0
ENSG00000236790.7,9,11,4,8,20,15,32,10
ENSG00000229740.3,0,1,1,0,0,0,0,0
ENSG00000289191.1,0,0,0,1,0,1,1,0
ENSG00000236008.4,12,13,9,11,6,3,8,5
ENSG00000285591.1,3,1,1,0,0,0,1,0
ENSG00000225642.1,0,0,2,1,3,1,0,1
ENSG00000235092.7,92,82,67,84,7,5,14,13
ENSG00000115738.10,2765,2811,2014,2336,870,779,765,948
ENSG00000134313.17,2398,2202,1853,2030,407,442,409,436
ENSG00000143797.12,95,95,79,78,46,30,30,34
ENSG00000230886.3,0,1,0,0,0,0,0,1
ENSG00000223640.1,2,1,0,1,2,1,1,3
ENSG00000242136.1,0,0,0,0,0,0,1,0
ENSG00000261104.1,0,0,1,0,0,0,0,0
ENSG00000244310.2,0,0,1,0,0,0,0,0
ENSG00000151693.11,1224,973,907,1130,363,280,300,364
ENSG00000213772.3,11,10,5,4,3,2,4,4
ENSG00000119185.13,1462,1293,1167,1228,1016,915,939,1119
ENSG00000119203.14,1405,1275,1153,1159,317,335,351,381
ENSG00000134330.19,341,349,295,321,175,214,173,229
ENSG00000151694.14,6224,5781,4722,5627,888,849,925,1028
ENSG00000239300.6,18,20,15,16,7,0,2,8
ENSG00000271855.1,9,8,4,6,2,4,4,3
ENSG00000134308.14,5927,5544,4586,5136,3585,3156,3186,3976
ENSG00000207086.1,0,0,0,0,1,1,1,0
ENSG00000240687.3,0,0,1,0,4,4,9,8
ENSG00000244260.2,0,0,0,0,4,3,3,3
ENSG00000200034.1,2,4,2,3,0,0,0,0
ENSG00000240960.1,0,0,0,0,0,0,0,0
ENSG00000243491.1,1,0,2,2,1,1,2,1
ENSG00000115750.17,459,426,329,331,84,85,82,100
ENSG00000269973.1,40,53,38,39,7,1,9,5
ENSG00000287305.1,1,0,0,0,0,0,1,0
ENSG00000134317.18,48,55,40,44,11,11,13,16
ENSG00000188525.4,0,0,0,0,0,0,1,0
ENSG00000260476.1,0,0,0,0,0,2,2,1
ENSG00000260077.1,98,96,60,73,13,11,6,9
ENSG00000172059.11,1010,891,750,877,1543,1569,1463,1809
ENSG00000205795.5,22,14,13,12,3,3,1,0
ENSG00000233502.1,0,0,0,0,0,0,1,0
ENSG00000212558.1,0,0,0,0,0,0,4,0
ENSG00000171848.16,995,937,818,873,25,34,40,41
ENSG00000265418.1,0,0,0,1,0,0,0,0
ENSG00000264030.2,0,0,0,0,0,1,0,2
ENSG00000285872.2,16,9,9,8,4,2,3,5
ENSG00000206898.1,0,1,0,0,3,1,0,1
ENSG00000115756.13,2685,2592,1983,2585,7005,5852,6983,7211
ENSG00000115758.13,2324,1909,1678,1931,2555,2498,2486,3040
ENSG00000206633.1,0,0,0,0,0,0,0,0
ENSG00000257135.8,8,13,13,7,2,4,6,2
ENSG00000115761.16,729,694,555,637,299,284,259,333
ENSG00000234818.1,1,0,0,0,0,0,0,0
ENSG00000243819.4,1,5,1,8,8,5,8,4
ENSG00000236162.1,0,0,0,0,3,2,6,0
ENSG00000143882.12,147,168,108,164,87,66,69,64
ENSG00000272275.1,4,2,2,3,2,4,6,5
ENSG00000143870.13,5251,5564,3784,4732,4895,4315,4719,5221
ENSG00000271952.3,0,0,0,0,0,0,0,1
ENSG00000232056.1,0,0,0,0,0,0,1,0
ENSG00000270488.1,0,0,0,0,0,1,0,0
ENSG00000162975.5,1,1,1,1,17,23,24,31
ENSG00000226080.1,2,5,5,1,0,1,0,1
ENSG00000145063.15,0,0,0,0,0,1,1,1
ENSG00000150873.12,0,0,1,0,8,9,7,6
ENSG00000162976.13,310,304,242,305,154,153,127,168
ENSG00000134318.15,1168,953,978,1080,229,215,204,261
ENSG00000230154.1,5,6,2,7,0,2,0,0
ENSG00000226961.3,3,1,1,2,2,1,1,3
ENSG00000224177.8,0,0,0,0,0,1,0,0
ENSG00000285569.3,1,2,0,0,3,4,5,1
ENSG00000169016.17,249,211,200,225,145,132,120,156
ENSG00000196208.14,9,7,6,3,20,19,22,20
ENSG00000239899.3,8,6,11,24,0,0,9,3
ENSG00000169006.7,0,0,0,1,0,0,2,0
ENSG00000230044.1,0,0,0,0,0,0,1,0
ENSG00000134324.12,618,537,532,522,568,619,583,633
ENSG00000203643.3,0,0,0,0,0,0,1,0
ENSG00000230790.2,0,0,0,0,0,0,1,0
ENSG00000224184.6,1,0,0,0,1,1,0,3
ENSG00000223360.1,0,0,0,0,0,0,0,1
ENSG00000286427.1,0,0,1,2,0,0,0,0
ENSG00000261117.1,0,0,0,0,0,0,1,0
ENSG00000071575.12,158,221,137,165,38,52,46,54
ENSG00000264370.1,1,0,0,0,0,0,0,0
ENSG00000225649.7,0,0,0,0,0,0,0,1
ENSG00000229370.1,0,0,0,0,0,0,1,0
ENSG00000230448.5,0,1,1,0,0,0,1,1
ENSG00000162981.14,0,0,0,0,4,7,5,3
ENSG00000287291.1,0,0,0,0,0,0,1,0
ENSG00000151779.13,676,690,577,621,314,351,351,366
ENSG00000229087.1,0,0,0,0,1,0,1,0
ENSG00000234022.1,0,0,0,0,1,0,1,0
ENSG00000079785.16,1531,1441,1124,1250,397,404,389,441
ENSG00000231031.6,0,0,0,0,3,0,2,1
ENSG00000214657.4,3,0,0,1,1,0,0,2
ENSG00000233718.9,0,0,0,0,1,1,1,3
ENSG00000223850.1,0,0,0,0,0,0,1,0
ENSG00000134323.12,0,0,0,0,0,0,1,0
ENSG00000243541.3,0,0,0,0,0,2,3,4
ENSG00000236289.4,0,0,0,0,3,6,5,0
ENSG00000236989.5,0,0,0,0,0,0,1,0
ENSG00000251704.1,0,0,0,0,0,0,1,1
ENSG00000228876.4,0,0,0,0,2,1,2,4
ENSG00000285354.1,0,0,0,0,0,0,0,1
ENSG00000224400.5,0,0,1,0,0,0,0,0
ENSG00000237633.4,4,0,1,2,0,1,2,0
ENSG00000279663.3,0,2,0,0,2,2,0,0
ENSG00000197872.11,745,678,587,688,39,54,52,53
ENSG00000223536.6,0,0,0,0,0,0,1,0
ENSG00000224604.1,0,0,0,0,0,0,0,0
ENSG00000236348.1,0,2,3,1,0,0,1,1
ENSG00000214842.6,0,0,0,0,0,0,1,0
ENSG00000163032.12,311,364,281,292,17,23,20,19
ENSG00000163029.16,931,823,647,691,73,71,68,67
ENSG00000178295.15,508,520,398,428,14,3,8,10
ENSG00000151379.4,0,1,0,1,0,0,1,0
ENSG00000170745.12,27,33,30,28,0,2,4,6
ENSG00000212455.1,0,0,0,1,1,0,0,0
ENSG00000287881.1,0,0,0,0,0,1,7,4
ENSG00000260331.1,1,0,1,0,2,2,5,2
ENSG00000240857.2,222,244,153,195,29,39,45,39
ENSG00000185013.16,0,2,1,0,3,3,4,3
ENSG00000207170.1,0,0,0,1,0,0,0,0
ENSG00000287284.1,0,0,0,0,1,0,1,0
ENSG00000236204.6,7,3,9,3,2,3,5,6
ENSG00000143867.7,1,0,0,0,0,0,2,0
ENSG00000234597.2,0,0,0,0,0,0,1,1
ENSG00000237992.3,0,0,0,0,0,2,0,0
ENSG00000228784.9,4,1,1,3,2,2,11,1
ENSG00000183891.6,65,61,46,50,5,5,14,6
ENSG00000271991.2,2,0,0,1,0,1,0,1
ENSG00000118965.16,338,299,272,304,15,24,19,22
ENSG00000227210.2,0,1,1,0,1,0,0,0
ENSG00000132031.13,0,0,0,0,0,0,0,0
ENSG00000068697.7,2564,2606,2182,2180,2134,2139,2006,2342
ENSG00000223734.3,0,0,0,0,1,0,0,0
ENSG00000213729.3,2,5,0,2,0,1,0,0
ENSG00000115884.11,59,48,42,56,148,146,159,195
ENSG00000235411.1,7,6,1,6,1,1,1,2
ENSG00000055917.16,3084,2840,2594,2827,1078,939,908,1173
ENSG00000232800.1,0,0,0,0,3,3,3,3
ENSG00000212171.1,0,0,0,0,1,0,0,1
ENSG00000143878.10,285,329,234,301,124,128,118,149
ENSG00000200829.1,0,0,0,0,4,1,3,4
ENSG00000279307.2,16,16,10,14,5,8,7,3
ENSG00000118960.13,375,341,252,342,346,316,335,358
ENSG00000269976.1,1,0,1,1,0,0,0,0
ENSG00000231948.2,1,0,0,0,1,0,0,0
ENSG00000233416.1,1,0,0,3,0,0,0,0
ENSG00000143869.7,6,4,0,0,2,6,6,5
ENSG00000118961.15,470,406,375,401,74,96,68,86
ENSG00000084674.15,0,0,0,0,4,1,2,2
ENSG00000287956.1,0,0,0,0,0,0,2,0
ENSG00000218819.6,1,1,0,0,0,0,1,0
ENSG00000231204.7,0,0,0,0,0,0,2,0
ENSG00000235537.3,0,0,0,0,0,0,1,0
ENSG00000229621.2,0,0,0,0,0,0,1,0
ENSG00000264192.1,0,0,0,0,0,0,1,0
ENSG00000228999.4,0,0,1,0,2,1,1,1
ENSG00000234189.1,0,0,0,0,1,2,2,5
ENSG00000206882.1,0,0,0,0,0,0,0,1
ENSG00000232451.2,0,0,0,0,0,0,1,0
ENSG00000233714.1,0,0,0,0,0,0,2,0
ENSG00000235497.5,0,0,0,0,0,1,2,0
ENSG00000119771.15,195,200,141,165,59,44,50,47
ENSG00000224361.1,0,0,0,1,0,0,0,0
ENSG00000279526.1,0,0,1,0,0,0,0,0
ENSG00000283031.2,1,7,2,3,0,1,0,0
ENSG00000119778.15,483,429,402,432,82,83,71,78
ENSG00000224464.2,2,0,0,0,0,0,0,0
ENSG00000238111.1,0,0,0,0,1,2,0,1
ENSG00000173960.14,194,207,138,163,37,50,48,48
ENSG00000234946.1,1,1,1,2,0,0,0,0
ENSG00000243847.3,0,0,0,0,1,0,3,2
ENSG00000205639.12,108,113,96,92,230,175,290,265
ENSG00000163026.12,277,257,199,257,64,47,44,55
ENSG00000119782.14,8,10,4,5,1,0,0,1
ENSG00000115128.7,1284,1212,1061,1054,937,919,862,1119
ENSG00000219626.9,51,49,46,47,14,11,17,11
ENSG00000115129.14,72,66,56,67,13,10,4,6
ENSG00000176732.7,7,7,5,6,1,3,3,1
ENSG00000276087.2,0,0,0,0,0,0,1,0
ENSG00000232642.2,1,0,0,0,0,0,0,0
ENSG00000186453.13,2,0,0,0,1,0,0,0
ENSG00000223754.1,0,1,0,0,0,0,0,0
ENSG00000198399.16,2232,1878,1765,1874,552,542,505,595
ENSG00000242628.6,3,2,6,2,11,3,3,4
ENSG00000251805.1,0,1,0,0,0,0,0,0
ENSG00000232963.1,0,0,0,2,0,1,2,1
ENSG00000233747.1,6,9,8,11,5,1,3,3
ENSG00000286829.1,0,0,0,0,2,0,1,2
ENSG00000084676.16,1078,1017,885,933,492,496,494,573
ENSG00000184924.6,101,80,62,63,30,41,45,44
ENSG00000138092.11,121,135,115,143,7,8,13,11
ENSG00000138031.15,888,938,678,943,349,347,340,416
ENSG00000271936.1,15,14,10,10,0,0,1,3
ENSG00000115137.12,79,79,65,76,49,43,35,56
ENSG00000237953.1,0,0,0,0,0,0,0,0
ENSG00000224165.7,5,16,8,12,6,9,6,5
ENSG00000286645.1,0,0,0,0,0,0,1,0
ENSG00000207069.1,0,0,0,0,0,0,0,1
ENSG00000084710.14,43,50,27,37,37,32,36,39
ENSG00000229593.1,1,2,3,0,2,1,2,2
ENSG00000115138.11,80,70,59,69,35,20,43,31
ENSG00000119772.19,284,258,191,227,77,81,122,97
ENSG00000289567.1,2,0,0,0,0,0,0,0
ENSG00000235072.2,0,0,0,0,0,0,1,0
ENSG00000138101.20,55,69,37,56,32,24,32,17
ENSG00000224220.1,1,0,2,1,0,1,1,0
ENSG00000201160.1,0,0,0,0,2,1,1,2
ENSG00000143970.18,1742,1519,1375,1541,466,451,450,597
ENSG00000187536.4,3,7,2,4,0,1,0,0
ENSG00000217643.1,0,3,1,2,0,0,1,0
ENSG00000218682.1,0,0,1,0,0,2,1,3
ENSG00000217718.1,0,1,0,0,0,1,0,0
ENSG00000084731.15,70,54,47,67,86,76,81,91
ENSG00000237629.1,3,3,2,1,1,2,3,0
ENSG00000268412.2,5,2,4,9,1,2,0,0
ENSG00000084733.11,4196,4171,3244,3534,2395,2260,2185,2634
ENSG00000199872.1,0,0,0,0,0,0,0,0
ENSG00000235440.1,1,1,2,2,0,0,2,0
ENSG00000231655.1,2,1,2,1,2,1,3,2
ENSG00000214465.3,19,19,14,19,0,4,2,1
ENSG00000227133.1,0,0,0,0,1,0,2,2
ENSG00000237951.1,1,1,0,3,0,0,0,0
ENSG00000157833.13,79,72,58,76,22,23,12,23
ENSG00000084754.12,3778,3614,2879,3170,2112,2227,2101,2361
ENSG00000138029.14,2330,2225,1691,1920,1034,1012,977,1149
ENSG00000286707.1,3,0,2,0,5,2,9,5
ENSG00000173567.16,12,13,16,17,1,0,4,2
ENSG00000138018.19,1267,1152,1057,1093,272,258,226,295
ENSG00000157856.12,6,8,5,8,6,2,7,1
ENSG00000115155.19,15,4,8,11,1,0,8,1
ENSG00000173557.15,0,0,0,0,0,1,1,0
ENSG00000157884.11,0,0,0,0,0,0,1,1
ENSG00000225024.1,3,3,1,3,3,0,0,0
ENSG00000171303.8,0,0,0,1,2,1,3,1
ENSG00000213699.9,650,715,523,596,248,213,235,241
ENSG00000115163.15,54,52,39,39,2,3,2,1
ENSG00000157851.17,1,0,0,1,0,0,1,1
ENSG00000230286.1,0,0,0,0,0,0,4,1
ENSG00000084764.12,88,58,61,70,63,61,58,75
ENSG00000205500.8,0,1,1,1,2,5,1,4
ENSG00000119777.20,1399,1278,1016,1258,886,888,947,1030
ENSG00000084693.16,324,289,253,300,216,187,217,240
ENSG00000231636.1,0,0,0,0,0,1,1,0
ENSG00000272056.1,1,1,0,0,0,0,0,0
ENSG00000229122.1,1,3,3,3,2,4,1,0
ENSG00000272148.1,7,7,2,2,0,1,1,0
ENSG00000228474.6,1136,1151,862,1039,1025,894,961,987
ENSG00000138080.14,4,5,4,6,2,5,5,4
ENSG00000138030.13,8,6,7,5,2,10,5,7
ENSG00000138028.17,53,59,44,52,12,9,24,18
ENSG00000143994.14,10,0,6,2,8,6,3,5
ENSG00000138073.14,1297,1184,930,1167,482,412,490,472
